Number,Song Name,Artist Name
1,"

	
	
		
					Rapstar		
	
","
	
	Polo G
"
2,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
3,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
4,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
5,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
6,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
7,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
8,"

	
	
		
					Up		
	
","
	
	Cardi B
"
9,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
10,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
11,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
12,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
13,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
14,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
15,"

	
	
		
					Deja Vu		
	
","
	
	Olivia Rodrigo
"
16,"

	
	
		
					Ruff Ryders' Anthem		
	
","
	
	DMX
"
17,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
18,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
19,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
20,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
21,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
22,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
23,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
24,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
25,"

	
	
		
					What's Next		
	
","
	
	Drake
"
26,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
27,"

	
	
		
					Beautiful Mistakes		
	
","
	
	Maroon 5 Featuring Megan Thee Stallion
"
28,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
29,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
30,"

	
	
		
					Mr. Perfectly Fine (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift
"
31,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
32,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
33,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
34,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
35,"

	
	
		
					Track Star		
	
","
	
	Mooski
"
36,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
37,"

	
	
		
					No More Parties		
	
","
	
	Coi Leray Featuring Lil Durk
"
38,"

	
	
		
					Tombstone		
	
","
	
	Rod Wave
"
39,"

	
	
		
					Good Days		
	
","
	
	SZA
"
40,"

	
	
		
					Party Up (Up In Here)		
	
","
	
	DMX
"
41,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
42,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
43,"

	
	
		
					Made For You		
	
","
	
	Jake Owen
"
44,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
45,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
46,"

	
	
		
					X Gon' Give It To Ya		
	
","
	
	DMX
"
47,"

	
	
		
					Wants And Needs		
	
","
	
	Drake Featuring Lil Baby
"
48,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
49,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
50,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
51,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
52,"

	
	
		
					Love Story (Taylor's Version)		
	
","
	
	Taylor Swift
"
53,"

	
	
		
					Street Runner		
	
","
	
	Rod Wave
"
54,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
55,"

	
	
		
					Richer		
	
","
	
	Rod Wave Featuring Polo G
"
56,"

	
	
		
					Telepatia		
	
","
	
	Kali Uchis
"
57,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
58,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
59,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
60,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
61,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
62,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
63,"

	
	
		
					Hold On		
	
","
	
	Justin Bieber
"
64,"

	
	
		
					Headshot		
	
","
	
	Lil Tjay, Polo G & Fivio Foreign
"
65,"

	
	
		
					Forever & Always (Taylor's Version)		
	
","
	
	Taylor Swift
"
66,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
67,"

	
	
		
					Breaking Up Was Easy In The 90's		
	
","
	
	Sam Hunt
"
68,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
69,"

	
	
		
					Momma's House		
	
","
	
	Dustin Lynch
"
70,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
71,"

	
	
		
					Fearless (Taylor's Version)		
	
","
	
	Taylor Swift
"
72,"

	
	
		
					You All Over Me (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift Featuring Maren Morris
"
73,"

	
	
		
					My Head And My Heart		
	
","
	
	Ava Max
"
74,"

	
	
		
					La Noche de Anoche		
	
","
	
	Bad Bunny & Rosalia
"
75,"

	
	
		
					You Belong With Me (Taylor's Version)		
	
","
	
	Taylor Swift
"
76,"

	
	
		
					Settling Down		
	
","
	
	Miranda Lambert
"
77,"

	
	
		
					Hellcats & Trackhawks		
	
","
	
	Lil Durk
"
78,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
79,"

	
	
		
					Run It Up		
	
","
	
	Lil Tjay Featuring Offset & Moneybagg Yo
"
80,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
81,"

	
	
		
					Big Gangsta		
	
","
	
	Kevin Gates
"
82,"

	
	
		
					Masterpiece		
	
","
	
	DaBaby
"
83,"

	
	
		
					The Business		
	
","
	
	Tiesto
"
84,"

	
	
		
					4 Da Gang		
	
","
	
	42 Dugg & Roddy Ricch
"
85,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
86,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
87,"

	
	
		
					Shy Away		
	
","
	
	twenty one pilots
"
88,"

	
	
		
					Fifteen (Taylor's Version)		
	
","
	
	Taylor Swift
"
89,"

	
	
		
					Big Purr (Prrdd)		
	
","
	
	Coi Leray & Pooh Shiesty
"
90,"

	
	
		
					Famous Friends		
	
","
	
	Chris Young + Kane Brown
"
91,"

	
	
		
					Nobody		
	
","
	
	Dylan Scott
"
92,"

	
	
		
					Lil Bit		
	
","
	
	Nelly & Florida Georgia Line
"
93,"

	
	
		
					Met Him Last Night		
	
","
	
	Demi Lovato Featuring Ariana Grande
"
94,"

	
	
		
					The Way I Loved You (Taylor's Version)		
	
","
	
	Taylor Swift
"
95,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
96,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
97,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
98,"

	
	
		
					Dancing With The Devil		
	
","
	
	Demi Lovato
"
99,"

	
	
		
					Gone		
	
","
	
	Dierks Bentley
"
100,"

	
	
		
					Real As It Gets		
	
","
	
	Lil Baby Featuring EST Gee
"
