Number,Song Name,Artist Name
1,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
2,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
3,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
4,"

	
	
		
					Up		
	
","
	
	Cardi B
"
5,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
6,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
7,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
8,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
9,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
10,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
11,"

	
	
		
					Tombstone		
	
","
	
	Rod Wave
"
12,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
13,"

	
	
		
					What's Next		
	
","
	
	Drake
"
14,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
15,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
16,"

	
	
		
					Street Runner		
	
","
	
	Rod Wave
"
17,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
18,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
19,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
20,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
21,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
22,"

	
	
		
					Richer		
	
","
	
	Rod Wave Featuring Polo G
"
23,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
24,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
25,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
26,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
27,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
28,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
29,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
30,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
31,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
