Number,Song Name,Artist Name
1,"

	
	
		
					Permission To Dance		
	
","
	
	BTS
"
2,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
3,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
4,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
5,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
6,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
7,"

	
	
		
					Butter		
	
","
	
	BTS
"
8,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
9,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
10,"

	
	
		
					Deja Vu		
	
","
	
	Olivia Rodrigo
"
11,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
12,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
13,"

	
	
		
					Motley Crew		
	
","
	
	Post Malone
"
14,"

	
	
		
					Rapstar		
	
","
	
	Polo G
"
15,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
16,"

	
	
		
					Whole Lotta Money		
	
","
	
	BIA Featuring Nicki Minaj
"
17,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
18,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
19,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
20,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
21,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
22,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
23,"

	
	
		
					Every Chance I Get		
	
","
	
	DJ Khaled Featuring Lil Baby & Lil Durk
"
24,"

	
	
		
					Famous Friends		
	
","
	
	Chris Young + Kane Brown
"
25,"

	
	
		
					Thot Shit		
	
","
	
	Megan Thee Stallion
"
26,"

	
	
		
					Beautiful Mistakes		
	
","
	
	Maroon 5 Featuring Megan Thee Stallion
"
27,"

	
	
		
					Single Saturday Night		
	
","
	
	Cole Swindell
"
28,"

	
	
		
					Leave Before You Love Me		
	
","
	
	Marshmello X Jonas Brothers
"
29,"

	
	
		
					Lil Bit		
	
","
	
	Nelly & Florida Georgia Line
"
30,"

	
	
		
					Blame It On You		
	
","
	
	Jason Aldean
"
31,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
32,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
33,"

	
	
		
					Late At Night		
	
","
	
	Roddy Ricch
"
34,"

	
	
		
					Ain't Shit		
	
","
	
	Doja Cat
"
35,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
