Number,Song Name,Artist Name
1,"

	
	
		
					Butter		
	
","
	
	BTS
"
2,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
3,"

	
	
		
					Deja Vu		
	
","
	
	Olivia Rodrigo
"
4,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
5,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
6,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
7,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
8,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
9,"

	
	
		
					Traitor		
	
","
	
	Olivia Rodrigo
"
10,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
11,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
12,"

	
	
		
					Brutal		
	
","
	
	Olivia Rodrigo
"
13,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
14,"

	
	
		
					Enough For You		
	
","
	
	Olivia Rodrigo
"
15,"

	
	
		
					Happier		
	
","
	
	Olivia Rodrigo
"
16,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
17,"

	
	
		
					Rapstar		
	
","
	
	Polo G
"
18,"

	
	
		
					Favorite Crime		
	
","
	
	Olivia Rodrigo
"
19,"

	
	
		
					1 Step Forward, 3 Steps Back		
	
","
	
	Olivia Rodrigo
"
20,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
21,"

	
	
		
					my.life		
	
","
	
	J. Cole, 21 Savage & Morray
"
22,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
23,"

	
	
		
					Beautiful Mistakes		
	
","
	
	Maroon 5 Featuring Megan Thee Stallion
"
24,"

	
	
		
					Jealousy, Jealousy		
	
","
	
	Olivia Rodrigo
"
25,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
26,"

	
	
		
					pride.is.the.devil		
	
","
	
	J. Cole & Lil Baby
"
27,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
28,"

	
	
		
					Up		
	
","
	
	Cardi B
"
29,"

	
	
		
					Hope Ur OK		
	
","
	
	Olivia Rodrigo
"
30,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
31,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
32,"

	
	
		
					Track Star		
	
","
	
	Mooski
"
33,"

	
	
		
					Gang Gang		
	
","
	
	Polo G & Lil Wayne
"
34,"

	
	
		
					Every Chance I Get		
	
","
	
	DJ Khaled Featuring Lil Baby & Lil Durk
"
35,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
36,"

	
	
		
					Wockesha		
	
","
	
	Moneybagg Yo
"
37,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
38,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
39,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
40,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
41,"

	
	
		
					amari		
	
","
	
	J. Cole
"
42,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
43,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
44,"

	
	
		
					Telepatia		
	
","
	
	Kali Uchis
"
45,"

	
	
		
					pov		
	
","
	
	Ariana Grande
"
46,"

	
	
		
					Wants And Needs		
	
","
	
	Drake Featuring Lil Baby
"
47,"

	
	
		
					Breaking Up Was Easy In The 90's		
	
","
	
	Sam Hunt
"
48,"

	
	
		
					Seeing Green		
	
","
	
	Nicki Minaj, Drake & Lil Wayne
"
49,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
50,"

	
	
		
					Nobody		
	
","
	
	Dylan Scott
"
51,"

	
	
		
					Twerkulator		
	
","
	
	City Girls
"
52,"

	
	
		
					Famous Friends		
	
","
	
	Chris Young + Kane Brown
"
53,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
54,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
55,"

	
	
		
					Gone		
	
","
	
	Dierks Bentley
"
56,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
57,"

	
	
		
					Settling Down		
	
","
	
	Miranda Lambert
"
58,"

	
	
		
					Build A Bitch		
	
","
	
	Bella Poarch
"
59,"

	
	
		
					95.south		
	
","
	
	J. Cole
"
60,"

	
	
		
					Your Power		
	
","
	
	Billie Eilish
"
61,"

	
	
		
					No More Parties		
	
","
	
	Coi Leray Featuring Lil Durk
"
62,"

	
	
		
					Lil Bit		
	
","
	
	Nelly & Florida Georgia Line
"
63,"

	
	
		
					Miss The Rage		
	
","
	
	Trippie Redd & Playboi Carti
"
64,"

	
	
		
					Ski		
	
","
	
	Young Thug & Gunna
"
65,"

	
	
		
					Made For You		
	
","
	
	Jake Owen
"
66,"

	
	
		
					Sun Goes Down		
	
","
	
	Lil Nas X
"
67,"

	
	
		
					4 Da Gang		
	
","
	
	42 Dugg & Roddy Ricch
"
68,"

	
	
		
					Maybach		
	
","
	
	42 Dugg Featuring Future
"
69,"

	
	
		
					Straightenin		
	
","
	
	Migos
"
70,"

	
	
		
					Minimum Wage		
	
","
	
	Blake Shelton
"
71,"

	
	
		
					interlude		
	
","
	
	J. Cole
"
72,"

	
	
		
					applying.pressure		
	
","
	
	J. Cole
"
73,"

	
	
		
					What's Next		
	
","
	
	Drake
"
74,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
75,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
76,"

	
	
		
					Blame It On You		
	
","
	
	Jason Aldean
"
77,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
78,"

	
	
		
					Single Saturday Night		
	
","
	
	Cole Swindell
"
79,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
80,"

	
	
		
					100.mil'		
	
","
	
	J. Cole & Bas
"
81,"

	
	
		
					Solid		
	
","
	
	Young Thug & Gunna Featuring Drake
"
82,"

	
	
		
					Tombstone		
	
","
	
	Rod Wave
"
83,"

	
	
		
					let.go.my.hand		
	
","
	
	J. Cole, Bas & 6LACK
"
84,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
85,"

	
	
		
					Leave Before You Love Me		
	
","
	
	Marshmello X Jonas Brothers
"
86,"

	
	
		
					Hold On		
	
","
	
	Justin Bieber
"
87,"

	
	
		
					All I Know So Far		
	
","
	
	P!nk
"
88,"

	
	
		
					Arcade		
	
","
	
	Duncan Laurence
"
89,"

	
	
		
					Follow You		
	
","
	
	Imagine Dragons
"
90,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
91,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
92,"

	
	
		
					24 Hours		
	
","
	
	A Boogie Wit da Hoodie Featuring Lil Durk
"
93,"

	
	
		
					Hello		
	
","
	
	Pop Smoke Featuring A Boogie Wit da Hoodie
"
94,"

	
	
		
					Way Less Sad		
	
","
	
	AJR
"
95,"

	
	
		
					Drankin N Smokin		
	
","
	
	Future & Lil Uzi Vert
"
96,"

	
	
		
					Country Again		
	
","
	
	Thomas Rhett
"
97,"

	
	
		
					punchin'.the.clock		
	
","
	
	J. Cole
"
98,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
99,"

	
	
		
					the.climb.back		
	
","
	
	J. Cole
"
100,"

	
	
		
					Things A Man Oughta Know		
	
","
	
	Lainey Wilson
"
