Number,Song Name,Artist Name
63,"

	
	
		
					Gone		
	
","
	
	Dierks Bentley
"
64,"

	
	
		
					Nobody		
	
","
	
	Dylan Scott
"
65,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
66,"

	
	
		
					Famous Friends		
	
","
	
	Chris Young + Kane Brown
"
67,"

	
	
		
					Ramen & OJ		
	
","
	
	Joyner Lucas & Lil Baby
"
68,"

	
	
		
					Street Runner		
	
","
	
	Rod Wave
"
69,"

	
	
		
					The Business		
	
","
	
	Tiesto
"
70,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
71,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
72,"

	
	
		
					Hard For The Next		
	
","
	
	Moneybagg Yo & Future
"
73,"

	
	
		
					Country Again		
	
","
	
	Thomas Rhett
"
74,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
75,"

	
	
		
					Follow You		
	
","
	
	Imagine Dragons
"
76,"

	
	
		
					Botella Tras Botella		
	
","
	
	Gera MX + Christian Nodal
"
77,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
78,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
79,"

	
	
		
					Body In Motion		
	
","
	
	DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch
"
80,"

	
	
		
					Go!		
	
","
	
	Moneybagg Yo Featuring BIG30
"
81,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
82,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
83,"

	
	
		
					4 Da Gang		
	
","
	
	42 Dugg & Roddy Ricch
"
84,"

	
	
		
					Big Paper		
	
","
	
	DJ Khaled Featuring Cardi B
"
85,"

	
	
		
					Durag Activity		
	
","
	
	Baby Keem & Travis Scott
"
86,"

	
	
		
					La Noche de Anoche		
	
","
	
	Bad Bunny & Rosalia
"
87,"

	
	
		
					Blame It On You		
	
","
	
	Jason Aldean
"
88,"

	
	
		
					Big Gangsta		
	
","
	
	Kevin Gates
"
89,"

	
	
		
					Arcade		
	
","
	
	Duncan Laurence
"
90,"

	
	
		
					Final Warning		
	
","
	
	NLE Choppa
"
91,"

	
	
		
					Richer		
	
","
	
	Rod Wave Featuring Polo G
"
92,"

	
	
		
					Hellcats & Trackhawks		
	
","
	
	Lil Durk
"
93,"

	
	
		
					Drankin N Smokin		
	
","
	
	Future & Lil Uzi Vert
"
94,"

	
	
		
					Headshot		
	
","
	
	Lil Tjay, Polo G & Fivio Foreign
"
95,"

	
	
		
					Single Saturday Night		
	
","
	
	Cole Swindell
"
96,"

	
	
		
					If Pain Was A Person		
	
","
	
	Moneybagg Yo
"
97,"

	
	
		
					Tampa		
	
","
	
	Cico P
"
98,"

	
	
		
					Hello		
	
","
	
	Pop Smoke Featuring A Boogie Wit da Hoodie
"
99,"

	
	
		
					Way Less Sad		
	
","
	
	AJR
"
100,"

	
	
		
					Thankful		
	
","
	
	DJ Khaled Featuring Lil Wayne & Jeremih
"
