date,rank,song,artist,last-week,peak-rank,weeks-on-board
9/4/21,100,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91,91,2
8/28/21,1,Stay,The Kid LAROI & Justin Bieber,1,1,6
8/28/21,2,Bad Habits,Ed Sheeran,3,2,8
8/28/21,3,Good 4 U,Olivia Rodrigo,2,1,14
8/28/21,4,Rumors,Lizzo Featuring Cardi B,,4,1
8/28/21,5,Kiss Me More,Doja Cat Featuring SZA,4,3,19
8/28/21,6,Levitating,Dua Lipa,5,2,46
8/28/21,7,Industry Baby,Lil Nas X & Jack Harlow,8,2,4
8/28/21,8,Butter,BTS,7,1,13
8/28/21,9,Deja Vu,Olivia Rodrigo,10,3,20
8/28/21,10,Montero (Call Me By Your Name),Lil Nas X,9,1,21
8/28/21,11,Save Your Tears,The Weeknd & Ariana Grande,11,1,36
8/28/21,12,Fancy Like,Walker Hayes,15,12,9
8/28/21,13,Take My Breath,The Weeknd,6,6,2
8/28/21,14,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,12,1,22
8/28/21,15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),14,1,24
8/28/21,16,Essence,Wizkid Featuring Justin Bieber & Tems,44,16,7
8/28/21,17,You Right,Doja Cat & The Weeknd,16,11,8
8/28/21,18,Happier Than Ever,Billie Eilish,13,11,3
8/28/21,19,Heartbreak Anniversary,Giveon,17,16,27
8/28/21,20,Need To Know,Doja Cat,20,20,10
8/28/21,21,Blinding Lights,The Weeknd,18,1,89
8/28/21,22,Glad You Exist,Dan + Shay,21,21,28
8/28/21,23,Leave Before You Love Me,Marshmello X Jonas Brothers,19,19,13
8/28/21,24,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,23,20,16
8/28/21,25,Forever After All,Luke Combs,24,2,43
8/28/21,26,Late At Night,Roddy Ricch,26,20,11
8/28/21,27,Thot Shit,Megan Thee Stallion,29,16,10
8/28/21,28,Rapstar,Polo G,25,1,19
8/28/21,29,Traitor,Olivia Rodrigo,33,9,13
8/28/21,30,Waves,Luke Bryan,34,30,9
8/28/21,31,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),35,14,3
8/28/21,32,Without You,The Kid LAROI,28,8,37
8/28/21,33,Pepas,Farruko,52,33,4
8/28/21,34,Heat Waves,Glass Animals,31,19,31
8/28/21,35,Wockesha,Moneybagg Yo,40,33,17
8/28/21,36,Astronaut In The Ocean,Masked Wolf,30,6,27
8/28/21,37,Things A Man Oughta Know,Lainey Wilson,39,37,14
8/28/21,38,Arcade,Duncan Laurence,41,38,19
8/28/21,39,Lil Bit,Nelly & Florida Georgia Line,27,23,22
8/28/21,40,Famous Friends,Chris Young + Kane Brown,32,21,21
8/28/21,41,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,36,13,24
8/28/21,42,Beggin',Maneskin,50,35,8
8/28/21,43,Country Again,Thomas Rhett,43,43,16
8/28/21,44,Chasing After You,Ryan Hurd With Maren Morris,49,44,16
8/28/21,45,Volvi,Aventura x Bad Bunny,22,22,3
8/28/21,46,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,38,24,12
8/28/21,47,We Didn't Have Much,Justin Moore,58,47,9
8/28/21,48,If I Didn't Love You,Jason Aldean & Carrie Underwood,51,15,4
8/28/21,49,Whole Lotta Money,BIA Featuring Nicki Minaj,45,16,6
8/28/21,50,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,54,50,7
8/28/21,51,2055,Sleepy Hallow,53,51,5
8/28/21,52,Single Saturday Night,Cole Swindell,46,26,16
8/28/21,53,Motley Crew,Post Malone,48,13,6
8/28/21,54,Todo de Ti,Rauw Alejandro,57,32,12
8/28/21,55,A-O-K,Tai Verdes,62,55,7
8/28/21,56,Yonaguni,Bad Bunny,56,10,11
8/28/21,57,Wild Side,Normani Featuring Cardi B,60,14,5
8/28/21,58,Love Again,Dua Lipa,63,58,5
8/28/21,59,Ain't Shit,Doja Cat,47,24,8
8/28/21,60,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,59,53,17
8/28/21,61,You,Regard x Troye Sivan x Tate McRae,61,58,10
8/28/21,62,Memory,Kane Brown X blackbear,64,50,6
8/28/21,63,You Should Probably Leave,Chris Stapleton,69,63,7
8/28/21,64,Don't Go Yet,Camila Cabello,66,42,4
8/28/21,65,Paralyzed,Sueco,,65,1
8/28/21,66,Permission To Dance,BTS,55,1,6
8/28/21,67,I Was On A Boat That Day,Old Dominion,65,64,7
8/28/21,68,Woman,Doja Cat,84,68,3
8/28/21,69,Tombstone,Rod Wave,68,11,21
8/28/21,70,My Boy,Elvie Shane,70,70,8
8/28/21,71,Gyalis,Capella Grey,78,71,3
8/28/21,72,Memory I Don't Mess With,Lee Brice,74,72,4
8/28/21,73,Come Through,H.E.R. Featuring Chris Brown,71,64,11
8/28/21,74,You Time,Scotty McCreery,81,74,3
8/28/21,75,Get Into It (Yuh),Doja Cat,,75,2
8/28/21,76,Buy Dirt,Jordan Davis Featuring Luke Bryan,82,76,2
8/28/21,77,Cold As You,Luke Combs,76,76,3
8/28/21,78,Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert,,78,1
8/28/21,79,Papercuts,Machine Gun Kelly,,79,1
8/28/21,80,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",90,80,3
8/28/21,81,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,81,1
8/28/21,82,SUVs (Black On Black),Jack Harlow & Pooh Shiesty,67,67,2
8/28/21,83,Straightenin,Migos,72,23,14
8/28/21,84,Blame It On You,Jason Aldean,75,30,17
8/28/21,85,AM,Nio Garcia X J Balvin X Bad Bunny,83,41,8
8/28/21,86,Hats Off,"Lil Baby, Lil Durk & Travis Scott",87,16,11
8/28/21,87,Knowing You,Kenny Chesney,93,87,2
8/28/21,88,Over The Top,Smiley Featuring Drake,85,57,4
8/28/21,89,Brainwashed,Tom MacDonald,,89,1
8/28/21,90,my.life,"J. Cole, 21 Savage & Morray",73,2,14
8/28/21,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,91,1
8/28/21,92,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",94,14,7
8/28/21,93,Favorite Crime,Olivia Rodrigo,89,16,13
8/28/21,94,Outside,MO3 X OG Bobby Billions,95,92,7
8/28/21,95,Ball If I Want To,DaBaby,91,39,9
8/28/21,96,Next Girl,Carly Pearce,96,86,4
8/28/21,97,I Like Dat,T-Pain & Kehlani,,97,1
8/28/21,98,Steal My Love,Dan + Shay,,98,1
8/28/21,99,Repeat It,Lil Tecca & Gunna,80,80,2
8/28/21,100,5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez",,92,2
8/21/21,1,Stay,The Kid LAROI & Justin Bieber,1,1,5
8/21/21,2,Good 4 U,Olivia Rodrigo,2,1,13
8/21/21,3,Bad Habits,Ed Sheeran,5,3,7
8/21/21,4,Kiss Me More,Doja Cat Featuring SZA,6,3,18
8/21/21,5,Levitating,Dua Lipa,3,2,45
8/21/21,6,Take My Breath,The Weeknd,,6,1
8/21/21,7,Butter,BTS,4,1,12
8/21/21,8,Industry Baby,Lil Nas X & Jack Harlow,7,2,3
8/21/21,9,Montero (Call Me By Your Name),Lil Nas X,8,1,20
8/21/21,10,Deja Vu,Olivia Rodrigo,9,3,19
8/21/21,11,Save Your Tears,The Weeknd & Ariana Grande,10,1,35
8/21/21,12,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,13,1,21
8/21/21,13,Happier Than Ever,Billie Eilish,11,11,2
8/21/21,14,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),12,1,23
8/21/21,15,Fancy Like,Walker Hayes,15,14,8
8/21/21,16,You Right,Doja Cat & The Weeknd,18,11,7
8/21/21,17,Heartbreak Anniversary,Giveon,17,16,26
8/21/21,18,Blinding Lights,The Weeknd,16,1,88
8/21/21,19,Leave Before You Love Me,Marshmello X Jonas Brothers,20,19,12
8/21/21,20,Need To Know,Doja Cat,32,20,9
8/21/21,21,Glad You Exist,Dan + Shay,25,21,27
8/21/21,22,Volvi,Aventura x Bad Bunny,37,22,2
8/21/21,23,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,21,20,15
8/21/21,24,Forever After All,Luke Combs,23,2,42
8/21/21,25,Rapstar,Polo G,19,1,18
8/21/21,26,Late At Night,Roddy Ricch,29,20,10
8/21/21,27,Lil Bit,Nelly & Florida Georgia Line,26,23,21
8/21/21,28,Without You,The Kid LAROI,22,8,36
8/21/21,29,Thot Shit,Megan Thee Stallion,30,16,9
8/21/21,30,Astronaut In The Ocean,Masked Wolf,28,6,26
8/21/21,31,Heat Waves,Glass Animals,31,19,30
8/21/21,32,Famous Friends,Chris Young + Kane Brown,36,21,20
8/21/21,33,Traitor,Olivia Rodrigo,49,9,12
8/21/21,34,Waves,Luke Bryan,35,34,8
8/21/21,35,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),14,14,2
8/21/21,36,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,34,13,23
8/21/21,37,Telepatia,Kali Uchis,33,25,25
8/21/21,38,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,24,24,11
8/21/21,39,Things A Man Oughta Know,Lainey Wilson,45,39,13
8/21/21,40,Wockesha,Moneybagg Yo,42,33,16
8/21/21,41,Arcade,Duncan Laurence,50,41,18
8/21/21,42,My Ex's Best Friend,Machine Gun Kelly X blackbear,47,20,52
8/21/21,43,Country Again,Thomas Rhett,51,43,15
8/21/21,44,Essence,Wizkid Featuring Justin Bieber & Tems,54,44,6
8/21/21,45,Whole Lotta Money,BIA Featuring Nicki Minaj,43,16,5
8/21/21,46,Single Saturday Night,Cole Swindell,40,26,15
8/21/21,47,Ain't Shit,Doja Cat,41,24,7
8/21/21,48,Motley Crew,Post Malone,39,13,5
8/21/21,49,Chasing After You,Ryan Hurd With Maren Morris,46,46,15
8/21/21,50,Beggin',Maneskin,44,35,7
8/21/21,51,If I Didn't Love You,Jason Aldean & Carrie Underwood,52,15,3
8/21/21,52,Pepas,Farruko,66,52,3
8/21/21,53,2055,Sleepy Hallow,53,53,4
8/21/21,54,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,79,54,6
8/21/21,55,Permission To Dance,BTS,27,1,5
8/21/21,56,Yonaguni,Bad Bunny,55,10,10
8/21/21,57,Todo de Ti,Rauw Alejandro,56,32,11
8/21/21,58,We Didn't Have Much,Justin Moore,60,58,8
8/21/21,59,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,58,53,16
8/21/21,60,Wild Side,Normani Featuring Cardi B,61,14,4
8/21/21,61,You,Regard x Troye Sivan x Tate McRae,62,58,9
8/21/21,62,A-O-K,Tai Verdes,67,62,6
8/21/21,63,Love Again,Dua Lipa,65,63,4
8/21/21,64,Memory,Kane Brown X blackbear,68,50,5
8/21/21,65,I Was On A Boat That Day,Old Dominion,64,64,6
8/21/21,66,Don't Go Yet,Camila Cabello,63,42,3
8/21/21,67,SUVs (Black On Black),Jack Harlow & Pooh Shiesty,,67,1
8/21/21,68,Tombstone,Rod Wave,71,11,20
8/21/21,69,You Should Probably Leave,Chris Stapleton,89,69,6
8/21/21,70,My Boy,Elvie Shane,83,70,7
8/21/21,71,Come Through,H.E.R. Featuring Chris Brown,82,64,10
8/21/21,72,Straightenin,Migos,76,23,13
8/21/21,73,my.life,"J. Cole, 21 Savage & Morray",74,2,13
8/21/21,74,Memory I Don't Mess With,Lee Brice,88,74,3
8/21/21,75,Blame It On You,Jason Aldean,75,30,16
8/21/21,76,Cold As You,Luke Combs,,76,2
8/21/21,77,NDA,Billie Eilish,59,39,5
8/21/21,78,Gyalis,Capella Grey,95,78,2
8/21/21,79,EPMD 2,Nas Featuring Eminem & EPMD,,79,1
8/21/21,80,Repeat It,Lil Tecca & Gunna,,80,1
8/21/21,81,You Time,Scotty McCreery,96,81,2
8/21/21,82,Buy Dirt,Jordan Davis Featuring Luke Bryan,,82,1
8/21/21,83,AM,Nio Garcia X J Balvin X Bad Bunny,85,41,7
8/21/21,84,Woman,Doja Cat,,84,2
8/21/21,85,Over The Top,Smiley Featuring Drake,78,57,3
8/21/21,86,Lose,KSI x Lil Wayne,,86,1
8/21/21,87,Hats Off,"Lil Baby, Lil Durk & Travis Scott",94,16,10
8/21/21,88,I Hope Ur Miserable Until Ur Dead,Nessa Barrett,,88,1
8/21/21,89,Favorite Crime,Olivia Rodrigo,86,16,12
8/21/21,90,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",87,87,2
8/21/21,91,Ball If I Want To,DaBaby,73,39,8
8/21/21,92,Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino,77,41,3
8/21/21,93,Knowing You,Kenny Chesney,,93,1
8/21/21,94,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",,14,6
8/21/21,95,Outside,MO3 X OG Bobby Billions,98,92,6
8/21/21,96,Next Girl,Carly Pearce,,86,3
8/21/21,97,Happier,Olivia Rodrigo,93,15,12
8/21/21,98,Twerkulator,City Girls,,51,9
8/21/21,99,Fiel,"Los Legendarios, Wisin & Jhay Cortez",97,62,9
8/21/21,100,Rare,Nas,,100,1
8/14/21,1,Stay,The Kid LAROI & Justin Bieber,4,1,4
8/14/21,2,Good 4 U,Olivia Rodrigo,3,1,12
8/14/21,3,Levitating,Dua Lipa,5,2,44
8/14/21,4,Butter,BTS,1,1,11
8/14/21,5,Bad Habits,Ed Sheeran,7,5,6
8/14/21,6,Kiss Me More,Doja Cat Featuring SZA,6,3,17
8/14/21,7,Industry Baby,Lil Nas X & Jack Harlow,2,2,2
8/14/21,8,Montero (Call Me By Your Name),Lil Nas X,8,1,19
8/14/21,9,Deja Vu,Olivia Rodrigo,10,3,18
8/14/21,10,Save Your Tears,The Weeknd & Ariana Grande,11,1,34
8/14/21,11,Happier Than Ever,Billie Eilish,,11,1
8/14/21,12,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),13,1,22
8/14/21,13,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,12,1,20
8/14/21,14,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),,14,1
8/14/21,15,Fancy Like,Walker Hayes,14,14,7
8/14/21,16,Blinding Lights,The Weeknd,17,1,87
8/14/21,17,Heartbreak Anniversary,Giveon,18,16,25
8/14/21,18,You Right,Doja Cat & The Weeknd,19,11,6
8/14/21,19,Rapstar,Polo G,16,1,17
8/14/21,20,Leave Before You Love Me,Marshmello X Jonas Brothers,24,20,11
8/14/21,21,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,23,20,14
8/14/21,22,Without You,The Kid LAROI,20,8,35
8/14/21,23,Forever After All,Luke Combs,22,2,41
8/14/21,24,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,32,24,10
8/14/21,25,Glad You Exist,Dan + Shay,31,25,26
8/14/21,26,Lil Bit,Nelly & Florida Georgia Line,25,23,20
8/14/21,27,Permission To Dance,BTS,9,1,4
8/14/21,28,Astronaut In The Ocean,Masked Wolf,21,6,25
8/14/21,29,Late At Night,Roddy Ricch,29,20,9
8/14/21,30,Thot Shit,Megan Thee Stallion,28,16,8
8/14/21,31,Heat Waves,Glass Animals,30,19,29
8/14/21,32,Need To Know,Doja Cat,37,32,8
8/14/21,33,Telepatia,Kali Uchis,35,25,24
8/14/21,34,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,27,13,22
8/14/21,35,Waves,Luke Bryan,53,35,7
8/14/21,36,Famous Friends,Chris Young + Kane Brown,36,21,19
8/14/21,37,Volvi,Aventura x Bad Bunny,,37,1
8/14/21,38,Best Friend,Saweetie Featuring Doja Cat,40,14,30
8/14/21,39,Motley Crew,Post Malone,33,13,4
8/14/21,40,Single Saturday Night,Cole Swindell,26,26,14
8/14/21,41,Ain't Shit,Doja Cat,34,24,6
8/14/21,42,Wockesha,Moneybagg Yo,46,33,15
8/14/21,43,Whole Lotta Money,BIA Featuring Nicki Minaj,39,16,4
8/14/21,44,Beggin',Maneskin,38,35,6
8/14/21,45,Things A Man Oughta Know,Lainey Wilson,54,45,12
8/14/21,46,Chasing After You,Ryan Hurd With Maren Morris,48,46,14
8/14/21,47,My Ex's Best Friend,Machine Gun Kelly X blackbear,44,20,51
8/14/21,48,Mood,24kGoldn Featuring iann dior,43,1,52
8/14/21,49,Traitor,Olivia Rodrigo,47,9,11
8/14/21,50,Arcade,Duncan Laurence,55,50,17
8/14/21,51,Country Again,Thomas Rhett,52,51,14
8/14/21,52,If I Didn't Love You,Jason Aldean & Carrie Underwood,15,15,2
8/14/21,53,2055,Sleepy Hallow,63,53,3
8/14/21,54,Essence,Wizkid Featuring Justin Bieber & Tems,59,54,5
8/14/21,55,Yonaguni,Bad Bunny,50,10,9
8/14/21,56,Todo de Ti,Rauw Alejandro,51,32,10
8/14/21,57,One Too Many,Keith Urban Duet With P!nk,56,52,34
8/14/21,58,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,64,53,15
8/14/21,59,NDA,Billie Eilish,87,39,4
8/14/21,60,We Didn't Have Much,Justin Moore,62,60,7
8/14/21,61,Wild Side,Normani Featuring Cardi B,45,14,3
8/14/21,62,You,Regard x Troye Sivan x Tate McRae,58,58,8
8/14/21,63,Don't Go Yet,Camila Cabello,42,42,2
8/14/21,64,I Was On A Boat That Day,Old Dominion,77,64,5
8/14/21,65,Love Again,Dua Lipa,73,65,3
8/14/21,66,Pepas,Farruko,81,66,2
8/14/21,67,A-O-K,Tai Verdes,70,67,5
8/14/21,68,Memory,Kane Brown X blackbear,61,50,4
8/14/21,69,Getting Older,Billie Eilish,,69,1
8/14/21,70,Billie Bossa Nova,Billie Eilish,,70,1
8/14/21,71,Tombstone,Rod Wave,72,11,19
8/14/21,72,Oxytocin,Billie Eilish,,72,1
8/14/21,73,Ball If I Want To,DaBaby,60,39,7
8/14/21,74,my.life,"J. Cole, 21 Savage & Morray",69,2,12
8/14/21,75,Blame It On You,Jason Aldean,65,30,15
8/14/21,76,Straightenin,Migos,71,23,12
8/14/21,77,Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino,41,41,2
8/14/21,78,Over The Top,Smiley Featuring Drake,57,57,2
8/14/21,79,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,78,78,5
8/14/21,80,I Didn't Change My Number,Billie Eilish,,80,1
8/14/21,81,Way Less Sad,AJR,68,54,15
8/14/21,82,Come Through,H.E.R. Featuring Chris Brown,76,64,9
8/14/21,83,My Boy,Elvie Shane,82,82,6
8/14/21,84,Lost Cause,Billie Eilish,,27,4
8/14/21,85,AM,Nio Garcia X J Balvin X Bad Bunny,74,41,6
8/14/21,86,Favorite Crime,Olivia Rodrigo,75,16,11
8/14/21,87,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,87,1
8/14/21,88,Memory I Don't Mess With,Lee Brice,90,88,2
8/14/21,89,You Should Probably Leave,Chris Stapleton,79,79,5
8/14/21,90,Halley's Comet,Billie Eilish,,90,1
8/14/21,91,My Future,Billie Eilish,,6,7
8/14/21,92,Build A Bitch,Bella Poarch,93,56,12
8/14/21,93,Happier,Olivia Rodrigo,80,15,11
8/14/21,94,Hats Off,"Lil Baby, Lil Durk & Travis Scott",83,16,9
8/14/21,95,Gyalis,Capella Grey,,95,1
8/14/21,96,You Time,Scotty McCreery,,96,1
8/14/21,97,Fiel,"Los Legendarios, Wisin & Jhay Cortez",85,62,8
8/14/21,98,Outside,MO3 X OG Bobby Billions,,92,5
8/14/21,99,From The Garden,Isaiah Rashad Featuring Lil Uzi Vert,,99,1
8/14/21,100,Working,Tate McRae X Khalid,97,88,6
8/7/21,1,Butter,BTS,1,1,10
8/7/21,2,Industry Baby,Lil Nas X & Jack Harlow,,2,1
8/7/21,3,Good 4 U,Olivia Rodrigo,2,1,11
8/7/21,4,Stay,The Kid LAROI & Justin Bieber,4,3,3
8/7/21,5,Levitating,Dua Lipa,3,2,43
8/7/21,6,Kiss Me More,Doja Cat Featuring SZA,5,3,16
8/7/21,7,Bad Habits,Ed Sheeran,6,5,5
8/7/21,8,Montero (Call Me By Your Name),Lil Nas X,8,1,18
8/7/21,9,Permission To Dance,BTS,7,1,3
8/7/21,10,Deja Vu,Olivia Rodrigo,9,3,17
8/7/21,11,Save Your Tears,The Weeknd & Ariana Grande,10,1,33
8/7/21,12,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,11,1,19
8/7/21,13,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),12,1,21
8/7/21,14,Fancy Like,Walker Hayes,15,14,6
8/7/21,15,If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,1
8/7/21,16,Rapstar,Polo G,13,1,16
8/7/21,17,Blinding Lights,The Weeknd,17,1,86
8/7/21,18,Heartbreak Anniversary,Giveon,16,16,24
8/7/21,19,You Right,Doja Cat & The Weeknd,19,11,5
8/7/21,20,Without You,The Kid LAROI,20,8,34
8/7/21,21,Astronaut In The Ocean,Masked Wolf,18,6,24
8/7/21,22,Forever After All,Luke Combs,21,2,40
8/7/21,23,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,22,20,13
8/7/21,24,Leave Before You Love Me,Marshmello X Jonas Brothers,24,24,10
8/7/21,25,Lil Bit,Nelly & Florida Georgia Line,26,23,19
8/7/21,26,Single Saturday Night,Cole Swindell,27,26,13
8/7/21,27,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,29,13,21
8/7/21,28,Thot Shit,Megan Thee Stallion,25,16,7
8/7/21,29,Late At Night,Roddy Ricch,33,20,8
8/7/21,30,Heat Waves,Glass Animals,32,19,28
8/7/21,31,Glad You Exist,Dan + Shay,34,31,25
8/7/21,32,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,37,32,9
8/7/21,33,Motley Crew,Post Malone,23,13,3
8/7/21,34,Ain't Shit,Doja Cat,31,24,5
8/7/21,35,Telepatia,Kali Uchis,38,25,23
8/7/21,36,Famous Friends,Chris Young + Kane Brown,28,21,18
8/7/21,37,Need To Know,Doja Cat,46,37,7
8/7/21,38,Beggin',Maneskin,35,35,5
8/7/21,39,Whole Lotta Money,BIA Featuring Nicki Minaj,30,16,3
8/7/21,40,Best Friend,Saweetie Featuring Doja Cat,40,14,29
8/7/21,41,Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino,,41,1
8/7/21,42,Don't Go Yet,Camila Cabello,,42,1
8/7/21,43,Mood,24kGoldn Featuring iann dior,41,1,51
8/7/21,44,My Ex's Best Friend,Machine Gun Kelly X blackbear,42,20,50
8/7/21,45,Wild Side,Normani Featuring Cardi B,14,14,2
8/7/21,46,Wockesha,Moneybagg Yo,48,33,14
8/7/21,47,Traitor,Olivia Rodrigo,39,9,10
8/7/21,48,Chasing After You,Ryan Hurd With Maren Morris,58,48,13
8/7/21,49,Wants And Needs,Drake Featuring Lil Baby,47,2,21
8/7/21,50,Yonaguni,Bad Bunny,44,10,8
8/7/21,51,Todo de Ti,Rauw Alejandro,45,32,9
8/7/21,52,Country Again,Thomas Rhett,66,52,13
8/7/21,53,Waves,Luke Bryan,61,53,6
8/7/21,54,Things A Man Oughta Know,Lainey Wilson,51,51,11
8/7/21,55,Arcade,Duncan Laurence,57,55,16
8/7/21,56,One Too Many,Keith Urban Duet With P!nk,55,52,33
8/7/21,57,Over The Top,Smiley Featuring Drake,,57,1
8/7/21,58,You,Regard x Troye Sivan x Tate McRae,60,58,7
8/7/21,59,Essence,Wizkid Featuring Justin Bieber & Tems,67,59,4
8/7/21,60,Ball If I Want To,DaBaby,56,39,6
8/7/21,61,Memory,Kane Brown X blackbear,70,50,3
8/7/21,62,We Didn't Have Much,Justin Moore,65,62,6
8/7/21,63,2055,Sleepy Hallow,87,63,2
8/7/21,64,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,59,53,14
8/7/21,65,Blame It On You,Jason Aldean,36,30,14
8/7/21,66,Settling Down,Miranda Lambert,53,41,20
8/7/21,67,Gone,Dierks Bentley,63,26,20
8/7/21,68,Way Less Sad,AJR,62,54,14
8/7/21,69,my.life,"J. Cole, 21 Savage & Morray",69,2,11
8/7/21,70,A-O-K,Tai Verdes,78,70,4
8/7/21,71,Straightenin,Migos,72,23,11
8/7/21,72,Tombstone,Rod Wave,77,11,18
8/7/21,73,Love Again,Dua Lipa,89,73,2
8/7/21,74,AM,Nio Garcia X J Balvin X Bad Bunny,73,41,5
8/7/21,75,Favorite Crime,Olivia Rodrigo,68,16,10
8/7/21,76,Come Through,H.E.R. Featuring Chris Brown,84,64,8
8/7/21,77,I Was On A Boat That Day,Old Dominion,90,77,4
8/7/21,78,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,100,78,4
8/7/21,79,You Should Probably Leave,Chris Stapleton,98,79,4
8/7/21,80,Happier,Olivia Rodrigo,76,15,10
8/7/21,81,Pepas,Farruko,,81,1
8/7/21,82,My Boy,Elvie Shane,95,82,5
8/7/21,83,Hats Off,"Lil Baby, Lil Durk & Travis Scott",81,16,8
8/7/21,84,Red Light Green Light,DaBaby,79,50,5
8/7/21,85,Fiel,"Los Legendarios, Wisin & Jhay Cortez",85,62,7
8/7/21,86,Next Girl,Carly Pearce,,86,2
8/7/21,87,NDA,Billie Eilish,75,39,3
8/7/21,88,Better Believe,"Belly, The Weeknd & Young Thug",,88,1
8/7/21,89,Lick Back,EST Gee,,89,1
8/7/21,90,Memory I Don't Mess With,Lee Brice,,90,1
8/7/21,91,Ski,Young Thug & Gunna,74,18,15
8/7/21,92,5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez",,92,1
8/7/21,93,Build A Bitch,Bella Poarch,96,56,11
8/7/21,94,Twerkulator,City Girls,94,51,8
8/7/21,95,Brutal,Olivia Rodrigo,88,12,10
8/7/21,96,Minimum Wage,Blake Shelton,83,67,12
8/7/21,97,Working,Tate McRae X Khalid,,88,5
8/7/21,98,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,50,50,2
8/7/21,99,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",91,14,5
8/7/21,100,Still Chose You,The Kid LAROI Featuring Mustard,,100,1
7/31/21,1,Butter,BTS,7,1,9
7/31/21,2,Good 4 U,Olivia Rodrigo,2,1,10
7/31/21,3,Levitating,Dua Lipa,4,2,42
7/31/21,4,Stay,The Kid LAROI & Justin Bieber,3,3,2
7/31/21,5,Kiss Me More,Doja Cat Featuring SZA,5,3,15
7/31/21,6,Bad Habits,Ed Sheeran,6,5,4
7/31/21,7,Permission To Dance,BTS,1,1,2
7/31/21,8,Montero (Call Me By Your Name),Lil Nas X,8,1,17
7/31/21,9,Deja Vu,Olivia Rodrigo,10,3,16
7/31/21,10,Save Your Tears,The Weeknd & Ariana Grande,9,1,32
7/31/21,11,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,11,1,18
7/31/21,12,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),12,1,20
7/31/21,13,Rapstar,Polo G,14,1,15
7/31/21,14,Wild Side,Normani Featuring Cardi B,,14,1
7/31/21,15,Fancy Like,Walker Hayes,21,15,5
7/31/21,16,Heartbreak Anniversary,Giveon,18,16,23
7/31/21,17,Blinding Lights,The Weeknd,17,1,85
7/31/21,18,Astronaut In The Ocean,Masked Wolf,15,6,23
7/31/21,19,You Right,Doja Cat & The Weeknd,19,11,4
7/31/21,20,Without You,The Kid LAROI,20,8,33
