date,rank,song,artist,last-week,peak-rank,weeks-on-board
3/13/21,47,Laugh Now Cry Later,Drake Featuring Lil Durk,39,2,29
3/13/21,48,Starting Over,Chris Stapleton,40,25,27
3/13/21,49,Astronaut In The Ocean,Masked Wolf,62,49,3
3/13/21,50,Time Today,Moneybagg Yo,43,37,4
3/13/21,51,We're Good,Dua Lipa,49,49,3
3/13/21,52,Long Live,Florida Georgia Line,60,48,9
3/13/21,53,Beers And Sunshine,Darius Rucker,46,42,12
3/13/21,54,Heartbreak Anniversary,Giveon,63,54,3
3/13/21,55,Monsters,All Time Low Featuring Demi Lovato & blackbear ,55,55,10
3/13/21,56,Body,Megan Thee Stallion,41,12,15
3/13/21,57,Buss It,Erica Banks,51,47,8
3/13/21,58,Goosebumps,Travis Scott & HVME,56,56,7
3/13/21,59,Golden,Harry Styles,57,57,19
3/13/21,60,Lady,Brett Young,66,60,8
3/13/21,61,Heat Waves,Glass Animals,65,61,7
3/13/21,62,Wasted On You,Morgan Wallen,52,9,8
3/13/21,63,La Noche de Anoche,Bad Bunny & Rosalia,58,53,6
3/13/21,64,AP,Pop Smoke,,64,1
3/13/21,65,Forever After All,Luke Combs,68,2,19
3/13/21,66,Track Star,Mooski,99,66,2
3/13/21,67,Momma's House,Dustin Lynch,75,67,8
3/13/21,68,Sand In My Boots,Morgan Wallen,64,32,8
3/13/21,69,Girl Like Me,Black Eyed Peas X Shakira,71,67,8
3/13/21,70,Hell Of A View,Eric Church,73,70,8
3/13/21,71,Lifestyle,Jason Derulo Featuring Adam Levine,74,71,4
3/13/21,72,Masterpiece,DaBaby,76,55,6
3/13/21,73,Somebody Like That,Tenille Arts,77,73,7
3/13/21,74,Only Wanna Be With You,Post Malone,,74,1
3/13/21,75,One Too Many,Keith Urban Duet With P!nk,85,62,12
3/13/21,76,Neighbors,Pooh Shiesty Featuring BIG30,79,51,4
3/13/21,77,You Got It,VEDO,81,77,10
3/13/21,78,Tyler Herro,Jack Harlow,70,34,19
3/13/21,79,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,72,39,5
3/13/21,80,Opp Stoppa,YBN Nahmir Featuring 21 Savage,78,78,4
3/13/21,81,The Business,Tiesto,96,81,2
3/13/21,82,Bandido,Myke Towers & Juhn,82,82,4
3/13/21,83,Quicksand,Morray,87,83,4
3/13/21,84,Almost Maybes,Jordan Davis,91,84,6
3/13/21,85,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,97,85,2
3/13/21,86,Still Trappin',Lil Durk & King Von,86,53,10
3/13/21,87,Moonwalking In Calabasas,DDG,83,81,10
3/13/21,88,Made For You,Jake Owen,92,88,2
3/13/21,89,Hole In The Bottle,Kelsea Ballerini,69,39,20
3/13/21,90,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,90,1
3/13/21,91,Glad You Exist,Dan + Shay,93,63,4
3/13/21,92,Breaking Up Was Easy In The 90's,Sam Hunt,,92,1
3/13/21,93,Somebody's Problem,Morgan Wallen,80,25,12
3/13/21,94,Drankin N Smokin,Future & Lil Uzi Vert,84,31,7
3/13/21,95,Pick Up Your Feelings,Jazmine Sullivan,89,88,6
3/13/21,96,Nobody,Dylan Scott,,96,1
3/13/21,97,Cover Me Up,Morgan Wallen,95,52,9
3/13/21,98,Like I Want You,Giveon,100,95,3
3/13/21,99,Gone,Dierks Bentley,,99,1
3/13/21,100,Bichota,Karol G,,72,13
3/6/21,1,Drivers License,Olivia Rodrigo,1,1,7
3/6/21,2,Up,Cardi B,5,2,3
3/6/21,3,Go Crazy,Chris Brown & Young Thug,8,3,42
3/6/21,4,34+35,Ariana Grande,2,2,17
3/6/21,5,Blinding Lights,The Weeknd,4,1,64
3/6/21,6,Save Your Tears,The Weeknd,6,4,11
3/6/21,7,Mood,24kGoldn Featuring iann dior,7,1,29
3/6/21,8,Calling My Phone,Lil Tjay Featuring 6LACK,3,3,2
3/6/21,9,Positions,Ariana Grande,10,1,18
3/6/21,10,Levitating,Dua Lipa Featuring DaBaby,9,5,21
3/6/21,11,What You Know Bout Love,Pop Smoke,12,10,25
3/6/21,12,Therefore I Am,Billie Eilish,13,2,16
3/6/21,13,Back In Blood,Pooh Shiesty Featuring Lil Durk,16,13,8
3/6/21,14,Whoopty,CJ,15,10,16
3/6/21,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14,6,34
3/6/21,16,Dakiti,Bad Bunny & Jhay Cortez,21,5,17
3/6/21,17,Good Days,SZA,18,9,9
3/6/21,18,I Hope,Gabby Barrett Featuring Charlie Puth,19,3,61
3/6/21,19,You're Mines Still,Yung Bleu Featuring Drake,24,19,12
3/6/21,20,Better Together,Luke Combs,20,15,21
3/6/21,21,You Broke Me First.,Tate McRae,23,21,27
3/6/21,22,Streets,Doja Cat,27,18,7
3/6/21,23,On Me,Lil Baby,32,23,12
3/6/21,24,My Ex's Best Friend,Machine Gun Kelly X blackbear,29,24,28
3/6/21,25,Good Time,Niko Moon,35,25,21
3/6/21,26,Throat Baby (Go Baby),BRS Kash,30,24,19
3/6/21,27,Holy,Justin Bieber Featuring Chance The Rapper,17,3,23
3/6/21,28,Best Friend,Saweetie Featuring Doja Cat,38,28,7
3/6/21,29,Willow,Taylor Swift,25,1,11
3/6/21,30,Lonely,Justin Bieber & benny blanco,22,12,19
3/6/21,31,Bang!,AJR,31,8,34
3/6/21,32,No More Parties,Coi Leray Featuring Lil Durk,70,32,3
3/6/21,33,Anyone,Justin Bieber,28,6,8
3/6/21,34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,34,6,28
3/6/21,35,Just The Way,Parmalee x Blanco Brown,40,35,9
3/6/21,36,Put Your Records On,Ritt Momney,39,36,19
3/6/21,37,Down To One,Luke Bryan,46,37,9
3/6/21,38,Without You,The Kid LAROI,43,38,12
3/6/21,39,Laugh Now Cry Later,Drake Featuring Lil Durk,36,2,28
3/6/21,40,Starting Over,Chris Stapleton,37,25,26
3/6/21,41,Body,Megan Thee Stallion,26,12,14
3/6/21,42,Cry Baby,Megan Thee Stallion Featuring DaBaby,41,28,12
3/6/21,43,Time Today,Moneybagg Yo,50,37,3
3/6/21,44,What's Your Country Song,Thomas Rhett,56,44,10
3/6/21,45,Damage,H.E.R.,44,44,11
3/6/21,46,Beers And Sunshine,Darius Rucker,42,42,11
3/6/21,47,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,54,47,6
3/6/21,48,The Good Ones,Gabby Barrett,55,48,9
3/6/21,49,We're Good,Dua Lipa,49,49,2
3/6/21,50,Dynamite,BTS,45,1,27
3/6/21,51,Buss It,Erica Banks,47,47,7
3/6/21,52,Wasted On You,Morgan Wallen,53,9,7
3/6/21,53,Clouds,NF,,53,1
3/6/21,54,Telepatia,Kali Uchis,,54,1
3/6/21,55,Monsters,All Time Low Featuring Demi Lovato & blackbear ,59,55,9
3/6/21,56,Goosebumps,Travis Scott & HVME,60,56,6
3/6/21,57,Golden,Harry Styles,58,57,18
3/6/21,58,La Noche de Anoche,Bad Bunny & Rosalia,69,53,5
3/6/21,59,My Head And My Heart,Ava Max,61,59,3
3/6/21,60,Long Live,Florida Georgia Line,48,48,8
3/6/21,61,Test Drive,Ariana Grande,,61,1
3/6/21,62,Astronaut In The Ocean,Masked Wolf,68,62,2
3/6/21,63,Heartbreak Anniversary,Giveon,74,63,2
3/6/21,64,Sand In My Boots,Morgan Wallen,57,32,7
3/6/21,65,Heat Waves,Glass Animals,64,64,6
3/6/21,66,Lady,Brett Young,63,63,7
3/6/21,67,Hit Bout It,Lil Yachty Featuring Kodak Black,,67,1
3/6/21,68,Forever After All,Luke Combs,66,2,18
3/6/21,69,Hole In The Bottle,Kelsea Ballerini,52,39,19
3/6/21,70,Tyler Herro,Jack Harlow,62,34,18
3/6/21,71,Girl Like Me,Black Eyed Peas X Shakira,67,67,7
3/6/21,72,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,79,39,4
3/6/21,73,Hell Of A View,Eric Church,73,73,7
3/6/21,74,Lifestyle,Jason Derulo Featuring Adam Levine,76,74,3
3/6/21,75,Momma's House,Dustin Lynch,72,72,7
3/6/21,76,Masterpiece,DaBaby,80,55,5
3/6/21,77,Somebody Like That,Tenille Arts,78,77,6
3/6/21,78,Opp Stoppa,YBN Nahmir Featuring 21 Savage,99,78,3
3/6/21,79,Neighbors,Pooh Shiesty Featuring BIG30,75,51,3
3/6/21,80,Somebody's Problem,Morgan Wallen,71,25,11
3/6/21,81,You Got It,VEDO,85,81,9
3/6/21,82,Bandido,Myke Towers & Juhn,82,82,3
3/6/21,83,Moonwalking In Calabasas,DDG,81,81,9
3/6/21,84,Drankin N Smokin,Future & Lil Uzi Vert,90,31,6
3/6/21,85,One Too Many,Keith Urban Duet With P!nk,86,62,11
3/6/21,86,Still Trappin',Lil Durk & King Von,87,53,9
3/6/21,87,Quicksand,Morray,94,87,3
3/6/21,88,Chicken Tendies,Clinton Kane,,88,1
3/6/21,89,Pick Up Your Feelings,Jazmine Sullivan,88,88,5
3/6/21,90,ZaZa,6ix9ine,,90,1
3/6/21,91,Almost Maybes,Jordan Davis,96,91,5
3/6/21,92,Made For You,Jake Owen,,92,1
3/6/21,93,Glad You Exist,Dan + Shay,93,63,3
3/6/21,94,Afterglow,Ed Sheeran,65,29,10
3/6/21,95,Cover Me Up,Morgan Wallen,84,52,8
3/6/21,96,The Business,Tiesto,,96,1
3/6/21,97,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,,97,1
3/6/21,98,Monster,Shawn Mendes & Justin Bieber,91,8,14
3/6/21,99,Track Star,Mooski,,99,1
3/6/21,100,Like I Want You,Giveon,95,95,2
2/27/21,1,Drivers License,Olivia Rodrigo,1,1,6
2/27/21,2,34+35,Ariana Grande,6,2,16
2/27/21,3,Calling My Phone,Lil Tjay Featuring 6LACK,,3,1
2/27/21,4,Blinding Lights,The Weeknd,3,1,63
2/27/21,5,Up,Cardi B,2,2,2
2/27/21,6,Save Your Tears,The Weeknd,4,4,10
2/27/21,7,Mood,24kGoldn Featuring iann dior,5,1,28
2/27/21,8,Go Crazy,Chris Brown & Young Thug,7,5,41
2/27/21,9,Levitating,Dua Lipa Featuring DaBaby,8,5,20
2/27/21,10,Positions,Ariana Grande,9,1,17
2/27/21,11,Love Story (Taylor's Version),Taylor Swift,,11,1
2/27/21,12,What You Know Bout Love,Pop Smoke,10,10,24
2/27/21,13,Therefore I Am,Billie Eilish,15,2,15
2/27/21,14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,12,6,33
2/27/21,15,Whoopty,CJ,11,10,15
2/27/21,16,Back In Blood,Pooh Shiesty Featuring Lil Durk,17,16,7
2/27/21,17,Holy,Justin Bieber Featuring Chance The Rapper,14,3,22
2/27/21,18,Good Days,SZA,13,9,8
2/27/21,19,I Hope,Gabby Barrett Featuring Charlie Puth,20,3,60
2/27/21,20,Better Together,Luke Combs,18,15,20
2/27/21,21,Dakiti,Bad Bunny & Jhay Cortez,19,5,16
2/27/21,22,Lonely,Justin Bieber & benny blanco,16,12,18
2/27/21,23,You Broke Me First.,Tate McRae,24,23,26
2/27/21,24,You're Mines Still,Yung Bleu Featuring Drake,26,24,11
2/27/21,25,Willow,Taylor Swift,29,1,10
2/27/21,26,Body,Megan Thee Stallion,21,12,13
2/27/21,27,Streets,Doja Cat,22,18,6
2/27/21,28,Anyone,Justin Bieber,34,6,7
2/27/21,29,My Ex's Best Friend,Machine Gun Kelly X blackbear,25,25,27
2/27/21,30,Throat Baby (Go Baby),BRS Kash,33,24,18
2/27/21,31,Bang!,AJR,23,8,33
2/27/21,32,On Me,Lil Baby,31,29,11
2/27/21,33,Before You Go,Lewis Capaldi,32,9,52
2/27/21,34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,27,6,27
2/27/21,35,Good Time,Niko Moon,35,31,20
2/27/21,36,Laugh Now Cry Later,Drake Featuring Lil Durk,30,2,27
2/27/21,37,Starting Over,Chris Stapleton,40,25,25
2/27/21,38,Best Friend,Saweetie Featuring Doja Cat,41,38,6
2/27/21,39,Put Your Records On,Ritt Momney,45,39,18
2/27/21,40,Just The Way,Parmalee x Blanco Brown,42,40,8
2/27/21,41,Cry Baby,Megan Thee Stallion Featuring DaBaby,28,28,11
2/27/21,42,Beers And Sunshine,Darius Rucker,46,42,10
2/27/21,43,Without You,The Kid LAROI,44,43,11
2/27/21,44,Damage,H.E.R.,47,44,10
2/27/21,45,Dynamite,BTS,43,1,26
2/27/21,46,Down To One,Luke Bryan,50,46,8
2/27/21,47,Buss It,Erica Banks,60,47,6
2/27/21,48,Long Live,Florida Georgia Line,61,48,7
2/27/21,49,We're Good,Dua Lipa,,49,1
2/27/21,50,Time Today,Moneybagg Yo,37,37,2
2/27/21,51,What It Feels Like,Nipsey Hussle & JAY-Z,,51,1
2/27/21,52,Hole In The Bottle,Kelsea Ballerini,39,39,18
2/27/21,53,Wasted On You,Morgan Wallen,36,9,6
2/27/21,54,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,53,53,5
2/27/21,55,The Good Ones,Gabby Barrett,56,55,8
2/27/21,56,What's Your Country Song,Thomas Rhett,54,54,9
2/27/21,57,Sand In My Boots,Morgan Wallen,38,32,6
2/27/21,58,Golden,Harry Styles,58,58,17
2/27/21,59,Monsters,All Time Low Featuring Demi Lovato & blackbear ,62,59,8
2/27/21,60,Goosebumps,Travis Scott & HVME,59,59,5
2/27/21,61,My Head And My Heart,Ava Max,82,61,2
2/27/21,62,Tyler Herro,Jack Harlow,65,34,17
2/27/21,63,Lady,Brett Young,68,63,6
2/27/21,64,Heat Waves,Glass Animals,69,64,5
2/27/21,65,Afterglow,Ed Sheeran,57,29,9
2/27/21,66,Forever After All,Luke Combs,67,2,17
2/27/21,67,Girl Like Me,Black Eyed Peas X Shakira,71,67,6
2/27/21,68,Astronaut In The Ocean,Masked Wolf,,68,1
2/27/21,69,La Noche de Anoche,Bad Bunny & Rosalia,,53,4
2/27/21,70,No More Parties,Coi Leray Featuring Lil Durk,84,70,2
2/27/21,71,Somebody's Problem,Morgan Wallen,52,25,10
2/27/21,72,Momma's House,Dustin Lynch,72,72,6
2/27/21,73,Hell Of A View,Eric Church,73,73,6
2/27/21,74,Heartbreak Anniversary,Giveon,,74,1
2/27/21,75,Neighbors,Pooh Shiesty Featuring BIG30,51,51,2
2/27/21,76,Lifestyle,Jason Derulo Featuring Adam Levine,95,76,2
2/27/21,77,So Done,The Kid LAROI,74,59,15
2/27/21,78,Somebody Like That,Tenille Arts,79,78,5
2/27/21,79,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,77,39,3
2/27/21,80,Masterpiece,DaBaby,97,55,4
2/27/21,81,Moonwalking In Calabasas,DDG,85,81,8
2/27/21,82,Bandido,Myke Towers & Juhn,87,82,2
2/27/21,83,Happy Does,Kenny Chesney,70,47,14
2/27/21,84,Cover Me Up,Morgan Wallen,66,52,7
2/27/21,85,You Got It,VEDO,88,85,8
2/27/21,86,One Too Many,Keith Urban Duet With P!nk,92,62,10
2/27/21,87,Still Trappin',Lil Durk & King Von,80,53,8
2/27/21,88,Pick Up Your Feelings,Jazmine Sullivan,89,88,4
2/27/21,89,"Big, Big Plans",Chris Lane,86,42,20
2/27/21,90,Drankin N Smokin,Future & Lil Uzi Vert,,31,5
2/27/21,91,Monster,Shawn Mendes & Justin Bieber,91,8,13
2/27/21,92,Bichota,Karol G,78,72,12
2/27/21,93,Glad You Exist,Dan + Shay,63,63,2
2/27/21,94,Quicksand,Morray,100,94,2
2/27/21,95,Like I Want You,Giveon,,95,1
2/27/21,96,Almost Maybes,Jordan Davis,96,95,4
2/27/21,97,Back To The Streets,Saweetie Featuring Jhene Aiko,75,58,13
2/27/21,98,Bad Boy,Juice WRLD & Young Thug,83,22,5
2/27/21,99,Opp Stoppa,YBN Nahmir Featuring 21 Savage,,97,2
2/27/21,100,How They Remember You,Rascal Flatts,,100,1
2/20/21,1,Drivers License,Olivia Rodrigo,1,1,5
2/20/21,2,Up,Cardi B,,2,1
2/20/21,3,Blinding Lights,The Weeknd,3,1,62
2/20/21,4,Save Your Tears,The Weeknd,8,4,9
2/20/21,5,Mood,24kGoldn Featuring iann dior,2,1,27
2/20/21,6,34+35,Ariana Grande,4,2,15
2/20/21,7,Go Crazy,Chris Brown & Young Thug,6,5,40
2/20/21,8,Levitating,Dua Lipa Featuring DaBaby,5,5,19
2/20/21,9,Positions,Ariana Grande,7,1,16
2/20/21,10,What You Know Bout Love,Pop Smoke,13,10,23
2/20/21,11,Whoopty,CJ,10,10,14
2/20/21,12,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,32
2/20/21,13,Good Days,SZA,11,9,7
2/20/21,14,Holy,Justin Bieber Featuring Chance The Rapper,9,3,21
2/20/21,15,Therefore I Am,Billie Eilish,14,2,14
2/20/21,16,Lonely,Justin Bieber & benny blanco,12,12,17
2/20/21,17,Back In Blood,Pooh Shiesty Featuring Lil Durk,37,17,6
2/20/21,18,Better Together,Luke Combs,17,15,19
2/20/21,19,Dakiti,Bad Bunny & Jhay Cortez,21,5,15
2/20/21,20,I Hope,Gabby Barrett Featuring Charlie Puth,19,3,59
2/20/21,21,Body,Megan Thee Stallion,20,12,12
2/20/21,22,Streets,Doja Cat,18,18,5
2/20/21,23,Bang!,AJR,16,8,32
2/20/21,24,You Broke Me First.,Tate McRae,23,23,25
2/20/21,25,My Ex's Best Friend,Machine Gun Kelly X blackbear,25,25,26
2/20/21,26,You're Mines Still,Yung Bleu Featuring Drake,27,26,10
2/20/21,27,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,22,6,26
2/20/21,28,Cry Baby,Megan Thee Stallion Featuring DaBaby,43,28,10
2/20/21,29,Willow,Taylor Swift,29,1,9
2/20/21,30,Laugh Now Cry Later,Drake Featuring Lil Durk,24,2,26
2/20/21,31,On Me,Lil Baby,30,29,10
2/20/21,32,Before You Go,Lewis Capaldi,34,9,51
2/20/21,33,Throat Baby (Go Baby),BRS Kash,33,24,17
2/20/21,34,Anyone,Justin Bieber,28,6,6
2/20/21,35,Good Time,Niko Moon,31,31,19
2/20/21,36,Wasted On You,Morgan Wallen,26,9,5
2/20/21,37,Time Today,Moneybagg Yo,,37,1
2/20/21,38,Sand In My Boots,Morgan Wallen,32,32,5
2/20/21,39,Hole In The Bottle,Kelsea Ballerini,40,39,17
2/20/21,40,Starting Over,Chris Stapleton,36,25,24
2/20/21,41,Best Friend,Saweetie Featuring Doja Cat,42,39,5
2/20/21,42,Just The Way,Parmalee x Blanco Brown,54,42,7
2/20/21,43,Dynamite,BTS,46,1,25
2/20/21,44,Without You,The Kid LAROI,52,44,10
2/20/21,45,Put Your Records On,Ritt Momney,50,45,17
2/20/21,46,Beers And Sunshine,Darius Rucker,55,46,9
2/20/21,47,Damage,H.E.R.,51,47,9
2/20/21,48,Kings & Queens,Ava Max,41,13,27
2/20/21,49,Rockstar,DaBaby Featuring Roddy Ricch,44,1,42
2/20/21,50,Down To One,Luke Bryan,56,50,7
2/20/21,51,Neighbors,Pooh Shiesty Featuring BIG30,,51,1
2/20/21,52,Somebody's Problem,Morgan Wallen,48,25,9
2/20/21,53,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,58,53,4
2/20/21,54,What's Your Country Song,Thomas Rhett,57,54,8
2/20/21,55,GNF (OKOKOK),Polo G,,55,1
2/20/21,56,The Good Ones,Gabby Barrett,60,56,7
2/20/21,57,Afterglow,Ed Sheeran,45,29,8
2/20/21,58,Golden,Harry Styles,61,58,16
2/20/21,59,Goosebumps,Travis Scott & HVME,63,59,4
2/20/21,60,Buss It,Erica Banks,62,60,5
2/20/21,61,Long Live,Florida Georgia Line,65,61,6
2/20/21,62,Monsters,All Time Low Featuring Demi Lovato & blackbear ,64,62,7
2/20/21,63,Glad You Exist,Dan + Shay,,63,1
2/20/21,64,Provide,G-Eazy Featuring Chris Brown & Mark Morrison,,64,1
2/20/21,65,Tyler Herro,Jack Harlow,66,34,16
2/20/21,66,Cover Me Up,Morgan Wallen,67,52,6
2/20/21,67,Forever After All,Luke Combs,68,2,16
2/20/21,68,Lady,Brett Young,75,68,5
2/20/21,69,Heat Waves,Glass Animals,86,69,4
2/20/21,70,Happy Does,Kenny Chesney,47,47,13
2/20/21,71,Girl Like Me,Black Eyed Peas X Shakira,82,71,5
2/20/21,72,Momma's House,Dustin Lynch,83,72,5
2/20/21,73,Hell Of A View,Eric Church,81,73,5
2/20/21,74,So Done,The Kid LAROI,78,59,14
2/20/21,75,Back To The Streets,Saweetie Featuring Jhene Aiko,69,58,12
2/20/21,76,865,Morgan Wallen,77,46,5
2/20/21,77,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,39,39,2
2/20/21,78,Bichota,Karol G,72,72,11
2/20/21,79,Somebody Like That,Tenille Arts,88,79,4
2/20/21,80,Still Trappin',Lil Durk & King Von,70,53,7
2/20/21,81,Box Of Churches,Pooh Shiesty Featuring 21 Savage,,81,1
2/20/21,82,My Head And My Heart,Ava Max,,82,1
2/20/21,83,Bad Boy,Juice WRLD & Young Thug,73,22,4
2/20/21,84,No More Parties,Coi Leray Featuring Lil Durk,,84,1
2/20/21,85,Moonwalking In Calabasas,DDG,90,82,7
2/20/21,86,"Big, Big Plans",Chris Lane,84,42,19
2/20/21,87,Bandido,Myke Towers & Juhn,,87,1
2/20/21,88,You Got It,VEDO,93,87,7
2/20/21,89,Pick Up Your Feelings,Jazmine Sullivan,92,89,3
2/20/21,90,Dangerous,Morgan Wallen,98,62,4
2/20/21,91,Monster,Shawn Mendes & Justin Bieber,85,8,12
2/20/21,92,One Too Many,Keith Urban Duet With P!nk,94,62,9
2/20/21,93,Warning,Morgan Wallen,79,42,5
2/20/21,94,Still Goin Down,Morgan Wallen,76,45,8
2/20/21,95,Lifestyle,Jason Derulo Featuring Adam Levine,,95,1
2/20/21,96,Almost Maybes,Jordan Davis,99,95,3
2/20/21,97,Masterpiece,DaBaby,,55,3
2/20/21,98,Prisoner,Miley Cyrus Featuring Dua Lipa,97,54,12
2/20/21,99,Skin,Sabrina Carpenter,89,48,3
2/20/21,100,Quicksand,Morray,,100,1
2/13/21,1,Drivers License,Olivia Rodrigo,1,1,4
2/13/21,2,Mood,24kGoldn Featuring iann dior,2,1,26
2/13/21,3,Blinding Lights,The Weeknd,3,1,61
2/13/21,4,34+35,Ariana Grande,4,2,14
2/13/21,5,Levitating,Dua Lipa Featuring DaBaby,5,5,18
2/13/21,6,Go Crazy,Chris Brown & Young Thug,6,5,39
2/13/21,7,Positions,Ariana Grande,7,1,15
2/13/21,8,Save Your Tears,The Weeknd,14,8,8
2/13/21,9,Holy,Justin Bieber Featuring Chance The Rapper,8,3,20
2/13/21,10,Whoopty,CJ,16,10,13
2/13/21,11,Good Days,SZA,9,9,6
2/13/21,12,Lonely,Justin Bieber & benny blanco,13,12,16
2/13/21,13,What You Know Bout Love,Pop Smoke,19,13,22
2/13/21,14,Therefore I Am,Billie Eilish,12,2,13
2/13/21,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,11,6,31
2/13/21,16,Bang!,AJR,10,8,31
2/13/21,17,Better Together,Luke Combs,15,15,18
2/13/21,18,Streets,Doja Cat,25,18,4
2/13/21,19,I Hope,Gabby Barrett Featuring Charlie Puth,17,3,58
2/13/21,20,Body,Megan Thee Stallion,18,12,11
2/13/21,21,Dakiti,Bad Bunny & Jhay Cortez,20,5,14
2/13/21,22,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,21,6,25
2/13/21,23,You Broke Me First.,Tate McRae,27,23,24
2/13/21,24,Laugh Now Cry Later,Drake Featuring Lil Durk,22,2,25
2/13/21,25,My Ex's Best Friend,Machine Gun Kelly X blackbear,34,25,25
2/13/21,26,Wasted On You,Morgan Wallen,31,9,4
2/13/21,27,You're Mines Still,Yung Bleu Featuring Drake,32,27,9
2/13/21,28,Anyone,Justin Bieber,26,6,5
2/13/21,29,Willow,Taylor Swift,28,1,8
2/13/21,30,On Me,Lil Baby,29,29,9
2/13/21,31,Good Time,Niko Moon,37,31,18
2/13/21,32,Sand In My Boots,Morgan Wallen,38,32,4
2/13/21,33,Throat Baby (Go Baby),BRS Kash,24,24,16
2/13/21,34,Before You Go,Lewis Capaldi,33,9,50
2/13/21,35,7 Summers,Morgan Wallen,23,6,24
2/13/21,36,Starting Over,Chris Stapleton,36,25,23
2/13/21,37,Back In Blood,Pooh Shiesty Featuring Lil Durk,40,37,5
2/13/21,38,More Than My Hometown,Morgan Wallen,30,15,32
2/13/21,39,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,,39,1
2/13/21,40,Hole In The Bottle,Kelsea Ballerini,42,40,16
2/13/21,41,Kings & Queens,Ava Max,35,13,26
2/13/21,42,Best Friend,Saweetie Featuring Doja Cat,45,39,4
2/13/21,43,Cry Baby,Megan Thee Stallion Featuring DaBaby,54,43,9
2/13/21,44,Rockstar,DaBaby Featuring Roddy Ricch,41,1,41
2/13/21,45,Afterglow,Ed Sheeran,39,29,7
2/13/21,46,Dynamite,BTS,46,1,24
2/13/21,47,Happy Does,Kenny Chesney,50,47,12
2/13/21,48,Somebody's Problem,Morgan Wallen,43,25,8
2/13/21,49,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",44,2,51
2/13/21,50,Put Your Records On,Ritt Momney,55,50,16
2/13/21,51,Damage,H.E.R.,52,51,8
2/13/21,52,Without You,The Kid LAROI,47,47,9
2/13/21,53,Should've Ducked,Lil Durk Featuring Pooh Shiesty,,53,1
2/13/21,54,Just The Way,Parmalee x Blanco Brown,56,54,6
2/13/21,55,Beers And Sunshine,Darius Rucker,53,53,8
2/13/21,56,Down To One,Luke Bryan,58,56,6
2/13/21,57,What's Your Country Song,Thomas Rhett,59,57,7
2/13/21,58,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,60,58,3
2/13/21,59,Diamonds,Sam Smith,49,39,20
2/13/21,60,The Good Ones,Gabby Barrett,64,60,6
2/13/21,61,Golden,Harry Styles,65,61,15
2/13/21,62,Buss It,Erica Banks,67,62,4
2/13/21,63,Goosebumps,Travis Scott & HVME,73,63,3
2/13/21,64,Monsters,All Time Low Featuring Demi Lovato & blackbear ,69,64,6
2/13/21,65,Long Live,Florida Georgia Line,68,65,5
2/13/21,66,Tyler Herro,Jack Harlow,63,34,15
2/13/21,67,Cover Me Up,Morgan Wallen,74,52,5
2/13/21,68,Forever After All,Luke Combs,66,2,15
2/13/21,69,Back To The Streets,Saweetie Featuring Jhene Aiko,61,58,11
2/13/21,70,Still Trappin',Lil Durk & King Von,84,53,6
2/13/21,71,Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",,71,1
2/13/21,72,Bichota,Karol G,75,72,10
2/13/21,73,Bad Boy,Juice WRLD & Young Thug,57,22,3
2/13/21,74,Baila Conmigo,Selena Gomez With Rauw Alejandro,,74,1
2/13/21,75,Lady,Brett Young,86,75,4
2/13/21,76,Still Goin Down,Morgan Wallen,72,45,7
2/13/21,77,865,Morgan Wallen,77,46,4
2/13/21,78,So Done,The Kid LAROI,79,59,13
2/13/21,79,Warning,Morgan Wallen,76,42,4
2/13/21,80,Holiday,Lil Nas X,71,37,12
2/13/21,81,Hell Of A View,Eric Church,90,81,4
2/13/21,82,Girl Like Me,Black Eyed Peas X Shakira,85,82,4
2/13/21,83,Momma's House,Dustin Lynch,87,83,4
2/13/21,84,"Big, Big Plans",Chris Lane,82,42,18
2/13/21,85,Monster,Shawn Mendes & Justin Bieber,70,8,11
2/13/21,86,Heat Waves,Glass Animals,91,86,3
2/13/21,87,Stay Down,"Lil Durk, 6LACK & Young Thug",,73,4
