Number,Song Name,Artist Name
41,"

	
	
		
					Kings & Queens		
	
","
	
	Ava Max
"
42,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
43,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
44,"

	
	
		
					Rockstar		
	
","
	
	DaBaby Featuring Roddy Ricch
"
45,"

	
	
		
					Afterglow		
	
","
	
	Ed Sheeran
"
46,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
47,"

	
	
		
					Happy Does		
	
","
	
	Kenny Chesney
"
48,"

	
	
		
					Somebody's Problem		
	
","
	
	Morgan Wallen
"
49,"

	
	
		
					Whats Poppin		
	
","
	
	Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne
"
50,"

	
	
		
					Put Your Records On		
	
","
	
	Ritt Momney
"
51,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
52,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
53,"

	
	
		
					Should've Ducked		
	
","
	
	Lil Durk Featuring Pooh Shiesty
"
54,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
55,"

	
	
		
					Beers And Sunshine		
	
","
	
	Darius Rucker
"
56,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
57,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
58,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
59,"

	
	
		
					Diamonds		
	
","
	
	Sam Smith
"
60,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
61,"

	
	
		
					Golden		
	
","
	
	Harry Styles
"
62,"

	
	
		
					Buss It		
	
","
	
	Erica Banks
"
63,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
64,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
65,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
66,"

	
	
		
					Tyler Herro		
	
","
	
	Jack Harlow
"
67,"

	
	
		
					Cover Me Up		
	
","
	
	Morgan Wallen
"
68,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
69,"

	
	
		
					Back To The Streets		
	
","
	
	Saweetie Featuring Jhene Aiko
"
70,"

	
	
		
					Still Trappin'		
	
","
	
	Lil Durk & King Von
"
71,"

	
	
		
					Gravity		
	
","
	
	Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator
"
72,"

	
	
		
					Bichota		
	
","
	
	Karol G
"
73,"

	
	
		
					Bad Boy		
	
","
	
	Juice WRLD & Young Thug
"
74,"

	
	
		
					Baila Conmigo		
	
","
	
	Selena Gomez With Rauw Alejandro
"
75,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
76,"

	
	
		
					Still Goin Down		
	
","
	
	Morgan Wallen
"
77,"

	
	
		
					865		
	
","
	
	Morgan Wallen
"
78,"

	
	
		
					So Done		
	
","
	
	The Kid LAROI
"
79,"

	
	
		
					Warning		
	
","
	
	Morgan Wallen
"
80,"

	
	
		
					Holiday		
	
","
	
	Lil Nas X
"
81,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
82,"

	
	
		
					Girl Like Me		
	
","
	
	Black Eyed Peas X Shakira
"
83,"

	
	
		
					Momma's House		
	
","
	
	Dustin Lynch
"
84,"

	
	
		
					Big, Big Plans		
	
","
	
	Chris Lane
"
85,"

	
	
		
					Monster		
	
","
	
	Shawn Mendes & Justin Bieber
"
86,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
87,"

	
	
		
					Stay Down		
	
","
	
	Lil Durk, 6LACK & Young Thug
"
88,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
89,"

	
	
		
					Skin		
	
","
	
	Sabrina Carpenter
"
90,"

	
	
		
					Moonwalking In Calabasas		
	
","
	
	DDG
"
91,"

	
	
		
					Kanye Krazy		
	
","
	
	Lil Durk
"
92,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
93,"

	
	
		
					You Got It		
	
","
	
	VEDO
"
94,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
95,"

	
	
		
					Backdoor		
	
","
	
	Lil Durk
"
96,"

	
	
		
					Fake Woke		
	
","
	
	Tom MacDonald
"
97,"

	
	
		
					Prisoner		
	
","
	
	Miley Cyrus Featuring Dua Lipa
"
98,"

	
	
		
					Dangerous		
	
","
	
	Morgan Wallen
"
99,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
100,"

	
	
		
					Mr. Right Now		
	
","
	
	21 Savage & Metro Boomin Featuring Drake
"
