Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
3,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
4,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
5,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
6,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
7,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
8,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
9,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
10,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
11,"

	
	
		
					Good Days		
	
","
	
	SZA
"
12,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
13,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
14,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
15,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
16,"

	
	
		
					Bang!		
	
","
	
	AJR
"
17,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
18,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
19,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
20,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
21,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
22,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
23,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
24,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
25,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
26,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
27,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
28,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
29,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
30,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
31,"

	
	
		
					Good Time		
	
","
	
	Niko Moon
"
32,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
33,"

	
	
		
					Throat Baby (Go Baby)		
	
","
	
	BRS Kash
"
34,"

	
	
		
					Before You Go		
	
","
	
	Lewis Capaldi
"
35,"

	
	
		
					7 Summers		
	
","
	
	Morgan Wallen
"
36,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
37,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
38,"

	
	
		
					More Than My Hometown		
	
","
	
	Morgan Wallen
"
39,"

	
	
		
					Finesse Out The Gang Way		
	
","
	
	Lil Durk Featuring Lil Baby
"
40,"

	
	
		
					Hole In The Bottle		
	
","
	
	Kelsea Ballerini
"
