Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
3,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
4,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
5,"

	
	
		
					Up		
	
","
	
	Cardi B
"
6,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
7,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
8,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
9,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
10,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
11,"

	
	
		
					Love Story (Taylor's Version)		
	
","
	
	Taylor Swift
"
12,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
13,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
14,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
15,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
16,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
17,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
18,"

	
	
		
					Good Days		
	
","
	
	SZA
"
19,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
20,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
21,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
22,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
23,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
24,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
25,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
26,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
27,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
28,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
29,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
30,"

	
	
		
					Throat Baby (Go Baby)		
	
","
	
	BRS Kash
"
31,"

	
	
		
					Bang!		
	
","
	
	AJR
"
32,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
33,"

	
	
		
					Before You Go		
	
","
	
	Lewis Capaldi
"
34,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
35,"

	
	
		
					Good Time		
	
","
	
	Niko Moon
"
36,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
37,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
38,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
39,"

	
	
		
					Put Your Records On		
	
","
	
	Ritt Momney
"
40,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
41,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
42,"

	
	
		
					Beers And Sunshine		
	
","
	
	Darius Rucker
"
43,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
44,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
45,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
46,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
47,"

	
	
		
					Buss It		
	
","
	
	Erica Banks
"
48,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
49,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
50,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
51,"

	
	
		
					What It Feels Like		
	
","
	
	Nipsey Hussle & JAY-Z
"
52,"

	
	
		
					Hole In The Bottle		
	
","
	
	Kelsea Ballerini
"
53,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
54,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
55,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
56,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
57,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
58,"

	
	
		
					Golden		
	
","
	
	Harry Styles
"
59,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
