Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
3,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
4,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
5,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
6,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
7,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
8,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
9,"

	
	
		
					Good Days		
	
","
	
	SZA
"
10,"

	
	
		
					Bang!		
	
","
	
	AJR
"
11,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
12,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
13,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
14,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
15,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
16,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
17,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
18,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
19,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
20,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
21,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
22,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
23,"

	
	
		
					7 Summers		
	
","
	
	Morgan Wallen
"
24,"

	
	
		
					Throat Baby (Go Baby)		
	
","
	
	BRS Kash
"
25,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
26,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
27,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
28,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
29,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
30,"

	
	
		
					More Than My Hometown		
	
","
	
	Morgan Wallen
"
31,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
32,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
33,"

	
	
		
					Before You Go		
	
","
	
	Lewis Capaldi
"
34,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
35,"

	
	
		
					Kings & Queens		
	
","
	
	Ava Max
"
36,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
37,"

	
	
		
					Good Time		
	
","
	
	Niko Moon
"
38,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
39,"

	
	
		
					Afterglow		
	
","
	
	Ed Sheeran
"
40,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
