title; rank; date; artist; chart
We Don't Talk About Bruno;1;31/12/2021;Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast;viral50
TO THE;2;31/12/2021;GoldSkull;viral50
Surface Pressure;3;31/12/2021;Jessica Darrow;viral50
Hrs and Hrs;4;31/12/2021;Muni Long;viral50
Love Grows (Where My Rosemary Goes);5;31/12/2021;Edison Lighthouse;viral50
Happy Death Day;6;31/12/2021;Xdinary Heroes;viral50
Swimming Pool;7;31/12/2021;Marie Madeleine;viral50
"30/90 (from ""tick tick... BOOM!"" Soundtrack from the Netflix Film)";8;31/12/2021;Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez;viral50
Shakey x off these drugs;9;31/12/2021;ShakeyFunnyAzz;viral50
Just A Little While;10;31/12/2021;The 502s;viral50
I AM WOMAN;11;31/12/2021;Emmy Meli;viral50
ELEVEN;12;31/12/2021;IVE;viral50
After Hours;13;31/12/2021;charlieonnafriday;viral50
Sunroof;14;31/12/2021;Nicky Youre, dazy;viral50
What Else Can I Do?;15;31/12/2021;Diane Guerrero, Stephanie Beatriz;viral50
Dos Oruguitas;16;31/12/2021;Sebastian Yatra;viral50
Shake;17;31/12/2021;IShowSpeed, Aura The Scientist;viral50
abcdefu;18;31/12/2021;GAYLE;viral50
Doja - 4 Morant;19;31/12/2021;JuMa44, juan mazini;viral50
Nadie Va A Pensar En Ti Mejor Que Yo;20;31/12/2021;Conjunto Rienda Real;viral50
Habang Buhay;21;31/12/2021;Zack Tabudlo;viral50
Therapy;22;31/12/2021;Andrew Garfield, Vanessa Hudgens;viral50
Waiting On A Miracle;23;31/12/2021;Stephanie Beatriz;viral50
It's Called: Freefall;24;31/12/2021;Rainbow Kitten Surprise;viral50
Alien Blues;25;31/12/2021;Vundabar;viral50
Material Girl;26;31/12/2021;Saucy Santana;viral50
God Must Hate Me;27;31/12/2021;Catie Turner;viral50
I Hate U;28;31/12/2021;SZA;viral50
Beverly Hills;29;31/12/2021;Shaboozey;viral50
The Family Madrigal;30;31/12/2021;Stephanie Beatriz, Olga Merediz, Encanto - Cast;viral50
Own Brand Freestyle;31;31/12/2021;FelixThe1st, Dreya Mac, Finch Fetti;viral50
3 BIG BALLS;32;31/12/2021;DigBarGayRaps;viral50
Super Gremlin;33;31/12/2021;Kodak Black;viral50
Happier Than Ever;34;31/12/2021;ASTN;viral50
My Humps;35;31/12/2021;Joshwa, Lee Foss;viral50
Fairytale of New York (feat. Kirsty MacColl);36;31/12/2021;The Pogues;viral50
The Perfect Girl;37;31/12/2021;Mareux;viral50
Pope Is a Rockstar;38;31/12/2021;SALES;viral50
One Way!;39;31/12/2021;Autumn!;viral50
Boho Days;40;31/12/2021;Andrew Garfield, Robin de Jesus, Alexandra Shipp, Joshua Henry, Vanessa Hudgens;viral50
Cpr;41;31/12/2021;cupcakKe;viral50
Always Been You;42;31/12/2021;Jessie Murph;viral50
Dear God (feat. Kevin Gates);43;31/12/2021;FL Dusa;viral50
Underground;44;31/12/2021;Cody Fry;viral50
La Espada;45;31/12/2021;Eternal Raijin;viral50
BACKROOM;46;31/12/2021;Mike Dimes;viral50
Coconuts;47;31/12/2021;Kim Petras;viral50
No Te Deseo el Mal;48;31/12/2021;Eladio Carrion, KAROL G;viral50
Two Oruguitas;49;31/12/2021;Sebastian Yatra;viral50
Jesus Is The One (I Got Depression);50;31/12/2021;Zack Fox, Kenny Beats;viral50
Heat Waves;1;31/12/2021;Glass Animals;top200
INDUSTRY BABY (feat. Jack Harlow);2;31/12/2021;Lil Nas X;top200
STAY (with Justin Bieber);3;31/12/2021;The Kid LAROI;top200
We Don't Talk About Bruno;4;31/12/2021;Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast;top200
abcdefu;5;31/12/2021;GAYLE;top200
Super Gremlin;6;31/12/2021;Kodak Black;top200
Easy On Me;7;31/12/2021;Adele;top200
good 4 u;8;31/12/2021;Olivia Rodrigo;top200
Broadway Girls (feat. Morgan Wallen);9;31/12/2021;Lil Durk;top200
Kiss Me More (feat. SZA);10;31/12/2021;Doja Cat;top200
Need to Know;11;31/12/2021;Doja Cat;top200
Enemy (with JID) - from the series Arcane League of Legends;12;31/12/2021;Imagine Dragons;top200
Cold Heart - PNAU Remix;13;31/12/2021;Elton John, Dua Lipa;top200
Surface Pressure;14;31/12/2021;Jessica Darrow;top200
I Hate U;15;31/12/2021;SZA;top200
Knife Talk (with 21 Savage ft. Project Pat);16;31/12/2021;Drake;top200
Woman;17;31/12/2021;Doja Cat;top200
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);18;31/12/2021;Taylor Swift;top200
Smokin Out The Window;19;31/12/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
Shivers;20;31/12/2021;Ed Sheeran;top200
Better Days (NEIKED x Mae Muller x Polo G);21;31/12/2021;NEIKED;top200
family ties (with Kendrick Lamar);22;31/12/2021;Baby Keem;top200
Dark Red;23;31/12/2021;Steve Lacy;top200
Bad Habits;24;31/12/2021;Ed Sheeran;top200
Meet Me At Our Spot;25;31/12/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
I Love You So;26;31/12/2021;The Walters;top200
Levitating (feat. DaBaby);27;31/12/2021;Dua Lipa;top200
MONTERO (Call Me By Your Name);28;31/12/2021;Lil Nas X;top200
Sweater Weather;29;31/12/2021;The Neighbourhood;top200
Way 2 Sexy (with Future & Young Thug);30;31/12/2021;Drake;top200
Pepas;31;31/12/2021;Farruko;top200
Do It To It;32;31/12/2021;ACRAZE, Cherish;top200
One Right Now (with The Weeknd);33;31/12/2021;Post Malone;top200
Flower Shops (feat. Morgan Wallen);34;31/12/2021;ERNEST;top200
RAPSTAR;35;31/12/2021;Polo G;top200
Happier Than Ever;36;31/12/2021;Billie Eilish;top200
Sky;37;31/12/2021;Playboi Carti;top200
traitor;38;31/12/2021;Olivia Rodrigo;top200
No Role Modelz;39;31/12/2021;J. Cole;top200
Get Into It (Yuh);40;31/12/2021;Doja Cat;top200
Blinding Lights;41;31/12/2021;The Weeknd;top200
You Right;42;31/12/2021;Doja Cat, The Weeknd;top200
Who Want Smoke?? (feat. G Herbo & Lil Durk & 21 Savage);43;31/12/2021;Nardo Wick;top200
2055;44;31/12/2021;Sleepy Hallow;top200
Sunflower - Spider-Man: Into the Spider-Verse;45;31/12/2021;Post Malone, Swae Lee;top200
Ghost;46;31/12/2021;Justin Bieber;top200
THATS WHAT I WANT;47;31/12/2021;Lil Nas X;top200
drivers license;48;31/12/2021;Olivia Rodrigo;top200
By Your Side;49;31/12/2021;Rod Wave;top200
deja vu;50;31/12/2021;Olivia Rodrigo;top200
Save Your Tears (with Ariana Grande) (Remix);51;31/12/2021;The Weeknd;top200
Oh My God;52;31/12/2021;Adele;top200
Leave The Door Open;53;31/12/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
love nwantiti (ah ah ah);54;31/12/2021;CKay;top200
Mr. Brightside;55;31/12/2021;The Killers;top200
Already Dead;56;31/12/2021;Juice WRLD;top200
Burn;57;31/12/2021;Juice WRLD;top200
Wants and Needs (feat. Lil Baby);58;31/12/2021;Drake;top200
Fancy Like;59;31/12/2021;Walker Hayes;top200
Lucid Dreams;60;31/12/2021;Juice WRLD;top200
Wandered To LA (with Justin Bieber);61;31/12/2021;Juice WRLD;top200
What Else Can I Do?;62;31/12/2021;Diane Guerrero, Stephanie Beatriz;top200
The Family Madrigal;63;31/12/2021;Stephanie Beatriz, Olga Merediz, Encanto - Cast;top200
Fair Trade (with Travis Scott);64;31/12/2021;Drake;top200
Freaks;65;31/12/2021;Surf Curse;top200
20 Min;66;31/12/2021;Lil Uzi Vert;top200
Good Days;67;31/12/2021;SZA;top200
All Girls Are The Same;68;31/12/2021;Juice WRLD;top200
I AM WOMAN;69;31/12/2021;Emmy Meli;top200
Beggin';70;31/12/2021;Måneskin;top200
Praise God;71;31/12/2021;Kanye West;top200
Infinity;72;31/12/2021;Jaymes Young;top200
My Universe;73;31/12/2021;Coldplay, BTS;top200
Bad Man (Smooth Criminal);74;31/12/2021;Polo G;top200
Circles;75;31/12/2021;Post Malone;top200
Jugaste y Sufrí;76;31/12/2021;Eslabon Armado, DannyLux;top200
Alien Blues;77;31/12/2021;Vundabar;top200
Space Song;78;31/12/2021;Beach House;top200
Martin & Gina;79;31/12/2021;Polo G;top200
Streets;80;31/12/2021;Doja Cat;top200
Buy Dirt;81;31/12/2021;Jordan Davis, Luke Bryan;top200
Mr. Rager;82;31/12/2021;Kid Cudi;top200
Pursuit Of Happiness (Nightmare);83;31/12/2021;Kid Cudi, MGMT, Ratatat;top200
Ain't Shit;84;31/12/2021;Doja Cat;top200
YKWIM?;85;31/12/2021;Yot Club;top200
Miss The Rage (feat. Playboi Carti);86;31/12/2021;Trippie Redd;top200
Tell Em;87;31/12/2021;Cochise, $NOT;top200
Yonaguni;88;31/12/2021;Bad Bunny;top200
DÁKITI;89;31/12/2021;Bad Bunny, Jhay Cortez;top200
Toxic;90;31/12/2021;BoyWithUke;top200
The Spins;91;31/12/2021;Mac Miller;top200
Dos Oruguitas;92;31/12/2021;Sebastian Yatra;top200
505;93;31/12/2021;Arctic Monkeys;top200
Dreams - 2004 Remaster;94;31/12/2021;Fleetwood Mac;top200
Wasted On You;95;31/12/2021;Morgan Wallen;top200
Daddy Issues;96;31/12/2021;The Neighbourhood;top200
Man in the Mirror;97;31/12/2021;A Boogie Wit da Hoodie;top200
my ex's best friend (with blackbear);98;31/12/2021;Machine Gun Kelly;top200
Mood (feat. iann dior);99;31/12/2021;24kGoldn;top200
Life Goes On;100;31/12/2021;Oliver Tree;top200
See You Again (feat. Kali Uchis);101;31/12/2021;Tyler, The Creator;top200
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);102;31/12/2021;Amaarae;top200
Drip Too Hard (Lil Baby & Gunna);103;31/12/2021;Lil Baby;top200
Whiskey Glasses;104;31/12/2021;Morgan Wallen;top200
favorite crime;105;31/12/2021;Olivia Rodrigo;top200
SLOW DANCING IN THE DARK;106;31/12/2021;Joji;top200
Shoota (feat. Lil Uzi Vert);107;31/12/2021;Playboi Carti;top200
Love & War;108;31/12/2021;Kodak Black;top200
Peaches (feat. Daniel Caesar & Giveon);109;31/12/2021;Justin Bieber;top200
Heartbreak Anniversary;110;31/12/2021;Giveon;top200
Come & Go (with Marshmello);111;31/12/2021;Juice WRLD;top200
Waiting On A Miracle;112;31/12/2021;Stephanie Beatriz;top200
Wishing Well;113;31/12/2021;Juice WRLD;top200
No Love (with SZA);114;31/12/2021;Summer Walker;top200
telepatía;115;31/12/2021;Kali Uchis;top200
Watermelon Sugar;116;31/12/2021;Harry Styles;top200
Money Trees;117;31/12/2021;Kendrick Lamar, Jay Rock;top200
It's Called: Freefall;118;31/12/2021;Rainbow Kitten Surprise;top200
Girl Of My Dreams (with SUGA of BTS);119;31/12/2021;Juice WRLD;top200
Work Out;120;31/12/2021;J. Cole;top200
Notion;121;31/12/2021;The Rare Occasions;top200
Girls Want Girls (with Lil Baby);122;31/12/2021;Drake;top200
Sand In My Boots;123;31/12/2021;Morgan Wallen;top200
XO Tour Llif3;124;31/12/2021;Lil Uzi Vert;top200
When I’m Gone (with Katy Perry);125;31/12/2021;Alesso;top200
Robbery;126;31/12/2021;Juice WRLD;top200
Jocelyn Flores;127;31/12/2021;XXXTENTACION;top200
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);128;31/12/2021;Tainy;top200
Big Energy;129;31/12/2021;Latto;top200
Looking Out for You;130;31/12/2021;Joy Again;top200
Heather;131;31/12/2021;Conan Gray;top200
Die For You;132;31/12/2021;The Weeknd;top200
Lemonade (feat. Gunna & Don Toliver & NAV);133;31/12/2021;Internet Money;top200
Save Your Tears;134;31/12/2021;The Weeknd;top200
It'll Be Okay;135;31/12/2021;Shawn Mendes;top200
Enchanted;136;31/12/2021;Taylor Swift;top200
Best Friend (feat. Doja Cat);137;31/12/2021;Saweetie;top200
"...And to Those I Love;  Thanks for Sticking Around";138;31/12/2021;$uicideboy$;top200
goosebumps;139;31/12/2021;Travis Scott;top200
Electric Love;140;31/12/2021;BØRNS;top200
NEW MAGIC WAND;141;31/12/2021;Tyler, The Creator;top200
Pope Is a Rockstar;142;31/12/2021;SALES;top200
Redbone;143;31/12/2021;Childish Gambino;top200
Calling My Phone;144;31/12/2021;Lil Tjay, 6LACK;top200
Rockstar In His Prime;145;31/12/2021;Juice WRLD;top200
The Hills;146;31/12/2021;The Weeknd;top200
Megan's Piano;147;31/12/2021;Megan Thee Stallion;top200
Classic;148;31/12/2021;MKTO;top200
The Motto;149;31/12/2021;Tiësto, Ava Max;top200
Tennessee Whiskey;150;31/12/2021;Chris Stapleton;top200
LOT OF ME;151;31/12/2021;Lil Tecca;top200
Washing Machine Heart;152;31/12/2021;Mitski;top200
Promiscuous;153;31/12/2021;Nelly Furtado, Timbaland;top200
Party In The U.S.A.;154;31/12/2021;Miley Cyrus;top200
Astronaut In The Ocean;155;31/12/2021;Masked Wolf;top200
The Way Life Goes (feat. Oh Wonder);156;31/12/2021;Lil Uzi Vert;top200
She Knows (feat. Amber Coffman & Cults);157;31/12/2021;J. Cole;top200
Don't Stop Believin';158;31/12/2021;Journey;top200
happier;159;31/12/2021;Olivia Rodrigo;top200
Yes Indeed;160;31/12/2021;Lil Baby, Drake;top200
Feline (with Polo G & Trippie Redd);161;31/12/2021;Juice WRLD;top200
Heartless;162;31/12/2021;Kanye West;top200
Everybody Talks;163;31/12/2021;Neon Trees;top200
Star Shopping;164;31/12/2021;Lil Peep;top200
brutal;165;31/12/2021;Olivia Rodrigo;top200
LOVE. FEAT. ZACARI.;166;31/12/2021;Kendrick Lamar;top200
Fuck Love (feat. Trippie Redd);167;31/12/2021;XXXTENTACION;top200
For The Night (feat. Lil Baby & DaBaby);168;31/12/2021;Pop Smoke;top200
Don't Start Now;169;31/12/2021;Dua Lipa;top200
Back In Blood (feat. Lil Durk);170;31/12/2021;Pooh Shiesty;top200
Love Grows (Where My Rosemary Goes);171;31/12/2021;Edison Lighthouse;top200
Bubbly (with Drake & Travis Scott);172;31/12/2021;Young Thug;top200
Smells Like Teen Spirit - Remastered;173;31/12/2021;Nirvana;top200
Hurricane;174;31/12/2021;Kanye West;top200
jealousy jealousy;175;31/12/2021;Olivia Rodrigo;top200
SAD!;176;31/12/2021;XXXTENTACION;top200
thailand;177;31/12/2021;Roddy Ricch;top200
Forever After All;178;31/12/2021;Luke Combs;top200
Love Sosa;179;31/12/2021;Chief Keef;top200
Talking to the Moon;180;31/12/2021;Bruno Mars;top200
25 million;181;31/12/2021;Roddy Ricch;top200
The Less I Know The Better;182;31/12/2021;Tame Impala;top200
Cover Me Up;183;31/12/2021;Morgan Wallen;top200
rockstar (feat. 21 Savage);184;31/12/2021;Post Malone;top200
Someone You Loved;185;31/12/2021;Lewis Capaldi;top200
For Tonight;186;31/12/2021;Giveon;top200
Jumpin (feat. Polo G);187;31/12/2021;NLE Choppa;top200
Laugh Now Cry Later (feat. Lil Durk);188;31/12/2021;Drake;top200
MONEY;189;31/12/2021;LISA;top200
Up;190;31/12/2021;Cardi B;top200
WAP (feat. Megan Thee Stallion);191;31/12/2021;Cardi B;top200
Ni**as In Paris;192;31/12/2021;JAY-Z, Kanye West;top200
you broke me first;193;31/12/2021;Tate McRae;top200
More Than My Hometown;194;31/12/2021;Morgan Wallen;top200
What You Know Bout Love;195;31/12/2021;Pop Smoke;top200
Not Allowed;196;31/12/2021;TV Girl;top200
1 Scale (feat. G Herbo);197;31/12/2021;Young Dolph;top200
MIDDLE CHILD;198;31/12/2021;J. Cole;top200
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);199;31/12/2021;DJ Khaled;top200
Peru;200;31/12/2021;Fireboy DML, Ed Sheeran;top200
We Don't Talk About Bruno;1;30/12/2021;Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast;viral50
TO THE;2;30/12/2021;GoldSkull;viral50
Surface Pressure;3;30/12/2021;Jessica Darrow;viral50
Hrs and Hrs;4;30/12/2021;Muni Long;viral50
Love Grows (Where My Rosemary Goes);5;30/12/2021;Edison Lighthouse;viral50
Happy Death Day;6;30/12/2021;Xdinary Heroes;viral50
Swimming Pool;7;30/12/2021;Marie Madeleine;viral50
"30/90 (from ""tick tick... BOOM!"" Soundtrack from the Netflix Film)";8;30/12/2021;Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez;viral50
Just A Little While;9;30/12/2021;The 502s;viral50
I AM WOMAN;10;30/12/2021;Emmy Meli;viral50
ELEVEN;11;30/12/2021;IVE;viral50
Shakey x off these drugs;12;30/12/2021;ShakeyFunnyAzz;viral50
Sunroof;13;30/12/2021;Nicky Youre, dazy;viral50
After Hours;14;30/12/2021;charlieonnafriday;viral50
Shake;15;30/12/2021;IShowSpeed, Aura The Scientist;viral50
Doja - 4 Morant;16;30/12/2021;JuMa44, juan mazini;viral50
What Else Can I Do?;17;30/12/2021;Diane Guerrero, Stephanie Beatriz;viral50
abcdefu;18;30/12/2021;GAYLE;viral50
Nadie Va A Pensar En Ti Mejor Que Yo;19;30/12/2021;Conjunto Rienda Real;viral50
Dos Oruguitas;20;30/12/2021;Sebastian Yatra;viral50
Habang Buhay;21;30/12/2021;Zack Tabudlo;viral50
Fairytale of New York (feat. Kirsty MacColl);22;30/12/2021;The Pogues;viral50
It's Called: Freefall;23;30/12/2021;Rainbow Kitten Surprise;viral50
Alien Blues;24;30/12/2021;Vundabar;viral50
God Must Hate Me;25;30/12/2021;Catie Turner;viral50
Waiting On A Miracle;26;30/12/2021;Stephanie Beatriz;viral50
Beverly Hills;27;30/12/2021;Shaboozey;viral50
I Hate U;28;30/12/2021;SZA;viral50
Therapy;29;30/12/2021;Andrew Garfield, Vanessa Hudgens;viral50
Material Girl;30;30/12/2021;Saucy Santana;viral50
Own Brand Freestyle;31;30/12/2021;FelixThe1st, Dreya Mac, Finch Fetti;viral50
3 BIG BALLS;32;30/12/2021;DigBarGayRaps;viral50
The Family Madrigal;33;30/12/2021;Stephanie Beatriz, Olga Merediz, Encanto - Cast;viral50
Happier Than Ever;34;30/12/2021;ASTN;viral50
Super Gremlin;35;30/12/2021;Kodak Black;viral50
Pope Is a Rockstar;36;30/12/2021;SALES;viral50
One Way!;37;30/12/2021;Autumn!;viral50
The Perfect Girl;38;30/12/2021;Mareux;viral50
My Humps;39;30/12/2021;Joshwa, Lee Foss;viral50
Underground;40;30/12/2021;Cody Fry;viral50
Dear God (feat. Kevin Gates);41;30/12/2021;FL Dusa;viral50
Cpr;42;30/12/2021;cupcakKe;viral50
Love To Keep Me Warm;43;30/12/2021;Laufey, dodie;viral50
Boho Days;44;30/12/2021;Andrew Garfield, Robin de Jesus, Alexandra Shipp, Joshua Henry, Vanessa Hudgens;viral50
Always Been You;45;30/12/2021;Jessie Murph;viral50
La Espada;46;30/12/2021;Eternal Raijin;viral50
Coconuts;47;30/12/2021;Kim Petras;viral50
No Te Deseo el Mal;48;30/12/2021;Eladio Carrion, KAROL G;viral50
BACKROOM;49;30/12/2021;Mike Dimes;viral50
It'll Be Okay;50;30/12/2021;Shawn Mendes;viral50
INDUSTRY BABY (feat. Jack Harlow);1;30/12/2021;Lil Nas X;top200
Heat Waves;2;30/12/2021;Glass Animals;top200
We Don't Talk About Bruno;3;30/12/2021;Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast;top200
STAY (with Justin Bieber);4;30/12/2021;The Kid LAROI;top200
Super Gremlin;5;30/12/2021;Kodak Black;top200
abcdefu;6;30/12/2021;GAYLE;top200
Easy On Me;7;30/12/2021;Adele;top200
Broadway Girls (feat. Morgan Wallen);8;30/12/2021;Lil Durk;top200
Enemy (with JID) - from the series Arcane League of Legends;9;30/12/2021;Imagine Dragons;top200
good 4 u;10;30/12/2021;Olivia Rodrigo;top200
Need to Know;11;30/12/2021;Doja Cat;top200
Surface Pressure;12;30/12/2021;Jessica Darrow;top200
Knife Talk (with 21 Savage ft. Project Pat);13;30/12/2021;Drake;top200
I Hate U;14;30/12/2021;SZA;top200
Kiss Me More (feat. SZA);15;30/12/2021;Doja Cat;top200
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);16;30/12/2021;Taylor Swift;top200
Cold Heart - PNAU Remix;17;30/12/2021;Elton John, Dua Lipa;top200
Woman;18;30/12/2021;Doja Cat;top200
Shivers;19;30/12/2021;Ed Sheeran;top200
Smokin Out The Window;20;30/12/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
family ties (with Kendrick Lamar);21;30/12/2021;Baby Keem;top200
Dark Red;22;30/12/2021;Steve Lacy;top200
Better Days (NEIKED x Mae Muller x Polo G);23;30/12/2021;NEIKED;top200
Sweater Weather;24;30/12/2021;The Neighbourhood;top200
I Love You So;25;30/12/2021;The Walters;top200
Meet Me At Our Spot;26;30/12/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
Bad Habits;27;30/12/2021;Ed Sheeran;top200
Way 2 Sexy (with Future & Young Thug);28;30/12/2021;Drake;top200
Happier Than Ever;29;30/12/2021;Billie Eilish;top200
MONTERO (Call Me By Your Name);30;30/12/2021;Lil Nas X;top200
RAPSTAR;31;30/12/2021;Polo G;top200
Sky;32;30/12/2021;Playboi Carti;top200
traitor;33;30/12/2021;Olivia Rodrigo;top200
One Right Now (with The Weeknd);34;30/12/2021;Post Malone;top200
No Role Modelz;35;30/12/2021;J. Cole;top200
Levitating (feat. DaBaby);36;30/12/2021;Dua Lipa;top200
2055;37;30/12/2021;Sleepy Hallow;top200
Who Want Smoke?? (feat. G Herbo & Lil Durk & 21 Savage);38;30/12/2021;Nardo Wick;top200
drivers license;39;30/12/2021;Olivia Rodrigo;top200
Sunflower - Spider-Man: Into the Spider-Verse;40;30/12/2021;Post Malone, Swae Lee;top200
You Right;41;30/12/2021;Doja Cat, The Weeknd;top200
THATS WHAT I WANT;42;30/12/2021;Lil Nas X;top200
Pepas;43;30/12/2021;Farruko;top200
Ghost;44;30/12/2021;Justin Bieber;top200
By Your Side;45;30/12/2021;Rod Wave;top200
Get Into It (Yuh);46;30/12/2021;Doja Cat;top200
deja vu;47;30/12/2021;Olivia Rodrigo;top200
Oh My God;48;30/12/2021;Adele;top200
Already Dead;49;30/12/2021;Juice WRLD;top200
Burn;50;30/12/2021;Juice WRLD;top200
Wandered To LA (with Justin Bieber);51;30/12/2021;Juice WRLD;top200
Do It To It;52;30/12/2021;ACRAZE, Cherish;top200
Blinding Lights;53;30/12/2021;The Weeknd;top200
Lucid Dreams;54;30/12/2021;Juice WRLD;top200
Wants and Needs (feat. Lil Baby);55;30/12/2021;Drake;top200
20 Min;56;30/12/2021;Lil Uzi Vert;top200
Freaks;57;30/12/2021;Surf Curse;top200
All Girls Are The Same;58;30/12/2021;Juice WRLD;top200
What Else Can I Do?;59;30/12/2021;Diane Guerrero, Stephanie Beatriz;top200
Fair Trade (with Travis Scott);60;30/12/2021;Drake;top200
Alien Blues;61;30/12/2021;Vundabar;top200
The Family Madrigal;62;30/12/2021;Stephanie Beatriz, Olga Merediz, Encanto - Cast;top200
Bad Man (Smooth Criminal);63;30/12/2021;Polo G;top200
Good Days;64;30/12/2021;SZA;top200
love nwantiti (ah ah ah);65;30/12/2021;CKay;top200
Infinity;66;30/12/2021;Jaymes Young;top200
Fancy Like;67;30/12/2021;Walker Hayes;top200
Beggin';68;30/12/2021;Måneskin;top200
Praise God;69;30/12/2021;Kanye West;top200
Jugaste y Sufrí;70;30/12/2021;Eslabon Armado, DannyLux;top200
I AM WOMAN;71;30/12/2021;Emmy Meli;top200
Leave The Door Open;72;30/12/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
Space Song;73;30/12/2021;Beach House;top200
Buy Dirt;74;30/12/2021;Jordan Davis, Luke Bryan;top200
Mr. Rager;75;30/12/2021;Kid Cudi;top200
Martin & Gina;76;30/12/2021;Polo G;top200
My Universe;77;30/12/2021;Coldplay, BTS;top200
YKWIM?;78;30/12/2021;Yot Club;top200
Tell Em;79;30/12/2021;Cochise, $NOT;top200
Miss The Rage (feat. Playboi Carti);80;30/12/2021;Trippie Redd;top200
Mr. Brightside;81;30/12/2021;The Killers;top200
Circles;82;30/12/2021;Post Malone;top200
Toxic;83;30/12/2021;BoyWithUke;top200
Pursuit Of Happiness (Nightmare);84;30/12/2021;Kid Cudi, MGMT, Ratatat;top200
Save Your Tears (with Ariana Grande) (Remix);85;30/12/2021;The Weeknd;top200
505;86;30/12/2021;Arctic Monkeys;top200
Streets;87;30/12/2021;Doja Cat;top200
Man in the Mirror;88;30/12/2021;A Boogie Wit da Hoodie;top200
Daddy Issues;89;30/12/2021;The Neighbourhood;top200
SLOW DANCING IN THE DARK;90;30/12/2021;Joji;top200
Drip Too Hard (Lil Baby & Gunna);91;30/12/2021;Lil Baby;top200
Wasted On You;92;30/12/2021;Morgan Wallen;top200
Ain't Shit;93;30/12/2021;Doja Cat;top200
Dos Oruguitas;94;30/12/2021;Sebastian Yatra;top200
Life Goes On;95;30/12/2021;Oliver Tree;top200
Heartbreak Anniversary;96;30/12/2021;Giveon;top200
favorite crime;97;30/12/2021;Olivia Rodrigo;top200
See You Again (feat. Kali Uchis);98;30/12/2021;Tyler, The Creator;top200
Girl Of My Dreams (with SUGA of BTS);99;30/12/2021;Juice WRLD;top200
The Spins;100;30/12/2021;Mac Miller;top200
Shoota (feat. Lil Uzi Vert);101;30/12/2021;Playboi Carti;top200
Yonaguni;102;30/12/2021;Bad Bunny;top200
Love & War;103;30/12/2021;Kodak Black;top200
Come & Go (with Marshmello);104;30/12/2021;Juice WRLD;top200
It's Called: Freefall;105;30/12/2021;Rainbow Kitten Surprise;top200
Whiskey Glasses;106;30/12/2021;Morgan Wallen;top200
Wishing Well;107;30/12/2021;Juice WRLD;top200
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);108;30/12/2021;Amaarae;top200
Dreams - 2004 Remaster;109;30/12/2021;Fleetwood Mac;top200
Jocelyn Flores;110;30/12/2021;XXXTENTACION;top200
Robbery;111;30/12/2021;Juice WRLD;top200
Mood (feat. iann dior);112;30/12/2021;24kGoldn;top200
Money Trees;113;30/12/2021;Kendrick Lamar, Jay Rock;top200
my ex's best friend (with blackbear);114;30/12/2021;Machine Gun Kelly;top200
No Love (with SZA);115;30/12/2021;Summer Walker;top200
Peaches (feat. Daniel Caesar & Giveon);116;30/12/2021;Justin Bieber;top200
DÁKITI;117;30/12/2021;Bad Bunny, Jhay Cortez;top200
Waiting On A Miracle;118;30/12/2021;Stephanie Beatriz;top200
XO Tour Llif3;119;30/12/2021;Lil Uzi Vert;top200
telepatía;120;30/12/2021;Kali Uchis;top200
Heather;121;30/12/2021;Conan Gray;top200
Notion;122;30/12/2021;The Rare Occasions;top200
Work Out;123;30/12/2021;J. Cole;top200
Enchanted;124;30/12/2021;Taylor Swift;top200
Looking Out for You;125;30/12/2021;Joy Again;top200
Sand In My Boots;126;30/12/2021;Morgan Wallen;top200
Pope Is a Rockstar;127;30/12/2021;SALES;top200
It'll Be Okay;128;30/12/2021;Shawn Mendes;top200
Die For You;129;30/12/2021;The Weeknd;top200
Rockstar In His Prime;130;30/12/2021;Juice WRLD;top200
"...And to Those I Love;  Thanks for Sticking Around";131;30/12/2021;$uicideboy$;top200
Electric Love;132;30/12/2021;BØRNS;top200
