Number,Song Name,Artist Name
60,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
61,"

	
	
		
					Put Your Records On		
	
","
	
	Ritt Momney
"
62,"

	
	
		
					Champagne Night		
	
","
	
	Lady A
"
63,"

	
	
		
					Still Trappin'		
	
","
	
	Lil Durk & King Von
"
64,"

	
	
		
					Beers And Sunshine		
	
","
	
	Darius Rucker
"
65,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
66,"

	
	
		
					Still Goin Down		
	
","
	
	Morgan Wallen
"
67,"

	
	
		
					Monster		
	
","
	
	Shawn Mendes & Justin Bieber
"
68,"

	
	
		
					Big, Big Plans		
	
","
	
	Chris Lane
"
69,"

	
	
		
					Tyler Herro		
	
","
	
	Jack Harlow
"
70,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
71,"

	
	
		
					Cover Me Up		
	
","
	
	Morgan Wallen
"
72,"

	
	
		
					Warning		
	
","
	
	Morgan Wallen
"
73,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
74,"

	
	
		
					865		
	
","
	
	Morgan Wallen
"
75,"

	
	
		
					Mr. Right Now		
	
","
	
	21 Savage & Metro Boomin Featuring Drake
"
76,"

	
	
		
					Undivided		
	
","
	
	Tim McGraw & Tyler Hubbard
"
77,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
78,"

	
	
		
					Take You Dancing		
	
","
	
	Jason Derulo
"
79,"

	
	
		
					Prisoner		
	
","
	
	Miley Cyrus Featuring Dua Lipa
"
80,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
81,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
82,"

	
	
		
					Golden		
	
","
	
	Harry Styles
"
83,"

	
	
		
					Buss It		
	
","
	
	Erica Banks
"
84,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
85,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
86,"

	
	
		
					Hit Different		
	
","
	
	SZA Featuring Ty Dolla $ign
"
87,"

	
	
		
					So Done		
	
","
	
	The Kid LAROI
"
88,"

	
	
		
					Bichota		
	
","
	
	Karol G
"
89,"

	
	
		
					Moonwalking In Calabasas		
	
","
	
	DDG
"
90,"

	
	
		
					Adderall (Corvette Corvette)		
	
","
	
	Popp Hunna
"
91,"

	
	
		
					Girl Like Me		
	
","
	
	Black Eyed Peas X Shakira
"
92,"

	
	
		
					De Una Vez		
	
","
	
	Selena Gomez
"
93,"

	
	
		
					Momma's House		
	
","
	
	Dustin Lynch
"
94,"

	
	
		
					Better Days		
	
","
	
	Ant Clemons Featuring Justin Timberlake
"
95,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
96,"

	
	
		
					Drankin N Smokin		
	
","
	
	Future & Lil Uzi Vert
"
97,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
98,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
99,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
100,"

	
	
		
					Dangerous		
	
","
	
	Morgan Wallen
"
