Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
3,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
4,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
5,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
6,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
7,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
8,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
9,"

	
	
		
					Bang!		
	
","
	
	AJR
"
10,"

	
	
		
					Good Days		
	
","
	
	SZA
"
11,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
12,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
13,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
14,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
15,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
16,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
17,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
18,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
19,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
20,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
21,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
22,"

	
	
		
					Bad Boy		
	
","
	
	Juice WRLD & Young Thug
"
23,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
24,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
25,"

	
	
		
					7 Summers		
	
","
	
	Morgan Wallen
"
26,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
27,"

	
	
		
					More Than My Hometown		
	
","
	
	Morgan Wallen
"
28,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
29,"

	
	
		
					Kings & Queens		
	
","
	
	Ava Max
"
30,"

	
	
		
					Before You Go		
	
","
	
	Lewis Capaldi
"
31,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
32,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
33,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
34,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
35,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
36,"

	
	
		
					Somebody's Problem		
	
","
	
	Morgan Wallen
"
37,"

	
	
		
					Rockstar		
	
","
	
	DaBaby Featuring Roddy Ricch
"
38,"

	
	
		
					I Should Probably Go To Bed		
	
","
	
	Dan + Shay
"
39,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
40,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
41,"

	
	
		
					Afterglow		
	
","
	
	Ed Sheeran
"
42,"

	
	
		
					Good Time		
	
","
	
	Niko Moon
"
43,"

	
	
		
					Whats Poppin		
	
","
	
	Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne
"
44,"

	
	
		
					Hole In The Bottle		
	
","
	
	Kelsea Ballerini
"
45,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
46,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
47,"

	
	
		
					Diamonds		
	
","
	
	Sam Smith
"
48,"

	
	
		
					Savage Love (Laxed - Siren Beat)		
	
","
	
	Jawsh 685 x Jason Derulo
"
49,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
50,"

	
	
		
					WAP		
	
","
	
	Cardi B Featuring Megan Thee Stallion
"
51,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
52,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
53,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
54,"

	
	
		
					Throat Baby (Go Baby)		
	
","
	
	BRS Kash
"
55,"

	
	
		
					Masterpiece		
	
","
	
	DaBaby
"
56,"

	
	
		
					Love You Like I Used To		
	
","
	
	Russell Dickerson
"
57,"

	
	
		
					Happy Does		
	
","
	
	Kenny Chesney
"
58,"

	
	
		
					Back To The Streets		
	
","
	
	Saweetie Featuring Jhene Aiko
"
59,"

	
	
		
					Holiday		
	
","
	
	Lil Nas X
"
