Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
3,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
4,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
5,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
6,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
7,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
8,"

	
	
		
					Bang!		
	
","
	
	AJR
"
9,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
10,"

	
	
		
					Good Days		
	
","
	
	SZA
"
11,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
12,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
13,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
14,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
15,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
16,"

	
	
		
					More Than My Hometown		
	
","
	
	Morgan Wallen
"
17,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
18,"

	
	
		
					7 Summers		
	
","
	
	Morgan Wallen
"
19,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
20,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
21,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
22,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
23,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
24,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
25,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
26,"

	
	
		
					Somebody's Problem		
	
","
	
	Morgan Wallen
"
27,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
28,"

	
	
		
					Kings & Queens		
	
","
	
	Ava Max
"
29,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
30,"

	
	
		
					I Should Probably Go To Bed		
	
","
	
	Dan + Shay
"
31,"

	
	
		
					Before You Go		
	
","
	
	Lewis Capaldi
"
32,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
33,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
34,"

	
	
		
					Rockstar		
	
","
	
	DaBaby Featuring Roddy Ricch
"
35,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
36,"

	
	
		
					Afterglow		
	
","
	
	Ed Sheeran
"
37,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
38,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
39,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
40,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
