Number,Song Name,Artist Name
1,All I Want For Christmas Is You,Mariah Carey
2,Rockin' Around The Christmas Tree,Brenda Lee
3,Jingle Bell Rock,Bobby Helms
4,A Holly Jolly Christmas,Burl Ives
5,Easy On Me,Adele
6,It's The Most Wonderful Time Of The Year,Andy Williams
7,Last Christmas,Wham!
8,Feliz Navidad,Jose Feliciano
9,Stay,The Kid LAROI & Justin Bieber
10,Sleigh Ride,The Ronettes
11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole"
12,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin
13,Underneath The Tree,Kelly Clarkson
14,Broadway Girls,Lil Durk Featuring Morgan Wallen
15,Heat Waves,Glass Animals
16,Christmas (Baby Please Come Home),Darlene Love
17,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra
18,Santa Tell Me,Ariana Grande
19,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores
20,Happy Holiday / The Holiday Season,Andy Williams
21,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra
22,Industry Baby,Lil Nas X & Jack Harlow
23,Shivers,Ed Sheeran
24,Need To Know,Doja Cat
25,Run Rudolph Run,Chuck Berry
26,Super Gremlin,Kodak Black
27,abcdefu,GAYLE
28,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra
29,Cold Heart (PNAU Remix),Elton John & Dua Lipa
30,It's Beginning To Look A Lot Like Christmas,Michael Buble
31,Bad Habits,Ed Sheeran
32,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak)
33,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins
34,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft
35,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra
36,Wonderful Christmastime,Paul McCartney
37,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio
38,Good 4 U,Olivia Rodrigo
39,Ghost,Justin Bieber
40,Please Come Home For Christmas,Eagles
41,Santa Claus Is Comin' To Town,Jackson 5
42,I Hate U,SZA
43,Little Saint Nick,The Beach Boys
44,Mistletoe,Justin Bieber
45,Fancy Like,Walker Hayes
46,Deck The Halls,Nat King Cole
47,Have Yourself A Merry Little Christmas,Michael Buble
48,Christmastime Is Here,Vince Guaraldi Trio
49,Thats What I Want,Lil Nas X
50,One Right Now,Post Malone & The Weeknd
51,Happier Than Ever,Billie Eilish
52,Love Nwantiti (Ah Ah Ah),CKay
53,Knife Talk,Drake Featuring 21 Savage & Project Pat
54,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
55,Merry Christmas,Ed Sheeran & Elton John
56,Better Days,NEIKED X Mae Muller X Polo G
57,Oh My God,Adele
58,Way 2 Sexy,Drake Featuring Future & Young Thug
59,Buy Dirt,Jordan Davis Featuring Luke Bryan
60,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
61,You Should Probably Leave,Chris Stapleton
62,Christmas Tree Farm (Old Timey Version),Taylor Swift
63,Pick Out A Christmas Tree,Dan + Shay
64,Whiskey And Rain,Michael Ray
65,Girls Want Girls,Drake Featuring Lil Baby
66,Sand In My Boots,Morgan Wallen
67,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
68,All Too Well (Taylor's Version),Taylor Swift
69,Big Energy,Latto
70,Enemy,Imagine Dragons X JID
71,I'll Be Home For Christmas,Camila Cabello
72,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
73,One Mississippi,Kane Brown
74,Burn,Juice WRLD
75,Have Mercy,Chloe
76,Woman,Doja Cat
77,25 Million,Roddy Ricch
78,By Your Side,Rod Wave
79,Christmas Isn't Canceled (Just You),Kelly Clarkson
80,For Tonight,Giveon
81,Life Goes On,Oliver Tree
82,'Til You Can't,Cody Johnson
83,To Be Loved By You,Parker McCollum
84,My Universe,Coldplay x BTS
85,Moved To Miami,Roddy Ricch Featuring Lil Baby
86,Freedom Was A Highway,Jimmie Allen & Brad Paisley
87,Wandered To LA.,Juice WRLD & Justin Bieber
88,Already Dead,Juice WRLD
89,Tequila Little Time,Jon Pardi
90,Scorpio,Moneybagg Yo
91,Hibachi,Roddy Ricch Featuring Kodak Black & 21 Savage
92,Heart On Fire,Eric Church
93,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift
94,Same Boat,Zac Brown Band
95,Thailand,Roddy Ricch
96,Bubbly,Young Thug With Drake & Travis Scott
97,Do It To It,Acraze Featuring Cherish
98,No Love,Summer Walker & SZA
99,Knowing You,Kenny Chesney
100,Family Ties,Baby Keem & Kendrick Lamar
