Number,Song Name,Artist Name
1,"

	
	
		
					Industry Baby		
	
","
	
	Lil Nas X & Jack Harlow
"
2,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
3,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
4,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
5,"

	
	
		
					Way 2 Sexy		
	
","
	
	Drake Featuring Future & Young Thug
"
6,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
7,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
8,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
9,"

	
	
		
					Essence		
	
","
	
	Wizkid Featuring Justin Bieber & Tems
"
10,"

	
	
		
					Shivers		
	
","
	
	Ed Sheeran
"
11,"

	
	
		
					Need To Know		
	
","
	
	Doja Cat
"
12,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
13,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
14,"

	
	
		
					Knife Talk		
	
","
	
	Drake Featuring 21 Savage & Project Pat
"
15,"

	
	
		
					Beggin'		
	
","
	
	Maneskin
"
16,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
17,"

	
	
		
					Who Want Smoke??		
	
","
	
	Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage
"
18,"

	
	
		
					My Universe		
	
","
	
	Coldplay x BTS
"
19,"

	
	
		
					If I Didn't Love You		
	
","
	
	Jason Aldean & Carrie Underwood
"
20,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
21,"

	
	
		
					Traitor		
	
","
	
	Olivia Rodrigo
"
22,"

	
	
		
					Girls Want Girls		
	
","
	
	Drake Featuring Lil Baby
"
23,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
24,"

	
	
		
					Take My Breath		
	
","
	
	The Weeknd
"
25,"

	
	
		
					Cold Heart (PNAU Remix)		
	
","
	
	Elton John & Dua Lipa
"
26,"

	
	
		
					Thats What I Want		
	
","
	
	Lil Nas X
"
27,"

	
	
		
					Pepas		
	
","
	
	Farruko
"
28,"

	
	
		
					My Boy		
	
","
	
	Elvie Shane
"
