Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					Up		
	
","
	
	Cardi B
"
3,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
4,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
5,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
6,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
7,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
8,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
9,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
10,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
11,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
12,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
13,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
14,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
15,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
16,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
17,"

	
	
		
					Good Days		
	
","
	
	SZA
"
18,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
19,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
20,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
21,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
22,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
23,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
24,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
25,"

	
	
		
					Good Time		
	
","
	
	Niko Moon
"
26,"

	
	
		
					Throat Baby (Go Baby)		
	
","
	
	BRS Kash
"
27,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
28,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
29,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
30,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
31,"

	
	
		
					Bang!		
	
","
	
	AJR
"
32,"

	
	
		
					No More Parties		
	
","
	
	Coi Leray Featuring Lil Durk
"
33,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
34,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
35,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
36,"

	
	
		
					Put Your Records On		
	
","
	
	Ritt Momney
"
37,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
38,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
39,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
40,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
41,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
42,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
43,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
44,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
45,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
46,"

	
	
		
					Beers And Sunshine		
	
","
	
	Darius Rucker
"
47,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
48,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
49,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
50,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
51,"

	
	
		
					Buss It		
	
","
	
	Erica Banks
"
52,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
53,"

	
	
		
					Clouds		
	
","
	
	NF
"
54,"

	
	
		
					Telepatia		
	
","
	
	Kali Uchis
"
55,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
56,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
57,"

	
	
		
					Golden		
	
","
	
	Harry Styles
"
58,"

	
	
		
					La Noche de Anoche		
	
","
	
	Bad Bunny & Rosalia
"
59,"

	
	
		
					My Head And My Heart		
	
","
	
	Ava Max
"
60,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
61,"

	
	
		
					Test Drive		
	
","
	
	Ariana Grande
"
62,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
63,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
64,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
65,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
