Number,Song Name,Artist Name
66,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
67,"

	
	
		
					Hit Bout It		
	
","
	
	Lil Yachty Featuring Kodak Black
"
68,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
69,"

	
	
		
					Hole In The Bottle		
	
","
	
	Kelsea Ballerini
"
70,"

	
	
		
					Tyler Herro		
	
","
	
	Jack Harlow
"
71,"

	
	
		
					Girl Like Me		
	
","
	
	Black Eyed Peas X Shakira
"
72,"

	
	
		
					Finesse Out The Gang Way		
	
","
	
	Lil Durk Featuring Lil Baby
"
73,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
74,"

	
	
		
					Lifestyle		
	
","
	
	Jason Derulo Featuring Adam Levine
"
75,"

	
	
		
					Momma's House		
	
","
	
	Dustin Lynch
"
76,"

	
	
		
					Masterpiece		
	
","
	
	DaBaby
"
77,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
78,"

	
	
		
					Opp Stoppa		
	
","
	
	YBN Nahmir Featuring 21 Savage
"
79,"

	
	
		
					Neighbors		
	
","
	
	Pooh Shiesty Featuring BIG30
"
80,"

	
	
		
					Somebody's Problem		
	
","
	
	Morgan Wallen
"
81,"

	
	
		
					You Got It		
	
","
	
	VEDO
"
82,"

	
	
		
					Bandido		
	
","
	
	Myke Towers & Juhn
"
83,"

	
	
		
					Moonwalking In Calabasas		
	
","
	
	DDG
"
84,"

	
	
		
					Drankin N Smokin		
	
","
	
	Future & Lil Uzi Vert
"
85,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
86,"

	
	
		
					Still Trappin'		
	
","
	
	Lil Durk & King Von
"
87,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
88,"

	
	
		
					Chicken Tendies		
	
","
	
	Clinton Kane
"
89,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
90,"

	
	
		
					ZaZa		
	
","
	
	6ix9ine
"
91,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
92,"

	
	
		
					Made For You		
	
","
	
	Jake Owen
"
93,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
94,"

	
	
		
					Afterglow		
	
","
	
	Ed Sheeran
"
95,"

	
	
		
					Cover Me Up		
	
","
	
	Morgan Wallen
"
96,"

	
	
		
					The Business		
	
","
	
	Tiesto
"
97,"

	
	
		
					Hello		
	
","
	
	Pop Smoke Featuring A Boogie Wit da Hoodie
"
98,"

	
	
		
					Monster		
	
","
	
	Shawn Mendes & Justin Bieber
"
99,"

	
	
		
					Track Star		
	
","
	
	Mooski
"
100,"

	
	
		
					Like I Want You		
	
","
	
	Giveon
"
