Number,Song Name,Artist Name
1,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
2,"

	
	
		
					Up		
	
","
	
	Cardi B
"
3,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
4,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
5,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
6,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
7,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
8,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
9,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
10,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
11,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
12,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
13,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
14,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
15,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
16,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
17,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
18,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
19,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
20,"

	
	
		
					Good Time		
	
","
	
	Niko Moon
"
21,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
22,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
23,"

	
	
		
					Good Days		
	
","
	
	SZA
"
24,"

	
	
		
					I Hope		
	
","
	
	Gabby Barrett Featuring Charlie Puth
"
25,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
26,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
27,"

	
	
		
					Better Together		
	
","
	
	Luke Combs
"
28,"

	
	
		
					Throat Baby (Go Baby)		
	
","
	
	BRS Kash
"
29,"

	
	
		
					Holy		
	
","
	
	Justin Bieber Featuring Chance The Rapper
"
30,"

	
	
		
					Put Your Records On		
	
","
	
	Ritt Momney
"
31,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
32,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
33,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
34,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
35,"

	
	
		
					Bang!		
	
","
	
	AJR
"
36,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
37,"

	
	
		
					No More Parties		
	
","
	
	Coi Leray Featuring Lil Durk
"
38,"

	
	
		
					Lemonade		
	
","
	
	Internet Money & Gunna Featuring Don Toliver & NAV
"
39,"

	
	
		
					Telepatia		
	
","
	
	Kali Uchis
"
40,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
41,"

	
	
		
					Lonely		
	
","
	
	Justin Bieber & benny blanco
"
42,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
43,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
44,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
45,"

	
	
		
					My Head And My Heart		
	
","
	
	Ava Max
"
46,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
47,"

	
	
		
					Laugh Now Cry Later		
	
","
	
	Drake Featuring Lil Durk
"
48,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
49,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
50,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
51,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
52,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
53,"

	
	
		
					Beers And Sunshine		
	
","
	
	Darius Rucker
"
54,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
55,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
56,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
57,"

	
	
		
					Buss It		
	
","
	
	Erica Banks
"
58,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
59,"

	
	
		
					Golden		
	
","
	
	Harry Styles
"
60,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
61,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
62,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
63,"

	
	
		
					La Noche de Anoche		
	
","
	
	Bad Bunny & Rosalia
"
64,"

	
	
		
					AP		
	
","
	
	Pop Smoke
"
65,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
