Number,Song Name,Artist Name
1,"

	
	
		
					All Too Well (Taylor's Version)		
	
","
	
	Taylor Swift
"
2,"

	
	
		
					Easy On Me		
	
","
	
	Adele
"
3,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
4,"

	
	
		
					Industry Baby		
	
","
	
	Lil Nas X & Jack Harlow
"
5,"

	
	
		
					Smokin Out The Window		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
6,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
7,"

	
	
		
					Shivers		
	
","
	
	Ed Sheeran
"
8,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
9,"

	
	
		
					Need To Know		
	
","
	
	Doja Cat
"
10,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
11,"

	
	
		
					Cold Heart (PNAU Remix)		
	
","
	
	Elton John & Dua Lipa
"
12,"

	
	
		
					Way 2 Sexy		
	
","
	
	Drake Featuring Future & Young Thug
"
13,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
14,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
15,"

	
	
		
					Essence		
	
","
	
	Wizkid Featuring Justin Bieber & Tems
"
16,"

	
	
		
					Beggin'		
	
","
	
	Maneskin
"
17,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
18,"

	
	
		
					State Of Grace (Taylor's Version)		
	
","
	
	Taylor Swift
"
19,"

	
	
		
					One Right Now		
	
","
	
	Post Malone & The Weeknd
"
20,"

	
	
		
					Already Dead		
	
","
	
	Juice WRLD
"
21,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
22,"

	
	
		
					I Bet You Think About Me (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift Featuring Chris Stapleton
"
23,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
24,"

	
	
		
					If I Didn't Love You		
	
","
	
	Jason Aldean & Carrie Underwood
"
25,"

	
	
		
					Red (Taylor's Version)		
	
","
	
	Taylor Swift
"
26,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
27,"

	
	
		
					Knife Talk		
	
","
	
	Drake Featuring 21 Savage & Project Pat
"
28,"

	
	
		
					Meet Me At Our Spot		
	
","
	
	THE ANXIETY: WILLOW & Tyler Cole
"
29,"

	
	
		
					Better Days		
	
","
	
	NEIKED X Mae Muller X Polo G
"
30,"

	
	
		
					Thinking 'Bout You		
	
","
	
	Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
"
31,"

	
	
		
					Girls Want Girls		
	
","
	
	Drake Featuring Lil Baby
"
32,"

	
	
		
					Cold As You		
	
","
	
	Luke Combs
"
33,"

	
	
		
					Ghost		
	
","
	
	Justin Bieber
"
34,"

	
	
		
					Love Nwantiti (Ah Ah Ah)		
	
","
	
	CKay
"
35,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
36,"

	
	
		
					All I Want For Christmas Is You		
	
","
	
	Mariah Carey
"
37,"

	
	
		
					My Universe		
	
","
	
	Coldplay x BTS
"
38,"

	
	
		
					Buy Dirt		
	
","
	
	Jordan Davis Featuring Luke Bryan
"
39,"

	
	
		
					Thats What I Want		
	
","
	
	Lil Nas X
"
40,"

	
	
		
					Happier Than Ever		
	
","
	
	Billie Eilish
"
41,"

	
	
		
					Pepas		
	
","
	
	Farruko
"
42,"

	
	
		
					You Should Probably Leave		
	
","
	
	Chris Stapleton
"
43,"

	
	
		
					Nothing New (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift Featuring Phoebe Bridgers
"
44,"

	
	
		
					Who Want Smoke??		
	
","
	
	Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage
"
45,"

	
	
		
					Message In A Bottle (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift
"
46,"

	
	
		
					I Knew You Were Trouble (Taylor's Version)		
	
","
	
	Taylor Swift
"
47,"

	
	
		
					Run (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift Featuring Ed Sheeran
"
48,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
49,"

	
	
		
					Bad Man (Smooth Criminal)		
	
","
	
	Polo G
"
50,"

	
	
		
					Same Boat		
	
","
	
	Zac Brown Band
"
51,"

	
	
		
					Better Man (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift
"
52,"

	
	
		
					22 (Taylor's Version)		
	
","
	
	Taylor Swift
"
53,"

	
	
		
					Doin' This		
	
","
	
	Luke Combs
"
54,"

	
	
		
					Treacherous (Taylor's Version)		
	
","
	
	Taylor Swift
"
55,"

	
	
		
					We Are Never Ever Getting Back Together (Taylor's Version)		
	
","
	
	Taylor Swift
"
56,"

	
	
		
					No Love		
	
","
	
	Summer Walker & SZA
"
57,"

	
	
		
					Wild Side		
	
","
	
	Normani Featuring Cardi B
"
58,"

	
	
		
					Have Mercy		
	
","
	
	Chloe
"
59,"

	
	
		
					I Almost Do (Taylor's Version)		
	
","
	
	Taylor Swift
"
60,"

	
	
		
					Chosen		
	
","
	
	Blxst & Tyga Featuring Ty Dolla $ign
"
