Number,Song Name,Artist Name
1,"

	
	
		
					Easy On Me		
	
","
	
	Adele
"
2,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
3,"

	
	
		
					Industry Baby		
	
","
	
	Lil Nas X & Jack Harlow
"
4,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
5,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
6,"

	
	
		
					Shivers		
	
","
	
	Ed Sheeran
"
7,"

	
	
		
					Way 2 Sexy		
	
","
	
	Drake Featuring Future & Young Thug
"
8,"

	
	
		
					Need To Know		
	
","
	
	Doja Cat
"
9,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
10,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
11,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
12,"

	
	
		
					Essence		
	
","
	
	Wizkid Featuring Justin Bieber & Tems
"
13,"

	
	
		
					Beggin'		
	
","
	
	Maneskin
"
14,"

	
	
		
					Cold Heart (PNAU Remix)		
	
","
	
	Elton John & Dua Lipa
"
15,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
16,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
17,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
18,"

	
	
		
					If I Didn't Love You		
	
","
	
	Jason Aldean & Carrie Underwood
"
19,"

	
	
		
					Thriller		
	
","
	
	Michael Jackson
"
20,"

	
	
		
					Traitor		
	
","
	
	Olivia Rodrigo
"
21,"

	
	
		
					Meet Me At Our Spot		
	
","
	
	THE ANXIETY: WILLOW & Tyler Cole
"
22,"

	
	
		
					Knife Talk		
	
","
	
	Drake Featuring 21 Savage & Project Pat
"
23,"

	
	
		
					My Universe		
	
","
	
	Coldplay x BTS
"
24,"

	
	
		
					Who Want Smoke??		
	
","
	
	Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage
"
25,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
26,"

	
	
		
					Girls Want Girls		
	
","
	
	Drake Featuring Lil Baby
"
27,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
28,"

	
	
		
					Happier Than Ever		
	
","
	
	Billie Eilish
"
29,"

	
	
		
					Better Days		
	
","
	
	NEIKED X Mae Muller X Polo G
"
30,"

	
	
		
					Pepas		
	
","
	
	Farruko
"
31,"

	
	
		
					Buy Dirt		
	
","
	
	Jordan Davis Featuring Luke Bryan
"
32,"

	
	
		
					Thats What I Want		
	
","
	
	Lil Nas X
"
33,"

	
	
		
					Love Nwantiti (Ah Ah Ah)		
	
","
	
	CKay
"
