Number,Song Name,Artist Name
1,"

	
	
		
					Easy On Me		
	
","
	
	Adele
"
2,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
3,"

	
	
		
					Industry Baby		
	
","
	
	Lil Nas X & Jack Harlow
"
4,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
5,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
6,"

	
	
		
					Way 2 Sexy		
	
","
	
	Drake Featuring Future & Young Thug
"
7,"

	
	
		
					Shivers		
	
","
	
	Ed Sheeran
"
8,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
9,"

	
	
		
					Need To Know		
	
","
	
	Doja Cat
"
10,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
11,"

	
	
		
					Essence		
	
","
	
	Wizkid Featuring Justin Bieber & Tems
"
12,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
13,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
14,"

	
	
		
					Beggin'		
	
","
	
	Maneskin
"
15,"

	
	
		
					Cold Heart (PNAU Remix)		
	
","
	
	Elton John & Dua Lipa
"
16,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
17,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
18,"

	
	
		
					If I Didn't Love You		
	
","
	
	Jason Aldean & Carrie Underwood
"
19,"

	
	
		
					Traitor		
	
","
	
	Olivia Rodrigo
"
20,"

	
	
		
					My Universe		
	
","
	
	Coldplay x BTS
"
21,"

	
	
		
					Who Want Smoke??		
	
","
	
	Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage
"
22,"

	
	
		
					Knife Talk		
	
","
	
	Drake Featuring 21 Savage & Project Pat
"
23,"

	
	
		
					Meet Me At Our Spot		
	
","
	
	THE ANXIETY: WILLOW & Tyler Cole
"
24,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
25,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
26,"

	
	
		
					Girls Want Girls		
	
","
	
	Drake Featuring Lil Baby
"
27,"

	
	
		
					Moth To A Flame		
	
","
	
	Swedish House Mafia & The Weeknd
"
28,"

	
	
		
					Let's Go Brandon		
	
","
	
	Bryson Gray Featuring Tyson James & Chandler Crump
"
29,"

	
	
		
					Thats What I Want		
	
","
	
	Lil Nas X
"
30,"

	
	
		
					Pepas		
	
","
	
	Farruko
"
31,"

	
	
		
					Love Nwantiti (Ah Ah Ah)		
	
","
	
	CKay
"
32,"

	
	
		
					Take My Breath		
	
","
	
	The Weeknd
"
33,"

	
	
		
					Happier Than Ever		
	
","
	
	Billie Eilish
"
