rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
26,"spotify:track:7qEUFOVcxRI19tbT68JcYK","Taylor Swift, Ed Sheeran","Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)","Taylor Swift",26,-1,1,"5182609"
27,"spotify:track:0v4z1tuZvn6LGknom9Qx7d","Taylor Swift","Babe (Taylor's Version) (From The Vault)","Taylor Swift",27,-1,1,"5099525"
28,"spotify:track:7J4b3LVCIGO4CMBDFLPoP6","Taylor Swift","Holy Ground (Taylor's Version)","Taylor Swift",28,-1,1,"4958889"
29,"spotify:track:04S1pkp1VaIqjg8zZqknR5","Taylor Swift","Enchanted","Big Machine Records, LLC",29,32,2,"4944251"
30,"spotify:track:1LPSkqVhWVRUkKE03YUkpB","Bruno Mars, Anderson .Paak, Silk Sonic","Leave The Door Open","Aftermath Entertainment/Atlantic",4,44,37,"4901018"
31,"spotify:track:6f5ExP43esnvdKPddwKXJH","NEIKED, Mae Muller, Polo G","Better Days (NEIKED x Mae Muller x Polo G)","Capitol Records UK / EMI",6,10,5,"4832177"
32,"spotify:track:0k1WUmIRnG3xU6fvvDVfRG","Drake, Future, Young Thug","Way 2 Sexy (with Future & Young Thug)","OVO",1,11,11,"4806917"
33,"spotify:track:00Blm7zeNqgYLPtW6zg8cj","Post Malone, The Weeknd","One Right Now (with The Weeknd)","Republic Records",1,1,2,"4800680"
34,"spotify:track:3oGVx9RBmiYGv5ZCecWLkx","Taylor Swift","Forever Winter (Taylor's Version) (From The Vault)","Taylor Swift",34,-1,1,"4782460"
35,"spotify:track:05GsNucq8Bngd9fnd4fRa0","Taylor Swift","Begin Again (Taylor's Version)","Taylor Swift",35,-1,1,"4742884"
36,"spotify:track:3Vi5XqYrmQgOYBajMWSvCi","Doja Cat","Need to Know","Kemosabe Records/RCA Records",4,12,23,"4537293"
37,"spotify:track:4e5ayHsOLJNLTGfjau2mEw","Taylor Swift","The Lucky One (Taylor's Version)","Taylor Swift",37,-1,1,"4504570"
38,"spotify:track:73qMN9bXy7MSPwwGfH3wQr","Taylor Swift","Sad Beautiful Tragic (Taylor's Version)","Taylor Swift",38,-1,1,"4450508"
39,"spotify:track:4pNApnaUWAL2J4KO2eqokq","Taylor Swift","Come Back...Be Here (Taylor's Version)","Taylor Swift",39,-1,1,"4361726"
40,"spotify:track:0NRHj8hDwwmSPaA41o379r","Taylor Swift","The Moment I Knew (Taylor's Version)","Taylor Swift",40,-1,1,"4360038"
41,"spotify:track:7A2cNLRT0YJc1yjxHlKihs","Taylor Swift","Starlight (Taylor's Version)","Taylor Swift",41,-1,1,"4354465"
42,"spotify:track:50nfwKoDiSYg8zOCREWAm5","Ed Sheeran","Shivers","Atlantic Records UK",8,13,10,"4310647"
43,"spotify:track:3QFInJAm9eyaho5vBzxInN","Baby Keem, Kendrick Lamar","family ties (with Kendrick Lamar)","Columbia",8,17,12,"4111116"
44,"spotify:track:7rglLriMNBPAyuJOMGwi39","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",21,21,13,"3993018"
45,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",1,14,27,"3931261"
46,"spotify:track:07MDkzWARZaLEdKxo6yArG","THE ANXIETY, WILLOW, Tyler Cole","Meet Me At Our Spot","MSFTSMusic / Roc Nation Records, LLC",10,16,13,"3911506"
47,"spotify:track:0DMVrlMUn01M0IcpDbwgu7","Taylor Swift","Girl At Home (Taylor's Version)","Taylor Swift",47,-1,1,"3892389"
48,"spotify:track:3DarAbFujv6eYNliUTyqtz","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",1,18,32,"3861487"
49,"spotify:track:7HEWQj82REyDOKMAAlB9pc","Bruno Mars, Anderson .Paak, Silk Sonic","Fly As Me","Aftermath Entertainment/Atlantic",49,-1,1,"3645694"
50,"spotify:track:7ozvuHnA1zWzuTvReLChVL","Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins","After Last Night (with Thundercat & Bootsy Collins)","Aftermath Entertainment/Atlantic",50,-1,1,"3622857"
51,"spotify:track:4R67rQNSbbsR4TdUVOIdez","Travis Scott","ESCAPE PLAN","Cactus Jack/Epic",4,4,2,"3591149"
52,"spotify:track:5jAIouBES8LWMiriuNq170","Taylor Swift","State Of Grace (Acoustic Version) (Taylor's Version)","Taylor Swift",52,-1,1,"3581708"
53,"spotify:track:71l8BEtJPXXlWbV6hhTHWK","Bruno Mars, Anderson .Paak, Silk Sonic","Skate","Aftermath Entertainment/Atlantic",17,103,6,"3523264"
54,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",12,19,21,"3498243"
55,"spotify:track:37y7iDayfwm3WXn5BiAoRk","Steve Lacy","Dark Red","Three Quarter",23,23,15,"3432667"
56,"spotify:track:21afd9hCjpQ6lE5DPbcPHP","Bruno Mars, Anderson .Paak, Silk Sonic","Blast Off","Aftermath Entertainment/Atlantic",56,-1,1,"3393474"
57,"spotify:track:5U4laaEEChW8FOtZXCu8C7","Bruno Mars, Anderson .Paak, Silk Sonic","Put On A Smile","Aftermath Entertainment/Atlantic",57,-1,1,"3349947"
58,"spotify:track:3rmo8F54jFF8OgYsqTxm5d","Ed Sheeran","Bad Habits","Atlantic Records UK",7,20,21,"3322251"
59,"spotify:track:4RVwu0g32PAqgUiJoXsdF8","Billie Eilish","Happier Than Ever","Darkroom/Interscope Records",3,22,16,"3311210"
60,"spotify:track:09gysnJpfQ3ublBmJDfcEC","Amaarae, Kali Uchis, Moliy","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","0207 Def Jam",36,36,3,"3303369"
61,"spotify:track:7nWui6jiMM2m9qFmET1Mtj","Taylor Swift","Ronan (Taylor's Version)","Taylor Swift",61,-1,1,"3277110"
62,"spotify:track:3NqBxTOMCJ3zW9CIP51td4","Eslabon Armado, DannyLux","Jugaste y Sufrí","DEL Records",23,31,13,"3163026"
63,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",19,28,65,"3149579"
64,"spotify:track:29TPjc8wxfz4XMn21O7VsZ","Playboi Carti","Sky","AWGE/Interscope Records",35,35,13,"3108538"
65,"spotify:track:4XvcHTUfIlWfyJTRG0aqlo","Sleepy Hallow","2055","Winners Circle/RCA Records",8,29,22,"3095500"
66,"spotify:track:0WSEq9Ko4kFPt8yo3ICd6T","Kanye West","Praise God","Rock The World/IDJ/Kanye LP7",7,33,12,"3091284"
67,"spotify:track:40iJIUlhi6renaREYGeIDS","Drake, Travis Scott","Fair Trade (with Travis Scott)","OVO",3,30,11,"3058927"
68,"spotify:track:0e8nrvls4Qqv5Rfa2UhqmO","Lil Nas X","THATS WHAT I WANT","Columbia",4,24,9,"3058335"
69,"spotify:track:1SC5rEoYDGUK4NfG82494W","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,25,34,"3047296"
70,"spotify:track:4so0Wek9Ig1p6CRCHuINwW","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","White Christmas - 1947 Version","Geffen",10,-1,24,"3031376"
71,"spotify:track:4yNoUQkYf1QF8iYlEzNynH","Nardo Wick, G Herbo, Lil Durk, 21 Savage","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Not specified",23,26,6,"3030642"
72,"spotify:track:4zm8xZiV5FxJu62EHEvZaT","Bruno Mars, Anderson .Paak, Silk Sonic","777","Aftermath Entertainment/Atlantic",72,-1,1,"3002963"
73,"spotify:track:6dmXZ9B5HdFAyzHeTneYBK","ROSALÍA, The Weeknd","LA FAMA","Columbia",73,-1,1,"2920405"
74,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",1,58,36,"2895155"
75,"spotify:track:18vXApRmJSgQ6wG2ll9AOg","Polo G","RAPSTAR","Columbia",1,39,32,"2885798"
76,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",3,27,26,"2876772"
77,"spotify:track:2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas","Sony Music Latin",20,34,17,"2855952"
78,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",45,45,6,"2828949"
79,"spotify:track:0k4d5YPDr1r7FX77VdqWez","Doja Cat, The Weeknd","You Right","Kemosabe Records/RCA Records",4,43,21,"2808260"
80,"spotify:track:4GyD3o5hWoyCuYpdlzZlRL","Luke Combs","Doin' This","River House Artists/Columbia Nashville",80,-1,1,"2727585"
81,"spotify:track:1r9xUipOqoNwggBpENDsvJ","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","KIDinaKORNER/Interscope Records",81,139,3,"2683433"
82,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",4,37,59,"2607179"
83,"spotify:track:08SB2OtZkaliju77WYEKxk","Summer Walker, SZA","No Love (with SZA)","LVRN/Interscope Records",15,15,2,"2592150"
84,"spotify:track:0lnpnsrVaW9elGgRxpDCgE","Walker Hayes","Fancy Like","Monument Records",22,41,21,"2544134"
85,"spotify:track:2Xr1dTzJee307rmrkt8c0g","CKay","love nwantiti (ah ah ah)","Chocolate City Music",30,40,9,"2541280"
86,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",5,42,22,"2540496"
87,"spotify:track:62vpWI1CHwFy7tMIcSStl8","J. Cole","No Role Modelz","Roc Nation Records LLC",43,49,197,"2535420"
88,"spotify:track:2gpWyfu7eZ01zzncHpxOtA","Swedish House Mafia, The Weeknd","Moth To A Flame (with The Weeknd)","Republic Records",5,38,4,"2492765"
89,"spotify:track:0W6I02J9xcqK8MtSeosEXb","Doja Cat","Get Into It (Yuh)","Kemosabe Records/RCA Records",18,47,21,"2475362"
90,"spotify:track:5joiME4fAdb6FqrsXOs3u9","Bruno Mars, Anderson .Paak, Silk Sonic","Silk Sonic Intro","Aftermath Entertainment/Atlantic",90,-1,1,"2472580"
91,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,53,103,"2412735"
92,"spotify:track:1Ov37jtRQ2YNAe8HzfczkL","Taylor Swift","Wildest Dreams (Taylor's Version)","Taylor Swift",20,135,9,"2410421"
93,"spotify:track:2gQPv5jvVPqU2a9HhMNO1v","BoyWithUke","Toxic","Republic Records",57,57,3,"2386611"
94,"spotify:track:1zwvbkUqTozLnmIECvBfgs","DaBaby","ROOF","South Coast Music / Interscope PS",94,-1,1,"2351834"
95,"spotify:track:7EkWXAI1wn8Ii883ecd9xr","Surf Curse","Freaks","Surf Curse",31,54,30,"2327534"
96,"spotify:track:37Nqx7iavZpotJSDXZWbJ3","Drake, Lil Baby","Girls Want Girls (with Lil Baby)","OVO",1,52,11,"2320597"
97,"spotify:track:65OVbaJR5O1RmwOQx0875b","Drake, Lil Baby","Wants and Needs (feat. Lil Baby)","OVO",2,60,37,"2315651"
98,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",24,51,9,"2307102"
99,"spotify:track:2EBnvom1dTybtm75a3Xh1T","Tate McRae","feel like shit","RCA Records Label",99,-1,1,"2295740"
100,"spotify:track:1z7LV5wkExwW8YJk0IrPUA","NLE Choppa, Polo G","Jumpin (feat. Polo G)","Warner Records",48,48,2,"2292744"
101,"spotify:track:0eu4C55hL6x29mmeAjytzC","Oliver Tree","Life Goes On","Atlantic Records",31,50,10,"2240938"
102,"spotify:track:2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree","MCA Nashville",1,132,31,"2235213"
103,"spotify:track:7nc7mlSdWYeFom84zZ8Wr8","Cochise, $NOT","Tell Em","Columbia",26,68,25,"2223264"
104,"spotify:track:6Hfu9sc7jvv6coyy2LlzBF","Kanye West","Hurricane","Rock The World/IDJ/Kanye LP7",1,64,12,"2207666"
105,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment/Interscope Records",27,46,7,"2192791"
106,"spotify:track:5gZYpjakt37G3c58FKcQwJ","Trippie Redd, Playboi Carti","Miss The Rage","Homemade Projects / 10K Projects",4,67,28,"2184797"
107,"spotify:track:0uxSUdBrJy9Un0EYoBowng","Lil Uzi Vert","20 Min","Generation Now/Atlantic",67,72,93,"2160557"
108,"spotify:track:08F16baYbciTva9P4BvpiI","Travis Scott","MAFIA","Cactus Jack/Epic",9,9,2,"2154818"
109,"spotify:track:4cHKd6qPMR1TMx55KHlida","The Rare Occasions","Notion","Elektra (NEK)",90,90,5,"2131420"
110,"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Republic Records",1,74,161,"2117174"
111,"spotify:track:5lAnYvAIkSDNXqfo7DyFUm","Doja Cat","Ain't Shit","Kemosabe Records/RCA Records",4,62,21,"2103899"
112,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",2,63,33,"2100742"
113,"spotify:track:4KDNRh9Oor80z3XIxdWlui","Young Thug, Drake, Travis Scott","Bubbly (with Drake & Travis Scott)","300 Entertainment/Atl",8,79,5,"2094992"
114,"spotify:track:7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock","Geffen",3,168,30,"2094834"
115,"spotify:track:4VXIryQMWpIdGgYR4TrjT1","Juice WRLD","All Girls Are The Same","Juice WRLD Mixtape / ISR P&D",13,86,186,"2074739"
116,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",19,55,8,"2072966"
117,"spotify:track:5wANPM4fQCJwkGd4rN57mH","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",1,69,45,"2059184"
118,"spotify:track:30QR0ndUdiiMQMA9g1PGCm","$uicideboy$","...And to Those I Love, Thanks for Sticking Around","G59 Records",37,76,34,"2032584"
119,"spotify:track:135Lf4Q0CzlMNfOxbEUsLH","Benson Boone","GHOST TOWN","Night Street Records, Inc./Warner Records Inc.",65,65,4,"2007312"
120,"spotify:track:4eL3XeuGaEoVT8ttDh3hwY","Gunna, Future","too easy","300 Entertainment",28,80,8,"2002290"
121,"spotify:track:6O5TrlFWTYvznd9fMC0VvU","Adele","When We Were Young","XL Recordings",35,113,6,"2001894"
122,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",1,101,185,"1975739"
123,"spotify:track:4pvb0WLRcMtbPGmtejJJ6y","Taylor Swift, Bon Iver","exile (feat. Bon Iver)","Taylor Swift",3,155,20,"1972735"
124,"spotify:track:2vWBUC9djv6BtiGlmKiQaH","Yot Club","YKWIM?","yot club under exclusive license to Amuseio AB",63,78,20,"1972735"
125,"spotify:track:1VLtjHwRWOVJiE5Py7JxoQ","Polo G","Martin & Gina","Columbia",23,89,68,"1967458"
126,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",1,81,116,"1964123"
127,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",72,83,68,"1949726"
128,"spotify:track:6G2xXQRSZlEzYsUEb3uvuR","Ivan Cornejo","Está Dañada","Manzana Records, Inc.",44,73,7,"1948464"
129,"spotify:track:3T9BKc4kB7ukeNQrCqv6ZV","Meek Mill, Lil Durk, Lil Baby","Sharing Locations (feat. Lil Baby & Lil Durk)","MMG/Atlantic",26,71,12,"1940582"
130,"spotify:track:3jfZ9M23l0L7RxzYMTgBTv","Joy Again","Looking Out for You","Arista Records",77,77,9,"1937123"
131,"spotify:track:7H0ya83CMmgFcOhw0UB6ow","Beach House","Space Song","Sub Pop Records",92,92,19,"1917906"
132,"spotify:track:3YJJjQPAbDT7mGpX3WtQ9A","SZA","Good Days","Top Dawg Entertainment/RCA Records",1,84,47,"1900790"
133,"spotify:track:0RYHqnmtNRfbYxP6Dn8Vse","siouxxie sixxsta","masquerade","Elektra (NEK)",83,94,6,"1898103"
134,"spotify:track:2JPLbjOn0wPCngEot2STUS","Bad Bunny","Yonaguni","Rimas Entertainment LLC",5,95,24,"1888344"
135,"spotify:track:1WQ40xJSvgDmD9K7ckJwux","Jason Aldean, Carrie Underwood","If I Didn’t Love You","Broken Bow Records",47,170,11,"1883234"
136,"spotify:track:4fouWK6XVHhzl78KzQ1UjL","GAYLE","abcdefu","Atlantic/Arthouse Records",136,-1,1,"1867232"
137,"spotify:track:4gzsuuZypVbxs0Af1LSZyB","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Neon16",18,88,7,"1854449"
138,"spotify:track:2ZXxRC6V6AXzMdbLQZMHSB","Lil Tecca","LOT OF ME","Galactic / Republic Records",65,105,9,"1844818"
139,"spotify:track:5lkpeJwmQKgY3bX2zChjxX","Adele","Someone Like You","XL Recordings",45,152,5,"1837245"
140,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",5,98,30,"1834670"
141,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",1,117,71,"1824947"
142,"spotify:track:0rKtyWc8bvkriBthvHKY8d","Joji","SLOW DANCING IN THE DARK","88rising Music/Warner Records",29,107,165,"1815180"
143,"spotify:track:7CC6UbCs4iGsePSzFxYxNn","Kanye West","Moon","Rock The World/IDJ/Kanye LP7",6,104,12,"1803858"
144,"spotify:track:7GX5flRQZVHRAGd6B4TmDO","Lil Uzi Vert","XO Tour Llif3","Generation Now/Atlantic",2,111,240,"1796318"
145,"spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp","Giveon","Heartbreak Anniversary","Epic/Not So Fast",9,109,41,"1792372"
146,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Cactus Jack / Epic",8,87,255,"1792136"
147,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",105,108,44,"1791450"
148,"spotify:track:0lLdorYw7lVrJydTINhWdI","Michael Bublé","It's Beginning to Look a Lot like Christmas","143/Reprise",7,-1,27,"1788243"
149,"spotify:track:5E30LdtzQTGqRvNd7l6kG5","The Neighbourhood","Daddy Issues","Columbia",59,102,62,"1785785"
150,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",4,106,105,"1785648"
151,"spotify:track:1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year","Columbia",4,-1,28,"1778871"
152,"spotify:track:7m9OqQk4RVRkw9JJdeAw96","XXXTENTACION","Jocelyn Flores","Bad Vibes Forever / EMPIRE",3,112,221,"1773546"
153,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",1,136,71,"1772855"
154,"spotify:track:20on25jryn53hWghthWWW3","ACRAZE, Cherish","Do It To It","Thrive Music, LLC",154,-1,1,"1772255"
155,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",1,99,35,"1750593"
156,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",121,-1,2,"1740139"
157,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",3,145,144,"1731718"
158,"spotify:track:6cUHiQEECDl5m3WFGQ1GCR","Trippie Redd, Polo G, Lil Durk","Rich MF (feat. Lil Durk)","Homemade Projects / 10K Projects",21,116,13,"1725669"
159,"spotify:track:2yBb1CRq98SSWRuDSn36SZ","Kanye West, André 3000","Life Of The Party (with André 3000)","Getting Out Our Dreams II, LLC / Def Jam Recordings",159,-1,1,"1721140"
160,"spotify:track:6LNoArVBBVZzUTUiAX2aKO","Kanye West","Off The Grid","Rock The World/IDJ/Kanye LP7",4,182,12,"1720987"
161,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",55,138,20,"1704414"
162,"spotify:track:4jPy3l0RUwlUI9T5XHBW2m","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",2,119,67,"1704084"
163,"spotify:track:78QR3Wp35dqAhFEc2qAGjE","Lil Baby, Gunna","Drip Too Hard (Lil Baby & Gunna)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,126,159,"1701641"
164,"spotify:track:69AIpwGNLxr4qS1X5ynx60","Jordan Davis, Luke Bryan","Buy Dirt","MCA Nashville",83,114,14,"1698819"
165,"spotify:track:4MzXwWMhyBbmu6hOcLVD49","Bad Bunny, Jhayco","DÁKITI","Rimas Entertainment LLC",1,128,55,"1691700"
166,"spotify:track:7kDUspsoYfLkWnZR7qwHZl","Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",11,110,67,"1691251"
167,"spotify:track:5OJmt1xiOHZJGx8wTUAjEC","iann dior","let you","10K Projects",167,-1,1,"1688131"
168,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",74,120,37,"1685903"
169,"spotify:track:51pshtuYkgUQnt5huMPbKL","Mac Miller, Empire of the Sun","The Spins","Rostrum Records",91,124,38,"1677891"
170,"spotify:track:2BJSMvOGABRxokHKB0OI8i","Playboi Carti, Lil Uzi Vert","Shoota (feat. Lil Uzi Vert)","AWGE Label",27,122,37,"1673857"
171,"spotify:track:32BeYxKPrig1LefHsC0Xuo","Billie Eilish","Happier Than Ever - Edit","Darkroom/Interscope Records",74,100,10,"1671474"
172,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","Wham!","Last Christmas","Epic",5,-1,29,"1667580"
173,"spotify:track:6IAZHEBUIGJ6NJKxxOBIEr","Adele","Rolling in the Deep","XL Recordings",54,-1,4,"1659924"
174,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",2,162,51,"1655345"
175,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,129,63,"1651262"
176,"spotify:track:4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)","CAPITOL CATALOG MKT (C92)",12,-1,23,"1644762"
177,"spotify:track:3cBsEDNhFI9E82vPj3kvi3","Morgan Wallen","Wasted On You","Big Loud / Republic",3,165,43,"1644672"
178,"spotify:track:6tDDoYIxWvMLTdKpjFkc1B","Kali Uchis","telepatía","EMI / Interscope",4,133,40,"1643566"
179,"spotify:track:0Fs9cdPDhptWEDJmiCbkEW","J. Cole, Cults, Amber Coffman","She Knows (feat. Amber Coffman & Cults)","Roc Nation LLC",74,134,16,"1625350"
180,"spotify:track:4mIHgQ3ofK2RK34UdbqMbe","Key Glock","Ambition For Cash","Paper Route EMPIRE",154,154,2,"1624995"
