Number,Song Name,Artist Name
1,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
2,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
3,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
4,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
5,"

	
	
		
					Industry Baby		
	
","
	
	Lil Nas X & Jack Harlow
"
6,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
7,"

	
	
		
					Butter		
	
","
	
	BTS
"
8,"

	
	
		
					Deja Vu		
	
","
	
	Olivia Rodrigo
"
9,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
10,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
11,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
12,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
13,"

	
	
		
					Essence		
	
","
	
	Wizkid Featuring Justin Bieber & Tems
"
14,"

	
	
		
					Need To Know		
	
","
	
	Doja Cat
"
15,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
16,"

	
	
		
					Take My Breath		
	
","
	
	The Weeknd
"
17,"

	
	
		
					Rumors		
	
","
	
	Lizzo Featuring Cardi B
"
18,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
19,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
20,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
21,"

	
	
		
					Leave Before You Love Me		
	
","
	
	Marshmello X Jonas Brothers
"
22,"

	
	
		
					Happier Than Ever		
	
","
	
	Billie Eilish
"
23,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
24,"

	
	
		
					Waves		
	
","
	
	Luke Bryan
"
25,"

	
	
		
					Every Chance I Get		
	
","
	
	DJ Khaled Featuring Lil Baby & Lil Durk
"
26,"

	
	
		
					Pepas		
	
","
	
	Farruko
"
27,"

	
	
		
					Thot Shit		
	
","
	
	Megan Thee Stallion
"
28,"

	
	
		
					Traitor		
	
","
	
	Olivia Rodrigo
"
29,"

	
	
		
					Beggin'		
	
","
	
	Maneskin
"
30,"

	
	
		
					Arcade		
	
","
	
	Duncan Laurence
"
31,"

	
	
		
					Late At Night		
	
","
	
	Roddy Ricch
"
32,"

	
	
		
					Things A Man Oughta Know		
	
","
	
	Lainey Wilson
"
33,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
34,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
35,"

	
	
		
					Wockesha		
	
","
	
	Moneybagg Yo
"
36,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
37,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
38,"

	
	
		
					Skate		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
39,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
40,"

	
	
		
					Rapstar		
	
","
	
	Polo G
"
41,"

	
	
		
					We Didn't Have Much		
	
","
	
	Justin Moore
"
42,"

	
	
		
					Country Again		
	
","
	
	Thomas Rhett
"
43,"

	
	
		
					Famous Friends		
	
","
	
	Chris Young + Kane Brown
"
44,"

	
	
		
					If I Didn't Love You		
	
","
	
	Jason Aldean & Carrie Underwood
"
45,"

	
	
		
					Cold Beer Calling My Name		
	
","
	
	Jameson Rodgers Featuring Luke Combs
"
46,"

	
	
		
					Lil Bit		
	
","
	
	Nelly & Florida Georgia Line
"
47,"

	
	
		
					Beautiful Mistakes		
	
","
	
	Maroon 5 Featuring Megan Thee Stallion
"
48,"

	
	
		
					Summer Of Love		
	
","
	
	Shawn Mendes & Tainy
"
49,"

	
	
		
					Matt Hardy 999		
	
","
	
	Trippie Redd Featuring Juice WRLD
"
50,"

	
	
		
					Whole Lotta Money		
	
","
	
	BIA Featuring Nicki Minaj
"
51,"

	
	
		
					2055		
	
","
	
	Sleepy Hallow
"
52,"

	
	
		
					A-O-K		
	
","
	
	Tai Verdes
"
53,"

	
	
		
					Drinkin' Beer. Talkin' God. Amen.		
	
","
	
	Chase Rice Featuring Florida Georgia Line
"
54,"

	
	
		
					Love Again		
	
","
	
	Dua Lipa
"
55,"

	
	
		
					Volvi		
	
","
	
	Aventura x Bad Bunny
"
56,"

	
	
		
					Rich MF		
	
","
	
	Trippie Redd Featuring Lil Durk & Polo G
"
57,"

	
	
		
					Todo de Ti		
	
","
	
	Rauw Alejandro
"
58,"

	
	
		
					Yonaguni		
	
","
	
	Bad Bunny
"
59,"

	
	
		
					Wild Side		
	
","
	
	Normani Featuring Cardi B
"
60,"

	
	
		
					Already Won		
	
","
	
	Rod Wave Featuring Lil Durk
"
61,"

	
	
		
					Single Saturday Night		
	
","
	
	Cole Swindell
"
62,"

	
	
		
					Drunk (And I Don't Wanna Go Home)		
	
","
	
	Elle King & Miranda Lambert
"
63,"

	
	
		
					I Was On A Boat That Day		
	
","
	
	Old Dominion
"
64,"

	
	
		
					Motley Crew		
	
","
	
	Post Malone
"
65,"

	
	
		
					Ain't Shit		
	
","
	
	Doja Cat
"
66,"

	
	
		
					Memory		
	
","
	
	Kane Brown X blackbear
"
67,"

	
	
		
					Betrayal		
	
","
	
	Trippie Redd Featuring Drake
"
68,"

	
	
		
					Get Into It (Yuh)		
	
","
	
	Doja Cat
"
69,"

	
	
		
					Don't Go		
	
","
	
	Skrillex, Justin Bieber & Don Toliver
"
70,"

	
	
		
					Woman		
	
","
	
	Doja Cat
"
71,"

	
	
		
					Don't Go Yet		
	
","
	
	Camila Cabello
"
72,"

	
	
		
					Tombstone		
	
","
	
	Rod Wave
"
73,"

	
	
		
					One Mississippi		
	
","
	
	Kane Brown
"
74,"

	
	
		
					Gyalis		
	
","
	
	Capella Grey
"
75,"

	
	
		
					Visiting Hours		
	
","
	
	Ed Sheeran
"
76,"

	
	
		
					You Should Probably Leave		
	
","
	
	Chris Stapleton
"
77,"

	
	
		
					Memory I Don't Mess With		
	
","
	
	Lee Brice
"
78,"

	
	
		
					Holy Smokes		
	
","
	
	Trippie Redd Featuring Lil Uzi Vert
"
79,"

	
	
		
					Miss The Rage		
	
","
	
	Trippie Redd & Playboi Carti
"
80,"

	
	
		
					Cold As You		
	
","
	
	Luke Combs
"
81,"

	
	
		
					My Boy		
	
","
	
	Elvie Shane
"
82,"

	
	
		
					You		
	
","
	
	Regard x Troye Sivan x Tate McRae
"
83,"

	
	
		
					Come Through		
	
","
	
	H.E.R. Featuring Chris Brown
"
84,"

	
	
		
					Buy Dirt		
	
","
	
	Jordan Davis Featuring Luke Bryan
"
85,"

	
	
		
					You Time		
	
","
	
	Scotty McCreery
"
86,"

	
	
		
					MP5		
	
","
	
	Trippie Redd Featuring SoFaygo
"
87,"

	
	
		
					Paralyzed		
	
","
	
	Sueco
"
88,"

	
	
		
					Baddest		
	
","
	
	Yung Bleu, Chris Brown & 2 Chainz
"
89,"

	
	
		
					Brutal		
	
","
	
	Olivia Rodrigo
"
90,"

	
	
		
					I Guess I'm In Love		
	
","
	
	Clinton Kane
"
91,"

	
	
		
					Get Ready		
	
","
	
	Rod Wave Featuring Kodak Black
"
92,"

	
	
		
					Danny Phantom		
	
","
	
	Trippie Redd Featuring XXXTENTACION
"
93,"

	
	
		
					What's Wrong		
	
","
	
	Rod Wave
"
94,"

	
	
		
					Demon Time		
	
","
	
	Trippie Redd Featuring Ski Mask The Slump God
"
95,"

	
	
		
					Knowing You		
	
","
	
	Kenny Chesney
"
96,"

	
	
		
					Tick Tock		
	
","
	
	Young Thug
"
97,"

	
	
		
					Permission To Dance		
	
","
	
	BTS
"
98,"

	
	
		
					AM		
	
","
	
	Nio Garcia X J Balvin X Bad Bunny
"
99,"

	
	
		
					Time Heals		
	
","
	
	Rod Wave
"
100,"

	
	
		
					Thinking 'Bout You		
	
","
	
	Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
"
