Number,Song Name,Artist Name
1,"

	
	
		
					Way 2 Sexy		
	
","
	
	Drake Featuring Future & Young Thug
"
2,"

	
	
		
					Girls Want Girls		
	
","
	
	Drake Featuring Lil Baby
"
3,"

	
	
		
					Fair Trade		
	
","
	
	Drake Featuring Travis Scott
"
4,"

	
	
		
					Champagne Poetry		
	
","
	
	Drake
"
5,"

	
	
		
					Knife Talk		
	
","
	
	Drake Featuring 21 Savage & Project Pat
"
6,"

	
	
		
					Stay		
	
","
	
	The Kid LAROI & Justin Bieber
"
7,"

	
	
		
					In The Bible		
	
","
	
	Drake Featuring Lil Durk & Giveon
"
8,"

	
	
		
					Papi's Home		
	
","
	
	Drake
"
9,"

	
	
		
					TSU		
	
","
	
	Drake
"
10,"

	
	
		
					Love All		
	
","
	
	Drake Featuring JAY-Z
"
11,"

	
	
		
					No Friends In The Industry		
	
","
	
	Drake
"
12,"

	
	
		
					N 2 Deep		
	
","
	
	Drake Featuring Future
"
13,"

	
	
		
					Bad Habits		
	
","
	
	Ed Sheeran
"
14,"

	
	
		
					Pipe Down		
	
","
	
	Drake
"
15,"

	
	
		
					Good 4 U		
	
","
	
	Olivia Rodrigo
"
16,"

	
	
		
					7am On Bridle Path		
	
","
	
	Drake
"
17,"

	
	
		
					Butter		
	
","
	
	BTS
"
18,"

	
	
		
					Race My Mind		
	
","
	
	Drake
"
19,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
20,"

	
	
		
					Industry Baby		
	
","
	
	Lil Nas X & Jack Harlow
"
21,"

	
	
		
					Fancy Like		
	
","
	
	Walker Hayes
"
22,"

	
	
		
					IMY2		
	
","
	
	Drake Featuring Kid Cudi
"
23,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
24,"

	
	
		
					Yebba's Heartbreak		
	
","
	
	Drake & Yebba
"
25,"

	
	
		
					You Only Live Twice		
	
","
	
	Drake Featuring Lil Wayne & Rick Ross
"
26,"

	
	
		
					Fountains		
	
","
	
	Drake Featuring Tems
"
27,"

	
	
		
					Get Along Better		
	
","
	
	Drake Featuring Ty Dolla $ign
"
28,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
29,"

	
	
		
					Hurricane		
	
","
	
	Kanye West
"
30,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
31,"

	
	
		
					Deja Vu		
	
","
	
	Olivia Rodrigo
"
32,"

	
	
		
					Fucking Fans		
	
","
	
	Drake
"
33,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
34,"

	
	
		
					Essence		
	
","
	
	Wizkid Featuring Justin Bieber & Tems
"
35,"

	
	
		
					The Remorse		
	
","
	
	Drake
"
36,"

	
	
		
					You Right		
	
","
	
	Doja Cat & The Weeknd
"
37,"

	
	
		
					Take My Breath		
	
","
	
	The Weeknd
"
38,"

	
	
		
					Need To Know		
	
","
	
	Doja Cat
"
39,"

	
	
		
					Beggin'		
	
","
	
	Maneskin
"
40,"

	
	
		
					Leave Before You Love Me		
	
","
	
	Marshmello X Jonas Brothers
"
41,"

	
	
		
					Off The Grid		
	
","
	
	Kanye West
"
42,"

	
	
		
					Happier Than Ever		
	
","
	
	Billie Eilish
"
43,"

	
	
		
					If I Didn't Love You		
	
","
	
	Jason Aldean & Carrie Underwood
"
44,"

	
	
		
					Family Ties		
	
","
	
	Baby Keem & Kendrick Lamar
"
45,"

	
	
		
					Pepas		
	
","
	
	Farruko
"
46,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
47,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
48,"

	
	
		
					Waves		
	
","
	
	Luke Bryan
"
49,"

	
	
		
					Traitor		
	
","
	
	Olivia Rodrigo
"
50,"

	
	
		
					Moon		
	
","
	
	Kanye West
"
51,"

	
	
		
					Things A Man Oughta Know		
	
","
	
	Lainey Wilson
"
52,"

	
	
		
					Country Again		
	
","
	
	Thomas Rhett
"
53,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
54,"

	
	
		
					Arcade		
	
","
	
	Duncan Laurence
"
55,"

	
	
		
					Rumors		
	
","
	
	Lizzo Featuring Cardi B
"
56,"

	
	
		
					Cold Beer Calling My Name		
	
","
	
	Jameson Rodgers Featuring Luke Combs
"
57,"

	
	
		
					Thot Shit		
	
","
	
	Megan Thee Stallion
"
58,"

	
	
		
					Jail		
	
","
	
	Kanye West
"
59,"

	
	
		
					Late At Night		
	
","
	
	Roddy Ricch
"
60,"

	
	
		
					A-O-K		
	
","
	
	Tai Verdes
"
61,"

	
	
		
					I Was On A Boat That Day		
	
","
	
	Old Dominion
"
62,"

	
	
		
					Wockesha		
	
","
	
	Moneybagg Yo
"
63,"

	
	
		
					Sharing Locations		
	
","
	
	Meek Mill Featuring Lil Baby & Lil Durk
"
64,"

	
	
		
					Every Chance I Get		
	
","
	
	DJ Khaled Featuring Lil Baby & Lil Durk
"
65,"

	
	
		
					Ok Ok		
	
","
	
	Kanye West
"
66,"

	
	
		
					Praise God		
	
","
	
	Kanye West
"
