title; rank; date; artist; chart
Save Your Tears;188;01/10/2021;The Weeknd;top200
Expensive Pain;189;01/10/2021;Meek Mill;top200
ROCKSTAR (feat. Roddy Ricch);190;01/10/2021;DaBaby;top200
Heartless;191;01/10/2021;Kanye West;top200
El Incomprendido;192;01/10/2021;Farruko, Victor Cardenas, Dj Adoni;top200
The Less I Know The Better;193;01/10/2021;Tame Impala;top200
Don't Stop Believin';194;01/10/2021;Journey;top200
For Tonight;195;01/10/2021;Giveon;top200
you broke me first;196;01/10/2021;Tate McRae;top200
What You Know Bout Love;197;01/10/2021;Pop Smoke;top200
The Hills;198;01/10/2021;The Weeknd;top200
WAP (feat. Megan Thee Stallion);199;01/10/2021;Cardi B;top200
Kilby Girl;200;01/10/2021;The Backseat Lovers;top200
INDUSTRY BABY (feat. Jack Harlow);1;02/10/2021;Lil Nas X;top200
STAY (with Justin Bieber);2;02/10/2021;The Kid LAROI;top200
Way 2 Sexy (with Future & Young Thug);3;02/10/2021;Drake;top200
Knife Talk (with 21 Savage ft. Project Pat);4;02/10/2021;Drake;top200
Heat Waves;5;02/10/2021;Glass Animals;top200
good 4 u;6;02/10/2021;Olivia Rodrigo;top200
Need to Know;7;02/10/2021;Doja Cat;top200
THATS WHAT I WANT;8;02/10/2021;Lil Nas X;top200
MONTERO (Call Me By Your Name);9;02/10/2021;Lil Nas X;top200
Kiss Me More (feat. SZA);10;02/10/2021;Doja Cat;top200
family ties (with Kendrick Lamar);11;02/10/2021;Baby Keem;top200
Fair Trade (with Travis Scott);12;02/10/2021;Drake;top200
Woman;13;02/10/2021;Doja Cat;top200
Meet Me At Our Spot;14;02/10/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
2055;15;02/10/2021;Sleepy Hallow;top200
Pepas;16;02/10/2021;Farruko;top200
Bad Habits;17;02/10/2021;Ed Sheeran;top200
Girls Want Girls (with Lil Baby);18;02/10/2021;Drake;top200
Shivers;19;02/10/2021;Ed Sheeran;top200
Hurricane;20;02/10/2021;Kanye West;top200
Fancy Like;21;02/10/2021;Walker Hayes;top200
Happier Than Ever;22;02/10/2021;Billie Eilish;top200
Beggin';23;02/10/2021;Måneskin;top200
Levitating (feat. DaBaby);24;02/10/2021;Dua Lipa;top200
traitor;25;02/10/2021;Olivia Rodrigo;top200
Sharing Locations (feat. Lil Baby & Lil Durk);26;02/10/2021;Meek Mill;top200
Get Into It (Yuh);27;02/10/2021;Doja Cat;top200
RAPSTAR;28;02/10/2021;Polo G;top200
My Universe;29;02/10/2021;Coldplay, BTS;top200
Dark Red;30;02/10/2021;Steve Lacy;top200
Jugaste y Sufrí;31;02/10/2021;Eslabon Armado, DannyLux;top200
Life Goes On;32;02/10/2021;Oliver Tree;top200
love nwantiti (ah ah ah);33;02/10/2021;CKay;top200
Moon;34;02/10/2021;Kanye West;top200
Your Heart;35;02/10/2021;Joyner Lucas, J. Cole;top200
Last One Standing (feat. Polo G & Mozzy & Eminem) - From Venom: Let There Be Carnage;36;02/10/2021;Skylar Grey;top200
Sweater Weather;37;02/10/2021;The Neighbourhood;top200
Ain't Shit;38;02/10/2021;Doja Cat;top200
Cold Heart - PNAU Remix;39;02/10/2021;Elton John, Dua Lipa;top200
Wants and Needs (feat. Lil Baby);40;02/10/2021;Drake;top200
Champagne Poetry;41;02/10/2021;Drake;top200
deja vu;42;02/10/2021;Olivia Rodrigo;top200
Too Easy;43;02/10/2021;Gunna, Future;top200
"...And to Those I Love;  Thanks for Sticking Around";44;02/10/2021;$uicideboy$;top200
Have Mercy;45;02/10/2021;Chlöe;top200
Freaks;46;02/10/2021;Surf Curse;top200
Peaches (feat. Daniel Caesar & Giveon);47;02/10/2021;Justin Bieber;top200
Intro (Hate On Me);48;02/10/2021;Meek Mill;top200
No Friends In The Industry;49;02/10/2021;Drake;top200
Blinding Lights;50;02/10/2021;The Weeknd;top200
No Role Modelz;51;02/10/2021;J. Cole;top200
A-O-K;52;02/10/2021;Tai Verdes;top200
Save Your Tears (with Ariana Grande) (Remix);53;02/10/2021;The Weeknd;top200
Off The Grid;54;02/10/2021;Kanye West;top200
drivers license;55;02/10/2021;Olivia Rodrigo;top200
Yonaguni;56;02/10/2021;Bad Bunny;top200
Wildest Dreams (Taylor's Version);57;02/10/2021;Taylor Swift;top200
Miss The Rage (feat. Playboi Carti);58;02/10/2021;Trippie Redd;top200
Thot Shit;59;02/10/2021;Megan Thee Stallion;top200
Take My Breath;60;02/10/2021;The Weeknd;top200
Leave The Door Open;61;02/10/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
Sunflower - Spider-Man: Into the Spider-Verse;62;02/10/2021;Post Malone, Swae Lee;top200
Feelin' Like Tunechi;63;02/10/2021;Lil Wayne, Rich The Kid;top200
Tell Em;64;02/10/2021;Cochise, $NOT;top200
You Right;65;02/10/2021;Doja Cat, The Weeknd;top200
LOT OF ME;66;02/10/2021;Lil Tecca;top200
Circles;67;02/10/2021;Post Malone;top200
my ex's best friend (with blackbear);68;02/10/2021;Machine Gun Kelly;top200
Mood (feat. iann dior);69;02/10/2021;24kGoldn;top200
Mr. Brightside;70;02/10/2021;The Killers;top200
Leave Before You Love Me (with Jonas Brothers);71;02/10/2021;Marshmello;top200
Praise God;72;02/10/2021;Kanye West;top200
fue mejor (feat. SZA);73;02/10/2021;Kali Uchis;top200
Volví;74;02/10/2021;Aventura, Bad Bunny;top200
Lonely (with Lil Wayne);75;02/10/2021;DaBaby;top200
Rumors (feat. Cardi B);76;02/10/2021;Lizzo;top200
Dreams - 2004 Remaster;77;02/10/2021;Fleetwood Mac;top200
Watermelon Sugar;78;02/10/2021;Harry Styles;top200
telepatía;79;02/10/2021;Kali Uchis;top200
Heartbreak Anniversary;80;02/10/2021;Giveon;top200
favorite crime;81;02/10/2021;Olivia Rodrigo;top200
The Spins;82;02/10/2021;Mac Miller;top200
All Girls Are The Same;83;02/10/2021;Juice WRLD;top200
Rich MF (feat. Polo G & Lil Durk);84;02/10/2021;Trippie Redd;top200
DÁKITI;85;02/10/2021;Bad Bunny, Jhay Cortez;top200
Martin & Gina;86;02/10/2021;Polo G;top200
Come & Go (with Marshmello);87;02/10/2021;Juice WRLD;top200
She Knows (feat. Amber Coffman & Cults);88;02/10/2021;J. Cole;top200
20 Min;89;02/10/2021;Lil Uzi Vert;top200
SCOOP (feat. Doja Cat);90;02/10/2021;Lil Nas X;top200
TSU;91;02/10/2021;Drake;top200
Pain;92;02/10/2021;PinkPantheress;top200
YKWIM?;93;02/10/2021;Yot Club;top200
Todo De Ti;94;02/10/2021;Rauw Alejandro;top200
brutal;95;02/10/2021;Olivia Rodrigo;top200
Poke It Out (feat. J. Cole);96;02/10/2021;Wale, Cool & Dre;top200
jealousy jealousy;97;02/10/2021;Olivia Rodrigo;top200
t r a n s p a r e n t s o u l feat. Travis Barker;98;02/10/2021;WILLOW;top200
Sky;99;02/10/2021;Playboi Carti;top200
Good Days;100;02/10/2021;SZA;top200
Lucid Dreams;101;02/10/2021;Juice WRLD;top200
Loverboy;102;02/10/2021;A-Wall;top200
Happier Than Ever - Edit;103;02/10/2021;Billie Eilish;top200
Motley Crew;104;02/10/2021;Post Malone;top200
MONEY;105;02/10/2021;LISA;top200
Blue Notes 2 (feat. Lil Uzi Vert);106;02/10/2021;Meek Mill;top200
Astronaut In The Ocean;107;02/10/2021;Masked Wolf;top200
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);108;02/10/2021;DJ Khaled;top200
In Da Getto;109;02/10/2021;J Balvin, Skrillex;top200
Whats Poppin (feat. DaBaby & Tory Lanez & Lil Wayne) [Remix] - Bonus Track;110;02/10/2021;Jack Harlow;top200
Lemonade (feat. Gunna & Don Toliver & NAV);111;02/10/2021;Internet Money;top200
happier;112;02/10/2021;Olivia Rodrigo;top200
Work Out;113;02/10/2021;J. Cole;top200
goosebumps;114;02/10/2021;Travis Scott;top200
SUVs (Black on Black);115;02/10/2021;Jack Harlow, Pooh Shiesty;top200
Buy Dirt;116;02/10/2021;Jordan Davis, Luke Bryan;top200
Wishing Well;117;02/10/2021;Juice WRLD;top200
In The Bible (with Lil Durk & Giveon);118;02/10/2021;Drake;top200
love nwantiti (feat. Dj Yo! & AX'EL) - Remix;119;02/10/2021;CKay;top200
XO Tour Llif3;120;02/10/2021;Lil Uzi Vert;top200
range brothers (with Kendrick Lamar);121;02/10/2021;Baby Keem;top200
Space Song;122;02/10/2021;Beach House;top200
Wait a Minute!;123;02/10/2021;WILLOW;top200
Daddy Issues;124;02/10/2021;The Neighbourhood;top200
Best Friend (feat. Doja Cat);125;02/10/2021;Saweetie;top200
Electric Love;126;02/10/2021;BØRNS;top200
Streets;127;02/10/2021;Doja Cat;top200
Bored;128;02/10/2021;Billie Eilish;top200
For The Night (feat. Lil Baby & DaBaby);129;02/10/2021;Pop Smoke;top200
m y . l i f e (with 21 Savage & Morray);130;02/10/2021;J. Cole;top200
505;131;02/10/2021;Arctic Monkeys;top200
Whiskey Glasses;132;02/10/2021;Morgan Wallen;top200
Forever After All;133;02/10/2021;Luke Combs;top200
N 2 Deep;134;02/10/2021;Drake, Future;top200
Jocelyn Flores;135;02/10/2021;XXXTENTACION;top200
Robbery;136;02/10/2021;Juice WRLD;top200
Classic;137;02/10/2021;MKTO;top200
Don't Be Shy;138;02/10/2021;Tiësto, KAROL G;top200
REPEAT IT (with Gunna);139;02/10/2021;Lil Tecca;top200
Papi’s Home;140;02/10/2021;Drake;top200
ROCKSTAR (feat. Roddy Ricch);141;02/10/2021;DaBaby;top200
we fell in love in october;142;02/10/2021;girl in red;top200
Collard Greens;143;02/10/2021;ScHoolboy Q, Kendrick Lamar;top200
WAP (feat. Megan Thee Stallion);144;02/10/2021;Cardi B;top200
Up;145;02/10/2021;Cardi B;top200
edamame (feat. Rich Brian);146;02/10/2021;bbno$;top200
SLOW DANCING IN THE DARK;147;02/10/2021;Joji;top200
Tennessee Whiskey;148;02/10/2021;Chris Stapleton;top200
Calling My Phone;149;02/10/2021;Lil Tjay, 6LACK;top200
Laugh Now Cry Later (feat. Lil Durk);150;02/10/2021;Drake;top200
Everybody Talks;151;02/10/2021;Neon Trees;top200
Cigarette Daydreams;152;02/10/2021;Cage The Elephant;top200
p r i d e . i s . t h e . d e v i l (with Lil Baby);153;02/10/2021;J. Cole;top200
Teenagers;154;02/10/2021;My Chemical Romance;top200
Money Trees;155;02/10/2021;Kendrick Lamar, Jay Rock;top200
Heather;156;02/10/2021;Conan Gray;top200
Ball If I Want To;157;02/10/2021;DaBaby;top200
Don't Stop Believin';158;02/10/2021;Journey;top200
Blueberry Faygo;159;02/10/2021;Lil Mosey;top200
Tongue Tied;160;02/10/2021;Grouplove;top200
What You Know Bout Love;161;02/10/2021;Pop Smoke;top200
Smells Like Teen Spirit;162;02/10/2021;Nirvana;top200
Chosen (feat. Ty Dolla $ign);163;02/10/2021;Blxst, Tyga;top200
If I Didn't Love You;164;02/10/2021;Jason Aldean, Carrie Underwood;top200
Drip Too Hard (Lil Baby & Gunna);165;02/10/2021;Lil Baby;top200
Ready (feat. Gunna);166;02/10/2021;Lil Baby;top200
Matt Hardy 999 (feat. Juice WRLD);167;02/10/2021;Trippie Redd;top200
Chasing After You (with Maren Morris);168;02/10/2021;Ryan Hurd;top200
WITHOUT YOU;169;02/10/2021;The Kid LAROI;top200
Ric Flair Drip (& Metro Boomin);170;02/10/2021;Offset;top200
Love All (with JAY-Z);171;02/10/2021;Drake;top200
Save Your Tears;172;02/10/2021;The Weeknd;top200
Jail;173;02/10/2021;Kanye West;top200
Godzilla (feat. Juice WRLD);174;02/10/2021;Eminem;top200
AM Remix;175;02/10/2021;Nio Garcia, J Balvin, Bad Bunny;top200
Don't Start Now;176;02/10/2021;Dua Lipa;top200
Pursuit Of Happiness (Nightmare);177;02/10/2021;Kid Cudi, MGMT, Ratatat;top200
Someone You Loved;178;02/10/2021;Lewis Capaldi;top200
Die For You;179;02/10/2021;The Weeknd;top200
Tyler Herro;180;02/10/2021;Jack Harlow;top200
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign);181;02/10/2021;Tyler, The Creator;top200
I GUESS I'M IN LOVE;182;02/10/2021;Clinton Kane;top200
Don't Go Yet;183;02/10/2021;Camila Cabello;top200
Hot (feat. Moneybagg Yo);184;02/10/2021;Meek Mill;top200
The Box;185;02/10/2021;Roddy Ricch;top200
Pipe Down;186;02/10/2021;Drake;top200
positions;187;02/10/2021;Ariana Grande;top200
Late At Night;188;02/10/2021;Roddy Ricch;top200
MIDDLE CHILD;189;02/10/2021;J. Cole;top200
September;190;02/10/2021;Earth, Wind & Fire;top200
DOLLA SIGN SLIME (feat. Megan Thee Stallion);191;02/10/2021;Lil Nas X;top200
The Hills;192;02/10/2021;The Weeknd;top200
Wasted On You;193;02/10/2021;Morgan Wallen;top200
No Where;194;02/10/2021;YoungBoy Never Broke Again;top200
The Way Life Goes (feat. Oh Wonder);195;02/10/2021;Lil Uzi Vert;top200
See You Again (feat. Kali Uchis);196;02/10/2021;Tyler, The Creator;top200
IMY2 (with Kid Cudi);197;02/10/2021;Drake;top200
The Less I Know The Better;198;02/10/2021;Tame Impala;top200
Bandit (with YoungBoy Never Broke Again);199;02/10/2021;Juice WRLD;top200
Back In Blood (feat. Lil Durk);200;02/10/2021;Pooh Shiesty;top200
INDUSTRY BABY (feat. Jack Harlow);1;03/10/2021;Lil Nas X;top200
STAY (with Justin Bieber);2;03/10/2021;The Kid LAROI;top200
Way 2 Sexy (with Future & Young Thug);3;03/10/2021;Drake;top200
Knife Talk (with 21 Savage ft. Project Pat);4;03/10/2021;Drake;top200
Heat Waves;5;03/10/2021;Glass Animals;top200
good 4 u;6;03/10/2021;Olivia Rodrigo;top200
Need to Know;7;03/10/2021;Doja Cat;top200
THATS WHAT I WANT;8;03/10/2021;Lil Nas X;top200
MONTERO (Call Me By Your Name);9;03/10/2021;Lil Nas X;top200
Kiss Me More (feat. SZA);10;03/10/2021;Doja Cat;top200
family ties (with Kendrick Lamar);11;03/10/2021;Baby Keem;top200
Meet Me At Our Spot;12;03/10/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
Fair Trade (with Travis Scott);13;03/10/2021;Drake;top200
Woman;14;03/10/2021;Doja Cat;top200
2055;15;03/10/2021;Sleepy Hallow;top200
Pepas;16;03/10/2021;Farruko;top200
Happier Than Ever;17;03/10/2021;Billie Eilish;top200
Bad Habits;18;03/10/2021;Ed Sheeran;top200
Girls Want Girls (with Lil Baby);19;03/10/2021;Drake;top200
traitor;20;03/10/2021;Olivia Rodrigo;top200
Shivers;21;03/10/2021;Ed Sheeran;top200
Hurricane;22;03/10/2021;Kanye West;top200
Beggin';23;03/10/2021;Måneskin;top200
Levitating (feat. DaBaby);24;03/10/2021;Dua Lipa;top200
Fancy Like;25;03/10/2021;Walker Hayes;top200
Dark Red;26;03/10/2021;Steve Lacy;top200
Jugaste y Sufrí;27;03/10/2021;Eslabon Armado, DannyLux;top200
Get Into It (Yuh);28;03/10/2021;Doja Cat;top200
Sharing Locations (feat. Lil Baby & Lil Durk);29;03/10/2021;Meek Mill;top200
Life Goes On;30;03/10/2021;Oliver Tree;top200
RAPSTAR;31;03/10/2021;Polo G;top200
Sweater Weather;32;03/10/2021;The Neighbourhood;top200
love nwantiti (ah ah ah);33;03/10/2021;CKay;top200
My Universe;34;03/10/2021;Coldplay, BTS;top200
Moon;35;03/10/2021;Kanye West;top200
deja vu;36;03/10/2021;Olivia Rodrigo;top200
"...And to Those I Love;  Thanks for Sticking Around";37;03/10/2021;$uicideboy$;top200
Ain't Shit;38;03/10/2021;Doja Cat;top200
Freaks;39;03/10/2021;Surf Curse;top200
Wants and Needs (feat. Lil Baby);40;03/10/2021;Drake;top200
Champagne Poetry;41;03/10/2021;Drake;top200
Your Heart;42;03/10/2021;Joyner Lucas, J. Cole;top200
Cold Heart - PNAU Remix;43;03/10/2021;Elton John, Dua Lipa;top200
Last One Standing (feat. Polo G & Mozzy & Eminem) - From Venom: Let There Be Carnage;44;03/10/2021;Skylar Grey;top200
Too Easy;45;03/10/2021;Gunna, Future;top200
drivers license;46;03/10/2021;Olivia Rodrigo;top200
Peaches (feat. Daniel Caesar & Giveon);47;03/10/2021;Justin Bieber;top200
Blinding Lights;48;03/10/2021;The Weeknd;top200
No Role Modelz;49;03/10/2021;J. Cole;top200
Have Mercy;50;03/10/2021;Chlöe;top200
No Friends In The Industry;51;03/10/2021;Drake;top200
A-O-K;52;03/10/2021;Tai Verdes;top200
Save Your Tears (with Ariana Grande) (Remix);53;03/10/2021;The Weeknd;top200
Off The Grid;54;03/10/2021;Kanye West;top200
Wildest Dreams (Taylor's Version);55;03/10/2021;Taylor Swift;top200
Miss The Rage (feat. Playboi Carti);56;03/10/2021;Trippie Redd;top200
Yonaguni;57;03/10/2021;Bad Bunny;top200
Tell Em;58;03/10/2021;Cochise, $NOT;top200
Intro (Hate On Me);59;03/10/2021;Meek Mill;top200
Sunflower - Spider-Man: Into the Spider-Verse;60;03/10/2021;Post Malone, Swae Lee;top200
You Right;61;03/10/2021;Doja Cat, The Weeknd;top200
Take My Breath;62;03/10/2021;The Weeknd;top200
LOT OF ME;63;03/10/2021;Lil Tecca;top200
Thot Shit;64;03/10/2021;Megan Thee Stallion;top200
Leave The Door Open;65;03/10/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
Praise God;66;03/10/2021;Kanye West;top200
favorite crime;67;03/10/2021;Olivia Rodrigo;top200
fue mejor (feat. SZA);68;03/10/2021;Kali Uchis;top200
YKWIM?;69;03/10/2021;Yot Club;top200
Heartbreak Anniversary;70;03/10/2021;Giveon;top200
All Girls Are The Same;71;03/10/2021;Juice WRLD;top200
Pain;72;03/10/2021;PinkPantheress;top200
Mr. Brightside;73;03/10/2021;The Killers;top200
Circles;74;03/10/2021;Post Malone;top200
telepatía;75;03/10/2021;Kali Uchis;top200
jealousy jealousy;76;03/10/2021;Olivia Rodrigo;top200
Watermelon Sugar;77;03/10/2021;Harry Styles;top200
Mood (feat. iann dior);78;03/10/2021;24kGoldn;top200
my ex's best friend (with blackbear);79;03/10/2021;Machine Gun Kelly;top200
brutal;80;03/10/2021;Olivia Rodrigo;top200
20 Min;81;03/10/2021;Lil Uzi Vert;top200
She Knows (feat. Amber Coffman & Cults);82;03/10/2021;J. Cole;top200
Come & Go (with Marshmello);83;03/10/2021;Juice WRLD;top200
Martin & Gina;84;03/10/2021;Polo G;top200
t r a n s p a r e n t s o u l feat. Travis Barker;85;03/10/2021;WILLOW;top200
Dreams - 2004 Remaster;86;03/10/2021;Fleetwood Mac;top200
Sky;87;03/10/2021;Playboi Carti;top200
Loverboy;88;03/10/2021;A-Wall;top200
Lucid Dreams;89;03/10/2021;Juice WRLD;top200
Good Days;90;03/10/2021;SZA;top200
Volví;91;03/10/2021;Aventura, Bad Bunny;top200
MONEY;92;03/10/2021;LISA;top200
Leave Before You Love Me (with Jonas Brothers);93;03/10/2021;Marshmello;top200
happier;94;03/10/2021;Olivia Rodrigo;top200
Rich MF (feat. Polo G & Lil Durk);95;03/10/2021;Trippie Redd;top200
The Spins;96;03/10/2021;Mac Miller;top200
DÁKITI;97;03/10/2021;Bad Bunny, Jhay Cortez;top200
Rumors (feat. Cardi B);98;03/10/2021;Lizzo;top200
Lonely (with Lil Wayne);99;03/10/2021;DaBaby;top200
Happier Than Ever - Edit;100;03/10/2021;Billie Eilish;top200
SCOOP (feat. Doja Cat);101;03/10/2021;Lil Nas X;top200
Daddy Issues;102;03/10/2021;The Neighbourhood;top200
Todo De Ti;103;03/10/2021;Rauw Alejandro;top200
Space Song;104;03/10/2021;Beach House;top200
Feelin' Like Tunechi;105;03/10/2021;Lil Wayne, Rich The Kid;top200
Bored;106;03/10/2021;Billie Eilish;top200
TSU;107;03/10/2021;Drake;top200
Wait a Minute!;108;03/10/2021;WILLOW;top200
505;109;03/10/2021;Arctic Monkeys;top200
we fell in love in october;110;03/10/2021;girl in red;top200
love nwantiti (feat. Dj Yo! & AX'EL) - Remix;111;03/10/2021;CKay;top200
Wishing Well;112;03/10/2021;Juice WRLD;top200
Lemonade (feat. Gunna & Don Toliver & NAV);113;03/10/2021;Internet Money;top200
SLOW DANCING IN THE DARK;114;03/10/2021;Joji;top200
XO Tour Llif3;115;03/10/2021;Lil Uzi Vert;top200
Jocelyn Flores;116;03/10/2021;XXXTENTACION;top200
goosebumps;117;03/10/2021;Travis Scott;top200
Motley Crew;118;03/10/2021;Post Malone;top200
Heather;119;03/10/2021;Conan Gray;top200
Electric Love;120;03/10/2021;BØRNS;top200
Astronaut In The Ocean;121;03/10/2021;Masked Wolf;top200
Streets;122;03/10/2021;Doja Cat;top200
Robbery;123;03/10/2021;Juice WRLD;top200
Whats Poppin (feat. DaBaby & Tory Lanez & Lil Wayne) [Remix] - Bonus Track;124;03/10/2021;Jack Harlow;top200
Work Out;125;03/10/2021;J. Cole;top200
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);126;03/10/2021;DJ Khaled;top200
In Da Getto;127;03/10/2021;J Balvin, Skrillex;top200
Cigarette Daydreams;128;03/10/2021;Cage The Elephant;top200
Buy Dirt;129;03/10/2021;Jordan Davis, Luke Bryan;top200
Classic;130;03/10/2021;MKTO;top200
Teenagers;131;03/10/2021;My Chemical Romance;top200
In The Bible (with Lil Durk & Giveon);132;03/10/2021;Drake;top200
For The Night (feat. Lil Baby & DaBaby);133;03/10/2021;Pop Smoke;top200
Collard Greens;134;03/10/2021;ScHoolboy Q, Kendrick Lamar;top200
SUVs (Black on Black);135;03/10/2021;Jack Harlow, Pooh Shiesty;top200
Everybody Talks;136;03/10/2021;Neon Trees;top200
Forever After All;137;03/10/2021;Luke Combs;top200
Calling My Phone;138;03/10/2021;Lil Tjay, 6LACK;top200
Whiskey Glasses;139;03/10/2021;Morgan Wallen;top200
range brothers (with Kendrick Lamar);140;03/10/2021;Baby Keem;top200
Blue Notes 2 (feat. Lil Uzi Vert);141;03/10/2021;Meek Mill;top200
Best Friend (feat. Doja Cat);142;03/10/2021;Saweetie;top200
REPEAT IT (with Gunna);143;03/10/2021;Lil Tecca;top200
m y . l i f e (with 21 Savage & Morray);144;03/10/2021;J. Cole;top200
edamame (feat. Rich Brian);145;03/10/2021;bbno$;top200
Die For You;146;03/10/2021;The Weeknd;top200
WAP (feat. Megan Thee Stallion);147;03/10/2021;Cardi B;top200
Money Trees;148;03/10/2021;Kendrick Lamar, Jay Rock;top200
N 2 Deep;149;03/10/2021;Drake, Future;top200
Tennessee Whiskey;150;03/10/2021;Chris Stapleton;top200
See You Again (feat. Kali Uchis);151;03/10/2021;Tyler, The Creator;top200
Tongue Tied;152;03/10/2021;Grouplove;top200
ROCKSTAR (feat. Roddy Ricch);153;03/10/2021;DaBaby;top200
I GUESS I'M IN LOVE;154;03/10/2021;Clinton Kane;top200
Blueberry Faygo;155;03/10/2021;Lil Mosey;top200
Someone You Loved;156;03/10/2021;Lewis Capaldi;top200
What You Know Bout Love;157;03/10/2021;Pop Smoke;top200
WITHOUT YOU;158;03/10/2021;The Kid LAROI;top200
Laugh Now Cry Later (feat. Lil Durk);159;03/10/2021;Drake;top200
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign);160;03/10/2021;Tyler, The Creator;top200
Smells Like Teen Spirit;161;03/10/2021;Nirvana;top200
Papi’s Home;162;03/10/2021;Drake;top200
Don't Be Shy;163;03/10/2021;Tiësto, KAROL G;top200
Pursuit Of Happiness (Nightmare);164;03/10/2021;Kid Cudi, MGMT, Ratatat;top200
Up;165;03/10/2021;Cardi B;top200
Save Your Tears;166;03/10/2021;The Weeknd;top200
p r i d e . i s . t h e . d e v i l (with Lil Baby);167;03/10/2021;J. Cole;top200
Drip Too Hard (Lil Baby & Gunna);168;03/10/2021;Lil Baby;top200
Matt Hardy 999 (feat. Juice WRLD);169;03/10/2021;Trippie Redd;top200
The Less I Know The Better;170;03/10/2021;Tame Impala;top200
Fuck Love (feat. Trippie Redd);171;03/10/2021;XXXTENTACION;top200
The Way Life Goes (feat. Oh Wonder);172;03/10/2021;Lil Uzi Vert;top200
SAD!;173;03/10/2021;XXXTENTACION;top200
Godzilla (feat. Juice WRLD);174;03/10/2021;Eminem;top200
you broke me first;175;03/10/2021;Tate McRae;top200
The Hills;176;03/10/2021;The Weeknd;top200
Chosen (feat. Ty Dolla $ign);177;03/10/2021;Blxst, Tyga;top200
Poke It Out (feat. J. Cole);178;03/10/2021;Wale, Cool & Dre;top200
Ball If I Want To;179;03/10/2021;DaBaby;top200
The Box;180;03/10/2021;Roddy Ricch;top200
Chasing After You (with Maren Morris);181;03/10/2021;Ryan Hurd;top200
lovely (with Khalid);182;03/10/2021;Billie Eilish;top200
positions;183;03/10/2021;Ariana Grande;top200
I Can't Handle Change;184;03/10/2021;Roar;top200
Looking Out for You;185;03/10/2021;Joy Again;top200
Late At Night;186;03/10/2021;Roddy Ricch;top200
Ready (feat. Gunna);187;03/10/2021;Lil Baby;top200
Don't Stop Believin';188;03/10/2021;Journey;top200
Ric Flair Drip (& Metro Boomin);189;03/10/2021;Offset;top200
If I Didn't Love You;190;03/10/2021;Jason Aldean, Carrie Underwood;top200
Bandit (with YoungBoy Never Broke Again);191;03/10/2021;Juice WRLD;top200
Jail;192;03/10/2021;Kanye West;top200
Not Allowed;193;03/10/2021;TV Girl;top200
Talking to the Moon;194;03/10/2021;Bruno Mars;top200
Everybody Dies In Their Nightmares;195;03/10/2021;XXXTENTACION;top200
Love Again;196;03/10/2021;Dua Lipa;top200
Wasted On You;197;03/10/2021;Morgan Wallen;top200
Are You Bored Yet? (feat. Clairo);198;03/10/2021;Wallows;top200
Heartless;199;03/10/2021;Kanye West;top200
MIDDLE CHILD;200;03/10/2021;J. Cole;top200
INDUSTRY BABY (feat. Jack Harlow);1;04/10/2021;Lil Nas X;top200
STAY (with Justin Bieber);2;04/10/2021;The Kid LAROI;top200
Knife Talk (with 21 Savage ft. Project Pat);3;04/10/2021;Drake;top200
Way 2 Sexy (with Future & Young Thug);4;04/10/2021;Drake;top200
Heat Waves;5;04/10/2021;Glass Animals;top200
good 4 u;6;04/10/2021;Olivia Rodrigo;top200
Need to Know;7;04/10/2021;Doja Cat;top200
THATS WHAT I WANT;8;04/10/2021;Lil Nas X;top200
family ties (with Kendrick Lamar);9;04/10/2021;Baby Keem;top200
Meet Me At Our Spot;10;04/10/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
Fair Trade (with Travis Scott);11;04/10/2021;Drake;top200
Kiss Me More (feat. SZA);12;04/10/2021;Doja Cat;top200
MONTERO (Call Me By Your Name);13;04/10/2021;Lil Nas X;top200
Woman;14;04/10/2021;Doja Cat;top200
Happier Than Ever;15;04/10/2021;Billie Eilish;top200
2055;16;04/10/2021;Sleepy Hallow;top200
Girls Want Girls (with Lil Baby);17;04/10/2021;Drake;top200
Bad Habits;18;04/10/2021;Ed Sheeran;top200
traitor;19;04/10/2021;Olivia Rodrigo;top200
Shivers;20;04/10/2021;Ed Sheeran;top200
Hurricane;21;04/10/2021;Kanye West;top200
Dark Red;22;04/10/2021;Steve Lacy;top200
Pepas;23;04/10/2021;Farruko;top200
Beggin';24;04/10/2021;Måneskin;top200
Jugaste y Sufrí;25;04/10/2021;Eslabon Armado, DannyLux;top200
Sharing Locations (feat. Lil Baby & Lil Durk);26;04/10/2021;Meek Mill;top200
Levitating (feat. DaBaby);27;04/10/2021;Dua Lipa;top200
Fancy Like;28;04/10/2021;Walker Hayes;top200
Life Goes On;29;04/10/2021;Oliver Tree;top200
Get Into It (Yuh);30;04/10/2021;Doja Cat;top200
